date,interval,emergency_kwh
2025-03-20,17:00-17:20,19.132571830451845
2025-03-20,20:40-20:50,138.62749433621877
2025-03-20,21:20-21:30,4.400855309523649
2025-06-21,无,0.0
2025-09-23,14:40-15:10,230.93427706022464
2025-09-23,15:20-15:30,5.445476190475915
2025-09-23,16:10-16:50,112.33792147619091
2025-09-23,17:00-17:20,9.046832142856871
2025-09-23,20:10-20:20,10.234366666666688
2025-09-23,20:40-21:10,312.6694144873985
2025-12-21,01:10-01:20,12.916833333333216
2025-12-21,03:30-03:50,68.75781666666683
