date,residual_count,initial_soc_kwh,plan_proxy_objective,planned_cost,delta_00_06_kwh,delta_06_12_kwh,delta_12_18_kwh,delta_18_24_kwh,lambda_06_12,lambda_12_18,lambda_18_24,zero_scenario_score,selected_scenario_score,zero_scenario_full_objective,selected_scenario_full_objective,scenario_improvement,search_evaluations,calibration_seconds,calibration_method,accepted_search,solver_message,actual_emergency_cost,final_soc_kwh,day_seconds
2025-01-02,0,6000.0,58774.9750001992,59270.04166786588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664006,-495.06666666664006,58774.975001199244,58774.975001199244,0.0,1,0.01575970000703819,zero_parameter_warmup,False,complete 21-day residual window not yet available,7541.981892470418,1365.1683916666666,0.07533829999738373
2025-01-03,0,1365.1683916666666,61543.1454155925,62038.21208325918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.0666666666518,-495.0666666666518,61543.14541659253,61543.14541659253,0.0,1,0.016034600004786626,zero_parameter_warmup,False,complete 21-day residual window not yet available,0.0,8221.137613148147,0.07438550000370014
2025-01-04,0,8221.137613148147,22517.699398790654,23012.766066457327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.066666666654,-495.066666666654,22517.699399790672,22517.699399790672,0.0,1,0.017205600001034327,zero_parameter_warmup,False,complete 21-day residual window not yet available,3385.253757200233,1200.0,0.08233509999990929
2025-01-05,0,1200.0,25822.227110591735,26317.293778258405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666663284,-495.06666666663284,25822.227111591772,25822.227111591772,0.0,1,0.017124000005424023,zero_parameter_warmup,False,complete 21-day residual window not yet available,204335.0270327641,1200.0,0.08488439999928232
2025-01-06,0,1200.0,60970.72762667427,61465.79429434093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.0666666666506,-495.0666666666506,60970.72762767428,60970.72762767428,0.0,1,0.013879999998607673,zero_parameter_warmup,False,complete 21-day residual window not yet available,4537.205933359762,1315.5818699999998,0.07343719998607412
2025-01-07,0,1315.5818699999998,60313.701239072456,60808.767906739115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664523,-495.06666666664523,60313.70124007247,60313.70124007247,0.0,1,0.01610949999303557,zero_parameter_warmup,False,complete 21-day residual window not yet available,11208.928914430478,1440.0953444444444,0.08044570000492968
2025-01-08,0,1440.0953444444444,60784.38200512146,61279.4486727881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664717,-495.06666666664717,60784.38200612146,60784.38200612146,0.0,1,0.015251300006639212,zero_parameter_warmup,False,complete 21-day residual window not yet available,2067.224450309956,1576.1936270370377,0.07473809999646619
2025-01-09,1,1576.1936270370377,62000.93046679808,62495.997134464706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.1784177616879,-732.1784177616879,61763.81871670302,61763.81871670302,0.0,1,0.01632929999323096,zero_parameter_warmup,False,complete 21-day residual window not yet available,567.5267900962058,1722.2375750000008,0.07577979999769013
2025-01-10,2,1722.2375750000008,26438.06702049023,26933.133688156897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-459.2131137793531,-459.2131137793531,26473.920574377546,26473.920574377546,0.0,1,0.016443400003481656,zero_parameter_warmup,False,complete 21-day residual window not yet available,1359.8417161435684,1590.5185841851846,0.07794570000260137
2025-01-11,3,1590.5185841851846,27022.935224846166,27518.001892512828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-432.34504138538455,-432.34504138538455,27085.65685112744,27085.65685112744,0.0,1,0.015696499991463497,zero_parameter_warmup,False,complete 21-day residual window not yet available,489.6927127978422,1736.872635010581,0.07792499999050051
2025-01-12,4,1736.872635010581,62557.52890277626,63052.595570442936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-336.20417343798647,-336.20417343798647,62716.39139700495,62716.39139700495,0.0,1,0.016205099993385375,zero_parameter_warmup,False,complete 21-day residual window not yet available,477.60546741404755,1773.3279790740742,0.07943510000768583
2025-01-13,5,1773.3279790740742,61982.62630757894,62477.6929752456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.124948002728,-262.124948002728,62215.56802724287,62215.56802724287,0.0,1,0.016911899991100654,zero_parameter_warmup,False,complete 21-day residual window not yet available,747.6162592538008,1323.2202213333355,0.07802110000920948
2025-01-14,6,1323.2202213333355,61854.08083597561,62349.147503642285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-333.36887560356837,-333.36887560356837,62015.778628038715,62015.778628038715,0.0,1,0.018673800004762597,zero_parameter_warmup,False,complete 21-day residual window not yet available,1089.307921247727,1315.3695909259268,0.08066809999581892
2025-01-15,7,1315.3695909259268,61344.07634855439,61839.1430162211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-316.08717458455834,-316.08717458455834,61523.055841636546,61523.055841636546,0.0,1,0.015626499996869825,zero_parameter_warmup,False,complete 21-day residual window not yet available,3375.3796643769524,1496.7703191111113,0.07531759999983478
2025-01-16,8,1496.7703191111113,61759.451235759814,62254.517903426495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.1993118468017,-136.1993118468017,62118.31859157969,62118.31859157969,0.0,1,0.016032200001063757,zero_parameter_warmup,False,complete 21-day residual window not yet available,2755.5475219709165,1691.684040592592,0.07999990000098478
2025-01-17,9,1691.684040592592,26463.658351247224,26958.725018913894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-308.9326453802059,-308.9326453802059,26649.792373533688,26649.792373533688,0.0,1,0.01629900000989437,zero_parameter_warmup,False,complete 21-day residual window not yet available,195.1622403259562,1764.844769809525,0.07916110000223853
