date,grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,planned_cost,emergency_cost,total_cost,soc_start_kwh,soc_end_kwh
2025-02-01,45243.56752513792,18511.14764391753,14652.85521729225,73.49073428571431,7080.589899465023,23808.79498387682,266.33092591333343,24075.125909790153,2270.421548968256,2649.5041870582036
2025-02-02,91328.47316493788,21538.30315620817,17612.278118795286,17.642999999999915,9063.813177524991,57791.20228620688,109.80121049999947,57901.00349670688,2649.5041870582036,2464.7791178730195
2025-02-03,89993.79014085919,22496.12430273453,18268.299393562593,39.177873809523135,5588.226605496767,56745.70591756099,188.18499582261623,56933.890913383606,2464.7791178730195,2413.1805530423258
2025-02-04,90696.3931772125,23724.858188480026,19258.646391925966,46.60884809523816,5081.926278753676,57196.14797169163,190.31911546928598,57386.46708716091,2413.1805530423258,2367.0569316455044
2025-02-05,89544.6287095376,23505.671327685803,19218.93964815407,21.829232380952476,4531.299279053498,56328.90414645895,102.2481244723814,56431.152270931336,2367.0569316455044,2167.783739724867
2025-02-06,90726.3628103389,22335.98274526123,18013.363582447302,7.458839047619222,6140.145269905932,57422.178167579375,43.324666608096244,57465.50283418748,2167.783739724867,2255.3197855185203
2025-02-07,43702.63139683196,18586.667366041223,15263.02091000292,0.0,8573.305274126986,22884.335435591365,0.0,22884.335435591365,2255.3197855185203,2024.4082927301545
2025-02-08,39423.250245242896,18024.544566280663,14625.253699644474,0.0,4446.7966619400395,20740.611438767133,0.0,20740.611438767133,2024.4082927301545,1996.216513888889
2025-02-09,85481.97242759838,23650.987278163393,19455.1618024933,0.0,1730.7309852616163,53576.42221141339,0.0,53576.42221141339,1996.216513888889,1665.2586170211666
2025-02-10,87081.88227182745,20807.627624804572,16876.92556295361,0.0,8824.54262664315,54586.041000257734,0.0,54586.041000257734,1665.2586170211666,1639.9839649523785
2025-02-11,85212.98145630232,21968.18805295073,17837.558118113895,11.270403866667039,5873.024791998826,53210.93395219479,52.807477317268415,53263.74142951206,1639.9839649523785,1591.8441924814808
2025-02-12,84736.43675237086,21891.683815036133,17714.59661554593,0.0,5292.6134195473205,52889.319415766215,0.0,52889.319415766215,1591.8441924814808,1611.474497629631
2025-02-13,84128.61468283868,19826.54862004731,15969.402429595473,0.0,8941.98947572018,52505.832447874265,0.0,52505.832447874265,1611.474497629631,1711.587778343915
