date,residual_count,initial_soc_kwh,plan_proxy_objective,planned_cost,delta_00_06_kwh,delta_06_12_kwh,delta_12_18_kwh,delta_18_24_kwh,lambda_06_12,lambda_12_18,lambda_18_24,zero_scenario_score,selected_scenario_score,zero_scenario_full_objective,selected_scenario_full_objective,scenario_improvement,search_evaluations,calibration_seconds,calibration_method,accepted_search,solver_message,actual_emergency_cost,final_soc_kwh,day_seconds
2025-01-02,0,6000.0,58774.9750001992,59270.04166786588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664006,-495.06666666664006,58774.975001199244,58774.975001199244,0.0,1,0.1452382999996189,zero_parameter_warmup,False,complete 21-day residual window not yet available,7541.981892470418,1365.1683916666666,0.4077733000012813
2025-01-03,0,1365.1683916666666,61543.1454155925,62038.21208325918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.0666666666518,-495.0666666666518,61543.14541659253,61543.14541659253,0.0,1,0.09381279999797698,zero_parameter_warmup,False,complete 21-day residual window not yet available,0.0,8221.137613148147,0.5089034999982687
2025-01-04,0,8221.137613148147,22517.699398790654,23012.766066457327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.066666666654,-495.066666666654,22517.699399790672,22517.699399790672,0.0,1,0.02329460000328254,zero_parameter_warmup,False,complete 21-day residual window not yet available,3385.253757200233,1200.0,0.587685499995132
2025-01-05,0,1200.0,25822.227110591735,26317.293778258405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666663284,-495.06666666663284,25822.227111591772,25822.227111591772,0.0,1,0.13666569998895284,zero_parameter_warmup,False,complete 21-day residual window not yet available,204335.0270327641,1200.0,0.41690029999881517
2025-01-06,0,1200.0,60970.72762667427,61465.79429434093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.0666666666506,-495.0666666666506,60970.72762767428,60970.72762767428,0.0,1,0.11594989999139216,zero_parameter_warmup,False,complete 21-day residual window not yet available,4537.205933359762,1315.5818699999998,0.5580497000046307
2025-01-07,0,1315.5818699999998,60313.701239072456,60808.767906739115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664523,-495.06666666664523,60313.70124007247,60313.70124007247,0.0,1,0.0953845000040019,zero_parameter_warmup,False,complete 21-day residual window not yet available,11208.928914430478,1440.0953444444444,0.4245822000084445
2025-01-08,0,1440.0953444444444,60784.38200512146,61279.4486727881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664717,-495.06666666664717,60784.38200612146,60784.38200612146,0.0,1,0.00898600000073202,zero_parameter_warmup,False,complete 21-day residual window not yet available,2067.224450309956,1576.1936270370377,0.18968659998790827
2025-01-09,1,1576.1936270370377,62000.93046679808,62495.997134464706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.1784177616879,-732.1784177616879,61763.81871670302,61763.81871670302,0.0,1,0.12660830000822898,zero_parameter_warmup,False,complete 21-day residual window not yet available,567.5267900962058,1722.2375750000008,0.3316282999876421
2025-01-10,2,1722.2375750000008,26438.06702049023,26933.133688156897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-459.2131137793531,-459.2131137793531,26473.920574377546,26473.920574377546,0.0,1,0.1857116000028327,zero_parameter_warmup,False,complete 21-day residual window not yet available,1359.8417161435684,1590.5185841851846,1.0268447999987984
2025-01-11,3,1590.5185841851846,27022.935224846166,27518.001892512828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-432.34504138538455,-432.34504138538455,27085.65685112744,27085.65685112744,0.0,1,0.13772089999110904,zero_parameter_warmup,False,complete 21-day residual window not yet available,489.6927127978422,1736.872635010581,0.44030849999398924
2025-01-12,4,1736.872635010581,62557.52890277626,63052.595570442936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-336.20417343798647,-336.20417343798647,62716.39139700495,62716.39139700495,0.0,1,0.009096800000406802,zero_parameter_warmup,False,complete 21-day residual window not yet available,477.60546741404755,1773.3279790740742,0.13596850000612903
2025-01-13,5,1773.3279790740742,61982.62630757894,62477.6929752456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.124948002728,-262.124948002728,62215.56802724287,62215.56802724287,0.0,1,0.12511689998791553,zero_parameter_warmup,False,complete 21-day residual window not yet available,747.6162592538008,1323.2202213333355,0.3468624999950407
2025-01-14,6,1323.2202213333355,61854.08083597561,62349.147503642285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-333.36887560356837,-333.36887560356837,62015.778628038715,62015.778628038715,0.0,1,0.1573112000041874,zero_parameter_warmup,False,complete 21-day residual window not yet available,1089.307921247727,1315.3695909259268,0.7216752999956952
2025-01-15,7,1315.3695909259268,61344.07634855439,61839.1430162211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-316.08717458455834,-316.08717458455834,61523.055841636546,61523.055841636546,0.0,1,0.008945599998696707,zero_parameter_warmup,False,complete 21-day residual window not yet available,3375.3796643769524,1496.7703191111113,0.3000255999941146
2025-01-16,8,1496.7703191111113,61759.451235759814,62254.517903426495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.1993118468017,-136.1993118468017,62118.31859157969,62118.31859157969,0.0,1,0.1271841999987373,zero_parameter_warmup,False,complete 21-day residual window not yet available,2755.5475219709165,1691.684040592592,0.43228770000860095
2025-01-17,9,1691.684040592592,26463.658351247224,26958.725018913894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-308.9326453802059,-308.9326453802059,26649.792373533688,26649.792373533688,0.0,1,0.009001600003102794,zero_parameter_warmup,False,complete 21-day residual window not yet available,195.1622403259562,1764.844769809525,0.14995659999840427
2025-01-18,10,1764.844769809525,26209.93874501711,26705.00541268377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-326.8348147655124,-326.8348147655124,26378.17059791826,26378.17059791826,0.0,1,0.192736099998001,zero_parameter_warmup,False,complete 21-day residual window not yet available,848.50379663952,1964.2740985820117,0.6010125000029802
2025-01-19,11,1964.2740985820117,60467.58042959281,60962.64709725948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0933876737606,-87.0933876737606,60875.55370958572,60875.55370958572,0.0,1,0.009011999994982034,zero_parameter_warmup,False,complete 21-day residual window not yet available,1859.5709964548616,1803.810613333331,0.19526849999965634
2025-01-20,12,1803.810613333331,60940.955076184335,61436.02174385103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.01490829876195,-127.01490829876195,61309.00683555227,61309.00683555227,0.0,1,0.00897840000106953,zero_parameter_warmup,False,complete 21-day residual window not yet available,2575.448835494056,2262.9130648888927,0.6170310000015888
2025-01-21,13,2262.9130648888927,60828.98991515011,61324.05658281678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.24854680762981,-85.24854680762981,61238.808036009155,61238.808036009155,0.0,1,0.06344749999698251,zero_parameter_warmup,False,complete 21-day residual window not yet available,285.19751979166693,2374.6088520740736,0.4252089999936288
2025-01-22,14,2374.6088520740736,60277.69821914583,60772.76488681248,-2426.1576350623886,-7294.841047213624,-2084.5927031255837,-5061.767710190824,-0.5603213077020353,-1.1165489322175965,-1.8043419757815509,7.870143137853835,-593.2796301426122,60780.63502995033,60179.48525666987,601.149773280466,316,0.8393486999993911,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,1690.6272087883624,1.065633300007903
2025-01-23,14,1690.6272087883624,60440.4975451855,60935.56421285217,-4184.096677198797,-844.2363326781035,-5250.098543202484,-8305.473216757411,-1.8010357605008644,0.6081069131198369,-1.2437884090663132,-99.82164846937846,-608.637579859125,60835.742564382796,60326.92663299305,508.81593138974654,316,0.8572181999916211,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,83.59045376363095,1664.3641185555562,0.9023639000079129
2025-01-24,14,1664.3641185555562,25374.21209641065,25869.278764077302,-8347.830911124141,-7074.70285450234,-7548.757371223728,-3652.4761859180694,1.0648194459830278,1.1958536436719083,-1.8064625590694514,-262.94075598954703,-826.2277219464668,25606.338008087754,25043.051042130835,563.2869659569197,316,1.5377551000128733,differential_evolution_bounded_direct_search,True,Optimization terminated successfully.,0.0,2198.5142830952354,1.8859755000012228
2025-01-25,14,2198.5142830952354,25063.102514585953,25558.169182252634,-7807.1630700215055,-7861.991301617281,-5694.636260893484,-1484.4645571360147,-1.9932824860623448,0.9522225832793474,0.4949548125953567,-245.94263184835145,-826.5566218476694,25312.22655040428,24731.612560404963,580.6139899993179,316,1.3091733000037493,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,2129.2067364444483,1.7329879000026267
2025-01-26,14,2129.2067364444483,59058.82173616358,59553.888403830264,-9565.974178308408,-7968.157570923534,-678.6230549474415,-5711.015746687082,-1.9191510649570178,0.04206482279459012,0.31411707111507026,250.25203000151365,-546.4699298840286,59804.14043383178,59007.418473946236,796.7219598855422,316,0.9322657000011532,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,1981.658627740742,1.0994861000071978
2025-01-27,14,1981.658627740742,59266.35600928491,59761.422676951595,-3024.329926102279,-178.75861622780533,-4112.013001656199,-3405.6649733224035,0.3496160339116794,0.4112977671457081,1.5571865912975147,214.9241889009226,-560.0355030642521,59976.346865852516,59201.38717388734,774.9596919651747,316,0.5567991999996593,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,1715.6076769100532,1.0530443000025116
2025-01-28,14,1715.6076769100532,58317.87808573742,58812.944753404096,-6272.649830397566,-5390.859348413976,-4662.402599431915,-6354.5811152960705,-0.8067327661153776,-1.3859440107518426,1.619416511895254,51.87920094985426,-662.7116995569917,58864.82395435395,58150.23305384711,714.590900506846,316,0.8496927000087453,differential_evolution_bounded_direct_search,True,Optimization terminated successfully.,83.21215991079912,1628.3009643333337,1.0326146000006702
2025-01-29,14,1628.3009643333337,59666.75203273969,60161.81870040638,-3308.7302022064437,-9291.618088890898,-1179.7318167987846,-3126.8459396851176,0.2977625616344164,-0.1966124936777831,0.3045489512672561,-136.85294929007372,-655.0370295045403,60024.96575111631,59506.78167090184,518.1840802144666,316,1.2825764000008348,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,2396.543406873019,1.6717433000012534
2025-01-30,14,2396.543406873019,57908.04421435803,58403.110882024695,-6344.972011933701,-5416.187823294733,-1125.1383045527436,-276.11481217384545,-1.3434624766012506,1.6666189520345962,-1.4123093890843847,6.150429735017537,-664.7567793857979,58409.261311759714,57738.3541026389,670.9072091208154,316,0.6269789999932982,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,1835.4413509682556,1.1645044000033522
2025-01-31,14,1835.4413509682556,23152.66049375204,23647.7271614187,-4992.2707473290475,-820.6129244453987,-2671.1358019266468,-1523.9582866398584,1.2916403451857281,1.4544824675892745,1.97154297386836,-358.5054584285085,-840.4873709376445,23289.22170299019,22807.239790481057,481.981912509136,316,0.656412199998158,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,2192.322799888892,1.1086852000007639
2025-02-01,14,2192.322799888892,23301.203347108636,23796.2700147753,-4130.384308520523,-771.1545273697216,-1477.1681139973498,-5477.267897182421,1.0929584139067297,-1.846587475894034,-0.28888416111861726,-411.93092687996926,-846.4713752770119,23384.33908789533,22949.798639498287,434.54044839704267,316,1.129458600000362,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,2607.9490494550255,1.5617854000010993
2025-02-02,14,2607.9490494550255,57170.27206320011,57665.33873086675,-2939.4038950865643,-6888.758180690015,-5647.869887432348,-3021.004860214113,-0.02037621609027518,-0.21706630174413966,-0.5616236358717406,-184.36922344766248,-735.2411938380529,57480.96950741909,56930.0975370287,550.8719703903905,316,1.7464660999976331,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,2386.4186698359827,2.0971973999985494
2025-02-03,14,2386.4186698359827,56014.32590814262,56509.392575809296,-3203.3235463515693,-1359.7581225425401,-7050.879532800786,-7463.775775643248,-0.20700193876325823,0.9819426406363831,0.5001325103830236,-135.67317166271383,-723.1894802421604,56373.719404146585,55786.203095567136,587.5163085794466,316,1.7492717999994056,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,2300.02905578836,2.2848515000077896
2025-02-04,14,2300.02905578836,56414.720980071535,56909.78764773822,-5684.657179870539,-851.2433612627938,-2031.1058153170961,-1630.3133871710138,-0.9538903267212846,-1.7671637485320917,1.0643352075106671,-136.01027476276616,-715.000602914456,56773.777372975455,56194.787044823766,578.9903281516898,316,0.49166499999410007,differential_evolution_bounded_direct_search,True,Maximum number of iterations has been exceeded.,0.0,2228.719280957674,0.8023030000040308
