date,residual_count,initial_soc_kwh,plan_proxy_objective,planned_cost,delta_00_06_kwh,delta_06_12_kwh,delta_12_18_kwh,delta_18_24_kwh,lambda_06_12,lambda_12_18,lambda_18_24,zero_scenario_score,selected_scenario_score,zero_scenario_full_objective,selected_scenario_full_objective,scenario_improvement,search_evaluations,calibration_seconds,calibration_method,accepted_search,solver_message,actual_emergency_cost,final_soc_kwh,day_seconds
2025-01-02,0,6000.0,58774.9750001992,59270.04166786588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664006,-495.06666666664006,58774.975001199244,58774.975001199244,0.0,1,0.01925850000407081,zero_parameter_warmup,False,complete 21-day residual window not yet available,7541.981892470418,1365.1683916666666,0.0936811999999918
2025-01-03,0,1365.1683916666666,61543.1454155925,62038.21208325918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.0666666666518,-495.0666666666518,61543.14541659253,61543.14541659253,0.0,1,0.018982099994900636,zero_parameter_warmup,False,complete 21-day residual window not yet available,0.0,8221.137613148147,0.09492899999895599
2025-01-04,0,8221.137613148147,22517.699398790654,23012.766066457327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.066666666654,-495.066666666654,22517.699399790672,22517.699399790672,0.0,1,0.01962459999776911,zero_parameter_warmup,False,complete 21-day residual window not yet available,3385.253757200233,1200.0,0.09178449999308214
2025-01-05,0,1200.0,25822.227110591735,26317.293778258405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666663284,-495.06666666663284,25822.227111591772,25822.227111591772,0.0,1,0.018787900000461377,zero_parameter_warmup,False,complete 21-day residual window not yet available,204335.0270327641,1200.0,0.09474150001187809
2025-01-06,0,1200.0,60970.72762667427,61465.79429434093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.0666666666506,-495.0666666666506,60970.72762767428,60970.72762767428,0.0,1,0.01916180000989698,zero_parameter_warmup,False,complete 21-day residual window not yet available,4537.205933359762,1315.5818699999998,0.09216900001047179
2025-01-07,0,1315.5818699999998,60313.701239072456,60808.767906739115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664523,-495.06666666664523,60313.70124007247,60313.70124007247,0.0,1,0.020387900003697723,zero_parameter_warmup,False,complete 21-day residual window not yet available,11208.928914430478,1440.0953444444444,0.09922519999963697
2025-01-08,0,1440.0953444444444,60784.38200512146,61279.4486727881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664717,-495.06666666664717,60784.38200612146,60784.38200612146,0.0,1,0.020128700009081513,zero_parameter_warmup,False,complete 21-day residual window not yet available,2067.224450309956,1576.1936270370377,0.09340729999530595
2025-01-09,1,1576.1936270370377,62000.93046679808,62495.997134464706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.1784177616879,-732.1784177616879,61763.81871670302,61763.81871670302,0.0,1,0.02012319999630563,zero_parameter_warmup,False,complete 21-day residual window not yet available,567.5267900962058,1722.2375750000008,0.09055370000714902
2025-01-10,2,1722.2375750000008,26438.06702049023,26933.133688156897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-459.2131137793531,-459.2131137793531,26473.920574377546,26473.920574377546,0.0,1,0.021345300003304146,zero_parameter_warmup,False,complete 21-day residual window not yet available,1359.8417161435684,1590.5185841851846,0.09424580000631977
2025-01-11,3,1590.5185841851846,27022.935224846166,27518.001892512828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-432.34504138538455,-432.34504138538455,27085.65685112744,27085.65685112744,0.0,1,0.021592699995380826,zero_parameter_warmup,False,complete 21-day residual window not yet available,489.6927127978422,1736.872635010581,0.10315070000069682
2025-01-12,4,1736.872635010581,62557.52890277626,63052.595570442936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-336.20417343798647,-336.20417343798647,62716.39139700495,62716.39139700495,0.0,1,0.018534500006353483,zero_parameter_warmup,False,complete 21-day residual window not yet available,477.60546741404755,1773.3279790740742,0.10701260001224
2025-01-13,5,1773.3279790740742,61982.62630757894,62477.6929752456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.124948002728,-262.124948002728,62215.56802724287,62215.56802724287,0.0,1,0.019658300006994978,zero_parameter_warmup,False,complete 21-day residual window not yet available,747.6162592538008,1323.2202213333355,0.10154050000710413
2025-01-14,6,1323.2202213333355,61854.08083597561,62349.147503642285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-333.36887560356837,-333.36887560356837,62015.778628038715,62015.778628038715,0.0,1,0.022193400000105612,zero_parameter_warmup,False,complete 21-day residual window not yet available,1089.307921247727,1315.3695909259268,0.10055969998938963
2025-01-15,7,1315.3695909259268,61344.07634855439,61839.1430162211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-316.08717458455834,-316.08717458455834,61523.055841636546,61523.055841636546,0.0,1,0.02260019999812357,zero_parameter_warmup,False,complete 21-day residual window not yet available,3375.3796643769524,1496.7703191111113,0.10539789999893401
2025-01-16,8,1496.7703191111113,61759.451235759814,62254.517903426495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.1993118468017,-136.1993118468017,62118.31859157969,62118.31859157969,0.0,1,0.024092099993140437,zero_parameter_warmup,False,complete 21-day residual window not yet available,2755.5475219709165,1691.684040592592,0.11246869999740738
2025-01-17,9,1691.684040592592,26463.658351247224,26958.725018913894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-308.9326453802059,-308.9326453802059,26649.792373533688,26649.792373533688,0.0,1,0.021431499990285374,zero_parameter_warmup,False,complete 21-day residual window not yet available,195.1622403259562,1764.844769809525,0.10608499999216292
2025-01-18,10,1764.844769809525,26209.93874501711,26705.00541268377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-326.8348147655124,-326.8348147655124,26378.17059791826,26378.17059791826,0.0,1,0.02810900000622496,zero_parameter_warmup,False,complete 21-day residual window not yet available,848.50379663952,1964.2740985820117,0.12428560000262223
2025-01-19,11,1964.2740985820117,60467.58042959281,60962.64709725948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0933876737606,-87.0933876737606,60875.55370958572,60875.55370958572,0.0,1,0.02354939999349881,zero_parameter_warmup,False,complete 21-day residual window not yet available,1859.5709964548616,1803.810613333331,0.11093850000179373
2025-01-20,12,1803.810613333331,60940.955076184335,61436.02174385103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.01490829876195,-127.01490829876195,61309.00683555227,61309.00683555227,0.0,1,0.028126299992436543,zero_parameter_warmup,False,complete 21-day residual window not yet available,2575.448835494056,2262.9130648888927,0.1217878000024939
2025-01-21,13,2262.9130648888927,60828.98991515011,61324.05658281678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.24854680762981,-85.24854680762981,61238.808036009155,61238.808036009155,0.0,1,0.023005700000794604,zero_parameter_warmup,False,complete 21-day residual window not yet available,285.19751979166693,2374.6088520740736,0.11540510000486393
2025-01-22,14,2374.6088520740736,60277.69821914583,60772.76488681248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.870143137853835,7.870143137853835,60780.63502995033,60780.63502995033,0.0,1,0.019822700007352978,zero_parameter_warmup,False,complete 21-day residual window not yet available,832.9628592884281,1765.4376082592605,0.09633179999946151
2025-01-23,15,1765.4376082592605,60379.90195826852,60874.96862593519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.28448289158145,-88.28448289158145,60786.6841430436,60786.6841430436,0.0,1,0.020919200003845617,zero_parameter_warmup,False,complete 21-day residual window not yet available,3211.900384730075,2005.5583812222244,0.09803750000719447
