date,residual_count,initial_soc_kwh,plan_proxy_objective,planned_cost,delta_00_06_kwh,delta_06_12_kwh,delta_12_18_kwh,delta_18_24_kwh,lambda_06_12,lambda_12_18,lambda_18_24,zero_scenario_score,selected_scenario_score,zero_scenario_full_objective,selected_scenario_full_objective,scenario_improvement,search_evaluations,calibration_seconds,calibration_method,accepted_search,solver_message,actual_emergency_cost,final_soc_kwh,day_seconds
2025-01-02,0,6000.0,58774.9750001992,59270.04166786588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664006,-495.06666666664006,58774.975001199244,58774.975001199244,0.0,1,0.016453400006867014,zero_parameter_warmup,False,complete 21-day residual window not yet available,7541.981892470418,1365.1683916666666,0.08799449999060016
2025-01-03,0,1365.1683916666666,61543.1454155925,62038.21208325918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.0666666666518,-495.0666666666518,61543.14541659253,61543.14541659253,0.0,1,0.017092099995352328,zero_parameter_warmup,False,complete 21-day residual window not yet available,0.0,8221.137613148147,0.0881457999930717
2025-01-04,0,8221.137613148147,22517.699398790654,23012.766066457327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.066666666654,-495.066666666654,22517.699399790672,22517.699399790672,0.0,1,0.018359900001087226,zero_parameter_warmup,False,complete 21-day residual window not yet available,3385.253757200233,1200.0,0.09133700000529643
2025-01-05,0,1200.0,25822.227110591735,26317.293778258405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666663284,-495.06666666663284,25822.227111591772,25822.227111591772,0.0,1,0.019908400005078875,zero_parameter_warmup,False,complete 21-day residual window not yet available,204335.0270327641,1200.0,0.09459870000137016
2025-01-06,0,1200.0,60970.72762667427,61465.79429434093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.0666666666506,-495.0666666666506,60970.72762767428,60970.72762767428,0.0,1,0.017192100000102073,zero_parameter_warmup,False,complete 21-day residual window not yet available,4537.205933359762,1315.5818699999998,0.08931919999304228
2025-01-07,0,1315.5818699999998,60313.701239072456,60808.767906739115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664523,-495.06666666664523,60313.70124007247,60313.70124007247,0.0,1,0.023668399997404777,zero_parameter_warmup,False,complete 21-day residual window not yet available,11208.928914430478,1440.0953444444444,0.1035227000102168
2025-01-08,0,1440.0953444444444,60784.38200512146,61279.4486727881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495.06666666664717,-495.06666666664717,60784.38200612146,60784.38200612146,0.0,1,0.0192661000037333,zero_parameter_warmup,False,complete 21-day residual window not yet available,2067.224450309956,1576.1936270370377,0.10658320000220556
2025-01-09,1,1576.1936270370377,62000.93046679808,62495.997134464706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.1784177616879,-732.1784177616879,61763.81871670302,61763.81871670302,0.0,1,0.02039370000420604,zero_parameter_warmup,False,complete 21-day residual window not yet available,567.5267900962058,1722.2375750000008,0.1030114000022877
2025-01-10,2,1722.2375750000008,26438.06702049023,26933.133688156897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-459.2131137793531,-459.2131137793531,26473.920574377546,26473.920574377546,0.0,1,0.02308509999420494,zero_parameter_warmup,False,complete 21-day residual window not yet available,1359.8417161435684,1590.5185841851846,0.11767220000911038
2025-01-11,3,1590.5185841851846,27022.935224846166,27518.001892512828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-432.34504138538455,-432.34504138538455,27085.65685112744,27085.65685112744,0.0,1,0.02556489998823963,zero_parameter_warmup,False,complete 21-day residual window not yet available,489.6927127978422,1736.872635010581,0.11944109998876229
2025-01-12,4,1736.872635010581,62557.52890277626,63052.595570442936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-336.20417343798647,-336.20417343798647,62716.39139700495,62716.39139700495,0.0,1,0.02288729998690542,zero_parameter_warmup,False,complete 21-day residual window not yet available,477.60546741404755,1773.3279790740742,0.10245109999959823
