date,q0_kwh,qA_kwh,down_kwh,up_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,retained_cost,down_cost,up_cost,emergency_cost,total_cost,soc_start_kwh,soc_end_kwh
2025-02-01,47010.52010319027,43337.71845344872,3672.801649741549,0.0,18664.83870783774,14794.364712896288,0.0,5089.068525173938,23029.142488746562,1046.8890158301988,0.0,0.0,24076.03150457676,2148.5983254415123,2508.770148166269
2025-02-02,92998.03080926204,87439.46238577791,5581.073452452544,22.505028968409306,22609.42427227626,18328.524365393412,0.0,4802.284528895061,55182.23610785923,1907.1156237883513,35.55337693278699,0.0,57124.905108580366,2508.770148166269,2492.2249205555586
2025-02-03,94900.00909643095,88503.42863909199,6396.580457338962,0.0,23102.741806309026,18790.10759174822,0.0,3973.8779245311803,55613.98675917072,2291.789571978086,0.0,0.0,57905.77633114881,2492.2249205555586,2406.7952220689913
2025-02-04,97898.32281716,91231.71276968201,6666.610047477992,0.0,22810.11923379479,18588.74447890254,0.0,5815.474064789756,57818.10535993695,2443.293270868434,0.0,0.0,60261.39863080538,2406.7952220689913,2281.7420003703705
2025-02-05,91958.99653297587,89078.15672758869,3032.4662112045216,151.6264058173379,23020.2547377334,18840.366253046486,0.0,4149.841259568441,55921.13166366984,1135.7455496107632,199.0501104858505,0.0,57255.92732376645,2281.7420003703705,2066.2309831676716
2025-02-06,98018.0956786145,88793.46274264138,9224.632935973115,0.0,22804.942638237677,18439.021793156753,5.091144289331737,4161.575825183124,56035.3519498789,3274.6322869516925,0.0,29.57191160458339,59339.55614843518,2066.2309831676716,2102.877365185186
2025-02-07,46995.013965516664,41968.65131131276,5026.362654203912,0.0,18074.819390437646,14956.546778548827,0.0,7044.699032757271,22029.96518512789,1366.6275869986655,0.0,0.0,23396.592772126558,2102.877365185186,1751.8295070803722
2025-02-08,37041.11840125899,37238.1657267954,2.186303333928663e-06,197.0473277227132,18283.304129112457,14901.894407786756,63.80918077262561,2343.402469575659,19428.005809190417,1.0780661739602238e-06,215.48792809560547,390.0655220630603,20033.559260427148,1751.8295070803722,1649.1427701851856
2025-02-09,90058.27853579479,86685.0983950598,3373.1801407349867,0.0,22725.278582786807,18609.9130589666,0.0,3014.316904572924,54371.282280611784,1242.8765278383232,0.0,0.0,55614.15880845011,1649.1427701851856,1424.2123180637614
2025-02-10,86589.95176558245,81240.98797545562,5348.963790126828,0.0,23943.529854987482,19385.27074312147,0.0,2356.0912802562707,50319.98399025228,1966.5317901300862,0.0,0.0,52286.51578038237,1424.2123180637614,1434.1994729730825
2025-02-11,86237.10033481913,80938.18524687614,5298.915087943003,0.0,24056.37769068701,19408.23281529893,123.67707016825553,1193.120308322968,50029.395651836516,2058.3044445690102,0.0,693.8943712214817,52781.59446762701,1434.1994729730825,1520.2362664814812
2025-02-12,86721.35041017138,81130.68992313009,5590.660487041292,0.0,24088.65059907143,19605.207973226316,9.836582726087386,1390.347746677724,50272.743491109155,2086.7607939622058,0.0,43.074395757536664,52402.5786808289,1520.2362664814812,1416.4573909498624
2025-02-13,81724.87652347921,78162.70798008937,3599.372529354875,37.203985965035486,23535.05591871052,18844.295193010395,46.662865488613875,2189.131103211196,47974.633256737776,1270.7121237185713,43.392548616858534,204.35109454130685,49493.08902361451,1416.4573909498624,1659.9019477777783
2025-02-14,36912.829259015365,36946.73986806306,260.57559900715046,294.4862080548382,17772.760750332945,14350.06904927857,0.0,3722.246350342016,19306.509303336705,53.58737249743713,344.9936509646863,0.0,19705.09032679883,1659.9019477777783,1710.865457212348
2025-02-15,37547.78723368853,36491.544885057716,1056.2423486308144,0.0,17323.092927051133,14444.272573235867,93.4329015799529,4426.0663328224,19266.3759584105,348.974154143389,0.0,376.9578883041441,19992.308000858033,1710.865457212348,1252.4573435185184
2025-02-16,87405.75787697366,81192.69706098275,6213.060815990892,0.0,24376.011167337205,19594.234766209807,43.02502068986803,1076.5665805452306,50036.78075658484,2326.6567343624015,0.0,243.28262253251987,52606.720113479765,1252.4573435185184,1419.4954316666672
2025-02-17,86963.48832276592,77042.58505201849,9920.903270747418,0.0,22435.06261703643,18072.48883994883,5.466148990015768,1501.6142572542421,47211.08541619228,3326.634307580001,0.0,24.13863883007674,50561.85836260236,1419.4954316666672,1530.508631500751
2025-02-18,77573.52950986689,77255.98330338145,355.7097366662513,38.16353018082049,22465.201879832603,18056.88130632882,1.7280303696929877,758.0029769140315,47793.15186956584,164.2253135928591,44.499181978895734,7.567044988885594,48009.44341012648,1530.508631500751,1685.9888718736254
2025-02-19,77751.47483683945,77782.09596214612,589.8092924890277,620.4304177957009,23299.209301189218,19297.32204827453,55.099583333333385,955.9809092314356,47883.80139408689,213.2103955639708,478.20777697206245,241.2810754166669,48816.50064203959,1685.9888718736254,1213.808300416662
2025-02-20,81294.9978503002,77560.5744596273,3806.8480890824303,72.4246984095218,22732.765432366465,18106.539883505375,76.98939690133022,2018.2045743342094,47451.613049021216,1251.598438583992,89.40448713863873,353.93152005260185,49146.547494796454,1213.808300416662,1554.9195412071695
2025-02-21,35171.88178952254,35078.280577732105,93.60121348714478,1.6967110880727887e-06,17364.501017560448,14000.54167657708,0.0,6154.059203415405,18316.906829597538,45.16003373686558,1.9910056262990136e-06,0.0,18362.066865325407,1554.9195412071695,1626.8130385925958
2025-02-22,35485.93305752283,35214.70856671395,318.75863063752735,47.534139828638956,17137.19471278506,13672.090135251834,0.0,3904.8411058473826,18618.207887140587,107.44386722411298,54.31138261300183,0.0,18779.9631369777,1626.8130385925958,1859.0770187082255
2025-02-23,79717.65918165914,77274.3337899068,3012.617357256855,569.291965504521,23007.57580673017,18968.27899611549,9.286832546949654,1712.470128505744,46910.06341401635,1080.3403899939126,595.4588943843322,42.631947473287404,48628.49464586788,1859.0770187082255,1490.029693525939
