date,interval,emergency_kwh
2025-02-01,无,0.0
2025-02-02,无,0.0
2025-02-03,无,0.0
2025-02-04,无,0.0
2025-02-05,无,0.0
2025-02-06,08:00-08:10,5.091144289331737
2025-02-07,无,0.0
2025-02-08,20:50-21:00,54.55468577750855
2025-02-09,无,0.0
2025-02-10,无,0.0
2025-02-11,06:30-06:50,45.120649999999955
2025-02-11,10:00-10:40,319.64990422347734
2025-02-11,20:40-20:50,21.67538766666621
2025-02-11,21:20-21:40,26.859010166666575
2025-02-12,无,0.0
2025-02-13,无,0.0
2025-02-14,无,0.0
2025-02-15,23:00-23:20,22.02439133735072
2025-02-16,20:40-20:50,149.4349708767454
2025-02-17,06:30-06:40,4.2917999999999665
2025-02-17,20:40-20:50,74.042813163951
2025-02-18,06:20-06:30,1.7280303696929877
2025-02-18,20:40-20:50,6.654007767878966
2025-02-19,06:20-06:30,55.099583333333385
2025-02-19,10:10-10:40,102.64160412137528
2025-02-20,06:10-06:20,27.27329999999995
2025-02-21,无,0.0
2025-02-22,无,0.0
2025-02-23,06:10-06:20,2.836452051598144
2025-02-24,06:00-06:20,46.37015137028061
2025-02-25,06:10-06:20,11.832033333333243
2025-02-26,无,0.0
2025-02-27,06:10-06:20,14.725837688929687
2025-02-28,无,0.0
2025-03-01,无,0.0
2025-03-02,无,0.0
2025-03-03,无,0.0
2025-03-04,无,0.0
2025-03-05,无,0.0
2025-03-06,无,0.0
2025-03-07,无,0.0
2025-03-08,无,0.0
2025-03-09,无,0.0
2025-03-10,09:50-10:20,89.23962330410413
2025-03-11,无,0.0
2025-03-12,无,0.0
2025-03-13,20:40-20:50,29.450566666667328
2025-03-14,无,0.0
2025-03-15,无,0.0
2025-03-16,无,0.0
2025-03-17,无,0.0
2025-03-18,无,0.0
2025-03-19,无,0.0
2025-03-20,无,0.0
2025-03-21,无,0.0
2025-03-22,无,0.0
2025-03-23,无,0.0
2025-03-24,无,0.0
2025-03-25,无,0.0
2025-03-26,无,0.0
2025-03-27,无,0.0
2025-03-28,无,0.0
2025-03-29,无,0.0
2025-03-30,无,0.0
2025-03-31,无,0.0
2025-04-01,无,0.0
2025-04-02,无,0.0
2025-04-03,无,0.0
2025-04-04,无,0.0
2025-04-05,无,0.0
2025-04-06,无,0.0
2025-04-07,无,0.0
2025-04-08,无,0.0
2025-04-09,无,0.0
2025-04-10,无,0.0
2025-04-11,无,0.0
2025-04-12,无,0.0
2025-04-13,无,0.0
2025-04-14,20:40-20:50,87.89061666666794
2025-04-15,无,0.0
2025-04-16,无,0.0
2025-04-17,无,0.0
2025-04-18,无,0.0
2025-04-19,无,0.0
2025-04-20,无,0.0
2025-04-21,无,0.0
2025-04-22,无,0.0
2025-04-23,无,0.0
2025-04-24,无,0.0
2025-04-25,无,0.0
2025-04-26,无,0.0
2025-04-27,20:40-20:50,98.03874145951897
2025-04-28,无,0.0
2025-04-29,无,0.0
2025-04-30,无,0.0
2025-05-01,20:30-21:30,1394.6751221894178
2025-05-01,21:50-22:10,146.98831966666677
2025-05-01,22:30-23:50,455.4711123333334
2025-05-02,20:50-21:20,662.6908277226182
2025-05-02,21:30-22:10,406.0119066299341
2025-05-02,23:50-24:00,244.8811694851843
2025-05-03,00:00-00:10,1.588833333333298
2025-05-03,20:40-22:10,1349.4847452620625
2025-05-03,23:50-24:00,46.670640333332926
2025-05-04,00:00-00:10,25.66551666666669
2025-05-04,18:00-18:20,199.0798948436941
2025-05-04,18:30-22:50,1510.8139834381539
2025-05-04,23:20-23:50,59.473865499999945
2025-05-05,00:10-00:30,19.883233333333393
2025-05-05,18:00-20:50,1034.6945106071998
2025-05-05,21:00-21:30,105.62499999999986
2025-05-05,22:00-22:50,72.16941316666673
2025-05-05,23:00-23:50,173.0302499999995
2025-05-06,09:40-09:50,0.8331684403840214
2025-05-06,18:10-20:10,884.6418624102632
2025-05-06,20:30-21:00,155.75148478303913
2025-05-06,21:10-22:10,377.52296499999994
2025-05-06,22:20-23:30,241.65992617333927
2025-05-06,23:50-24:00,0.08458866666585507
2025-05-07,20:40-20:50,593.176984079799
2025-05-07,21:20-22:10,134.99732416666703
2025-05-07,22:20-23:00,96.08453000000004
2025-05-08,无,0.0
2025-05-09,16:50-17:20,106.29665080333581
2025-05-09,17:30-17:40,14.151540430740624
2025-05-10,16:10-16:50,68.62314415595972
2025-05-11,18:30-18:40,5.791873232613398
2025-05-11,19:20-19:30,27.56166666666661
2025-05-12,无,0.0
2025-05-13,无,0.0
2025-05-14,无,0.0
2025-05-15,无,0.0
2025-05-16,无,0.0
2025-05-17,16:50-17:10,35.011174362303336
2025-05-18,无,0.0
2025-05-19,20:20-20:30,67.00333333333333
2025-05-20,无,0.0
2025-05-21,无,0.0
2025-05-22,20:20-20:30,2.5699999999999363
2025-05-23,无,0.0
2025-05-24,无,0.0
2025-05-25,20:40-20:50,12.048766666666552
2025-05-26,无,0.0
2025-05-27,无,0.0
2025-05-28,无,0.0
2025-05-29,19:10-19:20,17.817433333333383
2025-05-30,无,0.0
2025-05-31,无,0.0
2025-06-01,00:30-00:40,61.43976399881474
2025-06-01,01:00-02:10,362.29046666666704
2025-06-01,02:50-03:10,81.39826666666659
2025-06-01,04:20-04:30,15.418333333333408
2025-06-01,16:30-18:00,497.29275976764046
2025-06-01,18:40-19:10,181.98968333333312
2025-06-01,19:50-22:00,2932.046225121238
2025-06-01,22:40-24:00,917.0732633333333
2025-06-02,00:00-00:10,122.73166666666668
2025-06-02,15:20-18:00,1088.878497720882
2025-06-02,18:40-18:50,10.661566666666772
2025-06-02,19:00-20:00,258.27116666666655
2025-06-02,20:10-23:20,2370.8073942636534
2025-06-02,23:50-24:00,264.0914166666667
2025-06-03,14:40-15:10,260.281540259186
2025-06-03,15:20-16:10,337.6812290535494
2025-06-03,16:20-18:00,970.3000726850731
2025-06-03,19:00-19:50,275.5498166666664
2025-06-03,20:10-22:00,1343.233427114796
2025-06-03,22:20-24:00,522.365756623457
2025-06-04,00:00-00:10,72.79444999999987
2025-06-04,02:20-02:40,27.8062731648781
2025-06-04,03:10-03:30,39.88452983333336
2025-06-04,04:30-05:30,134.79189741649293
2025-06-04,14:30-15:00,178.19290238986702
2025-06-04,17:10-18:00,206.00143851023725
2025-06-04,18:50-19:20,119.05231666666646
2025-06-04,19:30-20:30,231.8583166666665
2025-06-04,20:40-21:40,1002.4762572216893
2025-06-04,22:10-24:00,752.5067810000005
2025-06-05,00:00-00:20,75.22101666666663
2025-06-05,14:10-15:00,117.86634098470353
2025-06-05,15:20-15:50,381.8305181381618
2025-06-05,16:10-17:20,315.5446582520154
2025-06-05,17:30-18:00,166.18489338450956
