date,same_plan_initial_soc_kwh,settlement_cost,ldr_emergency_cost,beta1_emergency_cost,beta0_emergency_cost,ldr_total_cost,beta1_total_cost,beta0_total_cost
2025-02-01,2148.5983254415123,23970.663257257416,0.0,0.0,0.0,23970.663257257416,23970.663257257416,23970.663257257416
2025-02-02,2508.714497637025,57786.77441117589,0.0,87.95635813333733,0.0,57786.77441117589,57874.73076930922,57786.77441117589
2025-02-03,2386.041994629631,58422.41506730411,0.0,214.36264949743227,0.0,58422.41506730411,58636.77771680154,58422.41506730411
2025-02-04,2357.7659001851844,61173.102436792484,0.0,269.0412292146387,0.0,61173.102436792484,61442.14366600712,61173.102436792484
2025-02-05,2281.741722592595,58399.78154571903,0.0,163.96620500884327,0.0,58399.78154571903,58563.747750727875,58399.78154571903
2025-02-06,2162.128652962963,60610.98454344575,29.57191160458339,82.1156574379169,29.57191160458339,60640.55645505033,60693.10020088367,60640.55645505033
2025-02-07,2102.877087407407,24279.271658418453,0.0,52.504095762300075,0.0,24279.271658418453,24331.77575418075,24279.271658418453
2025-02-08,1751.774349098421,19834.49613103007,0.0,436.1411308875528,0.0,19834.49613103007,20270.637261917625,19834.49613103007
2025-02-09,1664.0308850593472,56346.93329247876,0.0,37.27668320199812,0.0,56346.93329247876,56384.20997568076,56346.93329247876
2025-02-10,1458.4139665036078,51562.13656007329,2758.1225839945455,7957.900100719244,2826.5456188508765,54320.25914406784,59520.03666079253,54388.682178924166
2025-02-11,1270.4465244444445,52492.94097805668,693.8943712214817,4333.730758569775,693.8943712214817,53186.83534927816,56826.67173662646,53186.83534927816
2025-02-12,1520.2362664814812,52448.11423206453,43.074395757536664,1228.0150462482288,43.074395757536664,52491.18862782207,53676.12927831276,52491.18862782207
2025-02-13,1445.1392755555567,48998.3214553092,204.35109454130685,790.8584569317346,204.35109454130685,49202.672549850504,49789.17991224093,49202.672549850504
2025-02-14,1574.4283961868584,19741.101012122308,0.0,1494.1445596142134,0.0,19741.101012122308,21235.245571736523,19741.101012122308
2025-02-15,1710.8654593832246,19508.255625060712,13.551246103488758,1507.7861337275249,13.551246103488758,19521.8068711642,21016.041758788237,19521.8068711642
2025-02-16,1252.4573435185184,52169.88322347314,1350.4994711440572,4738.7988575120935,1350.4994711440572,53520.3826946172,56908.68208098523,53520.3826946172
2025-02-17,1419.4954316666672,51223.78116300322,24.138638830076744,311.274468419636,24.138638830076744,51247.9198018333,51535.05563142286,51247.9198018333
2025-02-18,1567.4588898803968,48908.92639060736,7.567044988885594,62.87804354721951,7.567044988885594,48916.49343559625,48971.80443415458,48916.49343559625
2025-02-19,1865.3077809327694,47929.37943979983,811.742936243644,2646.049964573852,811.742936243644,48741.12237604347,50575.42940437368,48741.12237604347
2025-02-20,1211.1852750000003,49989.82881478849,353.93152005260185,1014.4373201420334,353.93152005260185,50343.76033484109,51004.26613493052,50343.76033484109
2025-02-21,1611.507574784444,18316.55671307008,0.0,958.0332248734117,0.0,18316.55671307008,19274.589937943492,18316.55671307008
2025-02-22,1574.2964418709796,19146.25998104961,0.0,196.3548426383798,0.0,19146.25998104961,19342.61482368799,19146.25998104961
2025-02-23,1859.077021137444,49793.4622041278,42.631947473287404,159.46682667114428,42.631947473287404,49836.094151601086,49952.92903079894,49836.094151601086
2025-02-24,1561.0645083333325,48579.0528986858,214.48406303409166,566.9283213719079,214.48406303409166,48793.53696171989,49145.98122005771,48793.53696171989
2025-02-25,1807.3281338888899,48478.86480244422,191.58624913333304,969.9224631368287,191.58624913333304,48670.451051577555,49448.78726558105,48670.451051577555
2025-02-26,1495.705135370372,46440.009777792846,0.0,808.8921439171766,0.0,46440.009777792846,47248.90192171002,46440.009777792846
2025-02-27,2038.360605129935,45869.94824870187,68.97582373494666,320.76210778500933,68.97582373494666,45938.924072436814,46190.71035648688,45938.924072436814
2025-02-28,1839.3886988888892,17893.73441283423,0.0,614.5030199294674,0.0,17893.73441283423,18508.237432763697,17893.73441283423
2025-03-01,1698.5409346729448,20371.840281451063,0.0,117.60505251005634,0.0,20371.840281451063,20489.44533396112,20371.840281451063
2025-03-02,1741.2030005988736,53203.73872515021,0.0,113.76147940383099,0.0,53203.73872515021,53317.50020455404,53203.73872515021
2025-03-03,1733.7203771777497,52410.327845306834,0.0,686.7358660823504,0.0,52410.327845306834,53097.063711389186,52410.327845306834
2025-03-04,1606.0151511111117,48923.05805505173,0.0,200.67050045933286,0.0,48923.05805505173,49123.728555511065,48923.05805505173
2025-03-05,1679.8558774074056,48786.33325981068,0.0,0.0,0.0,48786.33325981068,48786.33325981068,48786.33325981068
2025-03-06,1655.5593922222236,46646.34139972567,0.0,313.7866804079364,0.0,46646.34139972567,46960.12808013361,46646.34139972567
2025-03-07,1583.348439444448,18424.478850776606,0.0,151.3522733572495,0.0,18424.478850776606,18575.831124133856,18424.478850776606
2025-03-08,1881.642743376678,16823.14405416118,0.0,670.0367167881625,0.0,16823.14405416118,17493.180770949344,16823.14405416118
2025-03-09,1887.3440878211595,44210.761930317036,1847.1914487572221,5953.933501493705,1847.1914487572221,46057.95337907426,50164.69543181074,46057.95337907426
2025-03-10,1594.4277007407413,44976.37712747937,436.84478888181957,1974.583858390947,436.84478888181957,45413.22191636119,46950.96098587032,45413.22191636119
2025-03-11,1693.954070915985,46779.96984228103,0.0,252.92641613391953,0.0,46779.96984228103,47032.89625841495,46779.96984228103
2025-03-12,2090.232972037036,43180.08889673132,1479.4156729765814,5408.858159983356,1194.997335176745,44659.504569707904,48588.94705671468,44375.08623190807
2025-03-13,1418.9138757407404,46180.29328715292,566.7226826666478,2270.135285939884,566.7226826666478,46747.015969819564,48450.4285730928,46747.015969819564
2025-03-14,1590.8830672222225,16756.746664434293,0.0,260.6918859197879,0.0,16756.746664434293,17017.43855035408,16756.746664434293
