date,strategy,initial_soc_kwh,final_soc_kwh,residual_count,q0_cost_face,settlement_cost,retained_cost,down_cost,up_cost,emergency_cost,total_cost,down_kwh,up_kwh,calibration_count,calibration_seconds,day_seconds,cal_0_update_slot,cal_0_method,cal_0_accepted_search,cal_0_evaluations,cal_0_selected_score,cal_0_nit,cal_0_success,cal_0_termination,cal_1_update_slot,cal_1_method,cal_1_accepted_search,cal_1_evaluations,cal_1_selected_score,cal_1_nit,cal_1_success,cal_1_termination
2025-02-01,M6,2148.5983254415123,2508.714497637025,21,25122.92052040696,23970.663257257416,22818.40599410787,1152.2572631495443,0.0,0.0,23970.663257257416,3939.8474856366392,0.0,2,2.611339900002349,2.7398046999951475,0,differential_evolution_staged_direct_search,True,17,-4211.022529289439,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-767.6809054476322,8,False,maxiter_budget
2025-02-02,M6,2508.714497637025,2386.041994629631,21,58996.4939563889,57786.77441117589,56524.05612087206,1236.2189177584228,26.49937254540976,0.0,57786.77441117589,3362.7026986418978,15.207237981928644,2,2.4712263999899733,2.5909198000008478,0,differential_evolution_staged_direct_search,True,12,-4454.21153591025,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-638.8208898536369,8,False,maxiter_budget
2025-02-03,M6,2386.041994629631,2357.7659001851844,21,60248.321341719486,58422.41506730411,56596.50879288872,1825.9062744153869,0.0,0.0,58422.41506730411,4897.95814075173,0.0,2,2.576774800007115,2.6897888999956194,0,differential_evolution_staged_direct_search,True,17,-4454.21153591025,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-613.4010750437586,8,False,maxiter_budget
2025-02-04,M6,2357.7659001851844,2281.741722592595,21,62728.12791753428,61173.10243679248,59618.07695605069,1555.025480741798,0.0,0.0,61173.10243679248,3985.7427460738577,0.0,2,2.456288899993524,2.554683300004399,0,differential_evolution_staged_direct_search,True,12,-4454.086776265291,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-590.814770368864,8,True,maxiter_budget
2025-02-05,M6,2281.741722592595,2162.128652962963,21,58192.62289566916,58399.78154571903,57981.91413452182,105.3543805736672,312.5130306235472,0.0,58399.78154571903,325.7298043928381,282.41715697168286,2,2.3838543000019854,2.494186100004299,0,differential_evolution_staged_direct_search,True,17,-4453.80261841074,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-695.4779795741679,8,False,maxiter_budget
2025-02-06,M6,2162.128652962963,2102.877087407407,21,62538.77743762014,60610.98454344575,58683.19164927137,1927.7928941743864,0.0,29.57191160458339,60640.55645505033,5091.228551729544,0.0,2,2.523700400000962,2.625190799997654,0,differential_evolution_staged_direct_search,True,17,-4453.80261841074,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-589.9147052843826,8,False,maxiter_budget
2025-02-07,M6,2102.877087407407,1751.774349098421,21,24763.220491903005,24279.271658418453,23795.3228249339,483.9488334845489,0.0,0.0,24279.271658418453,1638.5889592226335,0.0,2,2.485848399999668,2.600031599999056,0,differential_evolution_staged_direct_search,True,17,-4453.80261841074,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-746.3628556200415,8,False,maxiter_budget
2025-02-08,M6,1751.774349098421,1664.0308850593472,21,19428.032072674625,19834.49613103007,19428.032072674625,0.0,406.4640583554464,0.0,19834.49613103007,0.0,371.0550069040696,2,2.420273800002178,2.5470191999993403,0,differential_evolution_staged_direct_search,True,12,-3506.975843485373,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-785.9689996660074,8,False,maxiter_budget
2025-02-09,M6,1664.0308850593472,1458.4139665036078,21,56849.9039292637,56346.93329247876,55843.96265569382,502.9706367849404,0.0,0.0,56346.93329247876,1163.7740097462474,0.0,2,2.4813708999936352,2.5894455000016023,0,differential_evolution_staged_direct_search,True,12,-4453.483613600071,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-395.8006691503556,8,False,maxiter_budget
2025-02-10,M6,1458.4139665036078,1270.4465244444443,21,54236.664980909765,51562.13656007329,48887.60813923682,2674.5284208364747,0.0,2758.122583994545,54320.25914406784,7453.856784555392,0.0,2,2.4113924999983283,2.5269760000010137,0,differential_evolution_staged_direct_search,True,22,-4453.253474467541,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-579.0136035612993,8,False,maxiter_budget
2025-02-11,M6,1270.4465244444443,1520.2362664814812,21,54224.44220331975,52492.94097805668,50761.4397527936,1731.501225263075,0.0,693.8943712214817,53186.83534927816,4467.847264235203,0.0,2,2.5889500999983284,2.694965399998182,0,differential_evolution_staged_direct_search,True,17,-4453.417446728599,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-546.3726852320333,8,False,maxiter_budget
2025-02-12,M6,1520.2362664814812,1445.1392755555569,21,54446.26507903356,52448.11423206453,50449.96338509549,1998.1508469690343,0.0,43.07439575753666,52491.18862782207,5439.984718023159,0.0,2,2.509374699999171,2.618708699999843,0,differential_evolution_staged_direct_search,True,22,-4452.143111505684,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-467.2841904233375,8,False,maxiter_budget
2025-02-13,M6,1445.1392755555569,1574.4283961868584,21,50502.31888144879,48998.3214553092,47494.324029169606,1503.997426139592,0.0,204.35109454130685,49202.6725498505,4174.603684684089,0.0,2,2.570773099992948,2.694890300001134,0,differential_evolution_staged_direct_search,True,12,-4451.356494996654,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-558.5195875741434,8,False,maxiter_budget
2025-02-14,M6,1574.4283961868584,1710.8654593832246,21,19454.384160489848,19741.101012122308,19347.2094174218,53.58737153402392,340.3042231664841,0.0,19741.101012122308,260.5755970533621,290.70182188051683,2,2.617465499999525,2.7321618999994826,0,differential_evolution_staged_direct_search,True,27,-3435.0708651311106,4,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-805.685841721665,8,False,maxiter_budget
2025-02-15,M6,1710.8654593832246,1252.4573435185184,21,19964.3242656637,19508.255625060712,19052.186984457723,456.0686406029868,0.0,13.551246103488758,19521.8068711642,1341.9746879673223,0.0,2,2.4078905999995186,2.5193594000011217,0,differential_evolution_staged_direct_search,True,12,-3325.5991195759425,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-724.1669585055471,8,False,maxiter_budget
2025-02-16,M6,1252.4573435185184,1419.4954316666672,21,54690.09422530965,52169.88322347314,49649.67222163663,2520.2110018365083,0.0,1350.4994711440572,53520.3826946172,6839.463576397514,0.0,2,2.544534000000567,2.644122300000163,0,differential_evolution_staged_direct_search,True,17,-4452.05663222496,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-452.01390120869786,8,False,maxiter_budget
2025-02-17,M6,1419.4954316666672,1567.4588898803968,21,53864.35403135228,51223.78116300322,48583.20829465416,2640.5728683490643,0.0,24.138638830076744,51247.9198018333,7678.058091196609,0.0,2,2.473272299997916,2.588571599997522,0,differential_evolution_staged_direct_search,True,17,-4453.702722987062,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-451.9856854484072,8,False,maxiter_budget
2025-02-18,M6,1567.4588898803968,1865.3077809327692,21,48103.90332298771,48908.92639060736,48085.00485911149,9.449231938109074,814.4722995577613,7.567044988885594,48916.49343559625,28.634036176088102,1169.6472907449026,2,2.4590941999995266,2.56259819999832,0,differential_evolution_staged_direct_search,True,17,-4453.606984420772,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-591.6274359760047,8,False,maxiter_budget
2025-02-19,M6,1865.3077809327692,1211.1852750000005,21,48224.39373555641,47929.37943979983,47634.36514404325,295.0142957565886,0.0,811.742936243644,48741.12237604347,817.6796652625238,0.0,2,2.534980900003575,2.6380152000056114,0,differential_evolution_staged_direct_search,True,17,-4455.155284029003,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-174.08903523041928,8,False,maxiter_budget
2025-02-20,M6,1211.1852750000005,1611.507574784444,21,49956.066355363786,49989.82881478849,48246.83186268386,854.6172463399665,888.3797057646669,353.93152005260185,50343.76033484109,2671.4709907248293,761.1076024709251,2,2.5858511999977054,2.6879372999974294,0,differential_evolution_staged_direct_search,True,17,-4454.7555365699045,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-195.23941862961243,8,False,maxiter_budget
2025-02-21,M6,1611.507574784444,1574.2964418709796,21,18380.30598422441,18316.55671307008,18252.80744191575,63.74927115433004,0.0,0.0,18316.55671307008,118.94123830237544,0.0,2,2.4969949000005727,2.6058860999983158,0,differential_evolution_staged_direct_search,True,17,-3129.43310893679,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-726.2326773170648,8,False,maxiter_budget
2025-02-22,M6,1574.2964418709796,1859.077021137444,21,18858.064345741237,19146.25998104961,18756.849635223218,50.60735525900828,338.80299056738613,0.0,19146.25998104961,152.52549281026563,284.107216451398,2,2.2937501999986125,2.406852099993557,0,differential_evolution_staged_direct_search,True,17,-2888.7671415858026,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-767.729542250149,8,False,maxiter_budget
2025-02-23,M6,1859.077021137444,1561.0645083333325,21,49070.74419284302,49793.4622041278,48970.36411162501,50.190040609008136,772.9080518937823,42.63194747328741,49836.094151601086,208.8241222332715,759.0928163184234,2,2.5558473999990383,2.672298800003773,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-336.7982976900932,8,False,maxiter_budget
2025-02-24,M6,1561.0645083333325,1807.3281338888896,21,47578.82794300052,48579.0528986858,47429.75209242779,74.53792528636495,1074.762880971643,214.4840630340917,48793.53696171989,223.10343093414667,1610.5953684075316,2,2.922413200001756,3.075458200000867,0,differential_evolution_staged_direct_search,True,12,-4455.250710239076,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-713.1013776288557,8,False,maxiter_budget
2025-02-25,M6,1807.3281338888896,1495.705135370372,21,49224.32326574952,48478.86480244422,46950.38539213971,1136.968936804905,391.5104734996094,191.58624913333304,48670.45105157756,3008.875104470291,322.9699512001698,2,2.694632400001865,2.8347705000051064,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-163.16629110543033,8,False,maxiter_budget
2025-02-26,M6,1495.705135370372,2038.360605129935,21,45016.66050726328,46440.009777792846,45016.66050726328,0.0,1423.3492705295682,0.0,46440.009777792846,0.0,1686.2624408697443,2,2.499665699993784,2.608490200000233,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-597.2723762706655,8,False,maxiter_budget
2025-02-27,M6,2038.360605129935,1839.3886988888887,21,45609.41854372307,45869.94824870187,45273.23240750715,168.09306810795624,428.6227730867628,68.97582373494666,45938.924072436814,628.2762792990322,426.5739734519489,2,2.5346209999988787,2.6473370999956387,0,differential_evolution_staged_direct_search,True,12,-4455.250710239076,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-408.8091771288081,8,False,maxiter_budget
2025-02-28,M6,1839.3886988888887,1698.5409346729448,21,18105.210628401284,17893.73441283423,17682.258197267176,211.4762155670545,0.0,0.0,17893.73441283423,467.23865297746704,0.0,2,2.521840000001248,2.628344500000821,0,differential_evolution_staged_direct_search,True,12,-2713.66438671618,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-717.9812723897985,8,False,maxiter_budget
2025-03-01,M6,1698.5409346729448,1741.2030005988736,21,20703.01107388096,20371.840281451063,20040.66948902116,331.17079242989894,0.0,0.0,20371.840281451063,1105.5735166736288,0.0,2,2.3987460999996983,2.512011300001177,0,differential_evolution_staged_direct_search,True,17,-4103.428826920349,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-717.7925609420121,8,False,maxiter_budget
2025-03-02,M6,1741.2030005988736,1733.7203771777497,21,51881.02296803057,53203.73872515021,51624.65230323783,128.185332396374,1450.9010895160086,0.0,53203.73872515021,394.740164663305,1311.302476350685,2,2.574385000007169,2.692904700001236,0,differential_evolution_staged_direct_search,True,22,-4455.250710239076,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-653.3344017630868,8,False,maxiter_budget
2025-03-03,M6,1733.7203771777497,1606.0151511111117,21,53389.67821956138,52410.327845306834,49459.33880560685,1965.1697069772615,985.8193327227134,0.0,52410.327845306834,5978.249231109807,778.8209514825028,2,2.562833600000886,2.676077100004477,0,differential_evolution_staged_direct_search,True,22,-4455.250710239076,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-545.5862678059017,8,False,maxiter_budget
2025-03-04,M6,1606.0151511111117,1679.8558774074056,21,47594.32363875832,48923.05805505173,47573.7557618871,10.283938435605288,1339.018354729034,0.0,48923.05805505173,31.584028259409934,1438.5085646096834,2,2.465773700001592,2.586231000001135,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-671.2991421460633,8,False,maxiter_budget
2025-03-05,M6,1679.8558774074056,1655.5593922222236,21,49842.10137033535,48786.33325981068,47446.88946907193,1197.6059506317142,141.83784010704107,0.0,48786.33325981068,3408.747630516603,107.4170999892856,2,2.371622799997567,2.478552699998545,0,differential_evolution_staged_direct_search,True,17,-4455.250710239076,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-553.0056782836417,8,False,maxiter_budget
2025-03-06,M6,1655.5593922222236,1583.348439444448,21,46569.78551726272,46646.34139972567,45805.89653411049,381.94449157611655,458.50037403905776,0.0,46646.34139972567,1107.4816390368242,364.5678180273367,2,2.4808837000018684,2.599617499996384,0,differential_evolution_staged_direct_search,True,12,-4455.250710239076,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-666.3722736831418,8,False,maxiter_budget
2025-03-07,M6,1583.348439444448,1881.642743376678,21,18916.635329270543,18424.47885077661,17932.32237228268,492.1564784939289,0.0,0.0,18424.47885077661,1275.1372983906654,0.0,2,2.4189453000071808,2.534323299994867,0,differential_evolution_staged_direct_search,True,17,-2711.539797812829,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-727.0897067291463,8,False,maxiter_budget
2025-03-08,M6,1881.642743376678,1887.3440878211595,21,16893.2207242644,16823.14405416118,16753.067384057955,70.07667010322476,0.0,0.0,16823.14405416118,140.80753723098348,0.0,2,2.511039700002584,2.608847799994692,0,differential_evolution_staged_direct_search,True,17,-2343.461941819563,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-696.3824351122138,8,False,maxiter_budget
2025-03-09,M6,1887.3440878211595,1594.427700740741,21,46939.52311995129,44210.76193031704,41482.00074068278,2728.7611896342587,0.0,1847.191448757222,46057.95337907426,8421.93401701664,0.0,2,2.427019599999767,2.5410510000001523,0,differential_evolution_staged_direct_search,True,17,-4452.270015424516,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-573.0058239118243,8,False,maxiter_budget
2025-03-10,M6,1594.427700740741,1693.954070915985,21,44880.51986758629,44976.37712747937,44638.97058846999,120.77463955815084,216.63189945122227,436.8447888818196,45413.22191636119,280.41855806823514,174.02423636089753,2,2.433324300000095,2.542292800004361,0,differential_evolution_staged_direct_search,True,17,-4452.770830532607,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-389.26934963068896,8,False,maxiter_budget
2025-03-11,M6,1693.954070915985,2090.232972037036,21,40053.59241789255,46779.96984228103,40053.59241789255,0.0,6726.377424388486,0.0,46779.96984228103,0.0,7957.721492800942,2,2.4978827000013557,2.6126330999977654,0,differential_evolution_staged_direct_search,True,12,-4453.102349790401,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-406.1173572439098,8,False,maxiter_budget
2025-03-12,M6,2090.232972037036,1418.9138757407404,21,45833.06047200774,43180.08889673132,40527.117321454905,2652.9715752764205,0.0,1479.4156729765814,44659.504569707904,7898.408413911199,0.0,2,2.553577700004098,2.664609499996004,0,differential_evolution_staged_direct_search,True,22,-4454.347261478331,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-633.5312643502011,8,False,maxiter_budget
2025-03-13,M6,1418.9138757407404,1590.8830672222225,21,45570.23045076153,46180.29328715292,44648.87840902295,460.6760208692899,1070.738857260677,566.7226826666478,46747.01596981957,1274.4206235986394,1006.0709993087644,2,2.427933999999368,2.5374986000024364,0,differential_evolution_staged_direct_search,True,17,-4454.24466221502,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-260.6412818109925,8,False,maxiter_budget
2025-03-14,M6,1590.8830672222225,1987.9653730173384,21,16209.95040233895,16756.746664434293,16209.950402338947,0.0,546.7962620953414,0.0,16756.746664434293,0.0,465.7645061666899,2,2.35730519999197,2.45813790000102,0,differential_evolution_staged_direct_search,True,12,-2236.1881250916485,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,272,-633.6372790100423,8,False,maxiter_budget
