date,slot,interval_start,load_kwh,pv_kwh,price,forecast_load_kwh,forecast_pv_kwh,planning_net_kwh,residual_count,grid_kwh,plan_charge_kwh,plan_discharge_kwh,plan_soc_kwh,reserve_kwh,soc_start_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_end_kwh,planned_cost,emergency_cost,total_cost
2025-02-01,0,2025-02-01 00:00:00,422.0303666666667,0.0,0.4276,454.32543333333336,0.0,448.59113095238104,21,1253.81795,781.4685372662719,0.0,2441.3219398420283,1375.0,1738.0002563023834,831.7875833333335,0.0,0.0,0.0,2486.6090813023834,536.13255542,0.0,536.13255542
2025-02-01,1,2025-02-01 00:10:00,415.4073166666667,0.0,0.4248,446.6726833333333,0.0,440.78818015873014,21,1248.2295666666669,806.2965373015875,0.0,3166.988823413457,2125.0,2486.6090813023834,832.8222500000002,0.0,0.0,0.0,3236.1491063023836,530.2479199200001,0.0,530.2479199200001
2025-02-01,2,2025-02-01 00:20:00,410.7166666666667,0.0,0.4245,443.3066666666667,0.0,441.7896825396826,21,1228.8483333333334,621.85400841113,0.0,3726.657430983475,2850.0,3236.1491063023836,818.1316666666667,0.0,0.0,0.0,3972.4676063023835,521.6461175,0.0,521.6461175
2025-02-01,3,2025-02-01 00:30:00,430.29479999999995,0.0,0.4269,476.9869166666667,0.0,476.55581507936506,21,1267.1355833333334,683.004577777778,0.0,4341.3615509834735,3550.0,3972.4676063023835,833.3333333333334,0.0,0.0,3.5074500000001763,4722.4676063023835,540.9401805250001,0.0,540.9401805250001
2025-02-01,4,2025-02-01 00:40:00,424.4105833333333,0.0,0.4272,484.26815000000005,0.0,484.1228222222223,21,1286.5645666666667,671.2598004262753,0.0,4945.495371367123,4250.0,4722.4676063023835,833.3333333333334,0.0,0.0,28.82065,5472.4676063023835,549.6203828800001,0.0,549.6203828800001
2025-02-01,5,2025-02-01 00:50:00,406.0516666666667,0.0,0.4271,468.2083333333333,0.0,468.0773015873016,21,1308.2766666666666,645.3164308345933,0.0,5526.280159118256,4975.0,5472.4676063023835,833.3333333333334,0.0,0.0,68.89166666666654,6222.4676063023835,558.7649643333333,0.0,558.7649643333333
2025-02-01,6,2025-02-01 01:00:00,436.7501833333333,0.0,0.4285,490.43896666666666,0.0,487.8345087301588,21,1272.6574833333334,740.1342814612408,0.0,6192.401012433372,5675.0,6222.4676063023835,833.3333333333334,0.0,0.0,2.5739666666667063,6972.4676063023835,545.3337316083333,0.0,545.3337316083333
2025-02-01,7,2025-02-01 01:10:00,451.7976833333333,0.0,0.4311,487.2113166666666,0.0,484.7096111111111,21,539.5133166666667,50.78973571428577,0.3111515873015811,6237.76605059034,5725.0,6972.4676063023835,87.71563333333341,0.0,0.0,0.0,7051.411676302384,232.584190815,0.0,232.584190815
2025-02-01,8,2025-02-01 01:20:00,446.08,0.0,0.4302,464.605,0.0,465.1331746031746,21,1274.3116666666665,782.8296991920027,0.0,6942.31277986314,6450.0,7051.411676302384,828.2316666666666,0.0,0.0,0.0,7796.8201763023835,548.2088789999999,0.0,548.2088789999999
2025-02-01,9,2025-02-01 01:30:00,471.7663333333333,0.0,0.4279,494.2724,0.0,495.66178253968246,21,1302.9420833333334,746.8072479703818,0.0,7614.439303036485,7175.0,7796.8201763023835,831.1757500000001,0.0,0.0,0.0,8544.878351302385,557.5289174583334,0.0,557.5289174583334
2025-02-01,10,2025-02-01 01:40:00,448.02596666666665,0.0,0.4312,505.68945,0.0,505.2325492063491,21,515.9729666666667,13.975866666666692,2.3081277777777727,7624.452996616733,7175.0,8544.878351302385,67.94700000000006,0.0,0.0,0.0,8606.030651302384,222.4875432266667,0.0,222.4875432266667
2025-02-01,11,2025-02-01 01:50:00,397.40333333333336,0.0,0.4333,487.83666666666664,0.0,483.68190476190483,21,539.1666666666666,56.660555555555526,0.0,7675.447496616734,7225.0,8606.030651302384,141.76333333333326,0.0,0.0,0.0,8733.617651302384,233.62091666666666,0.0,233.62091666666666
2025-02-01,12,2025-02-01 02:00:00,434.0906333333333,0.0,0.4311,501.9057666666667,0.0,494.1325499999999,21,506.645,19.379349206349193,6.866899206349225,7685.259022895394,7225.0,8733.617651302384,72.55436666666668,0.0,0.0,0.0,8798.916581302385,218.41465949999997,0.0,218.41465949999997
2025-02-01,13,2025-02-01 02:10:00,490.5609166666666,0.0,0.4293,514.9269333333333,0.0,508.719222222222,21,1266.9518166666667,685.1104412698412,0.0,8301.858420038247,7875.0,8798.916581302385,776.3909000000001,0.0,0.0,0.0,9497.668391302384,543.902414895,0.0,543.902414895
2025-02-01,14,2025-02-01 02:20:00,503.22,0.0,0.4324,507.54333333333335,0.0,505.01246031746035,21,533.4533333333333,27.59722222222214,0.9255555555555637,8325.667524976521,7875.0,9497.668391302384,30.233333333333235,0.0,0.0,0.0,9524.878391302384,230.6652213333333,0.0,230.6652213333333
2025-02-01,15,2025-02-01 02:30:00,474.0728166666667,0.0,0.4367,497.95935000000003,0.0,493.59415793650805,21,495.71203333333335,9.211938888888906,5.684826984126987,8327.641795549713,7875.0,9524.878391302384,21.63921666666664,0.0,0.0,0.0,9544.353686302384,216.47744495666666,0.0,216.47744495666666
2025-02-01,16,2025-02-01 02:40:00,461.38439999999997,0.0,0.4348,501.06135,0.0,498.73637857142853,21,498.0037666666666,13.104829365079311,12.4360182539683,8325.61834391832,7900.0,9544.353686302384,36.61936666666662,0.0,0.0,0.0,9577.311116302384,216.53203774666665,0.0,216.53203774666665
2025-02-01,17,2025-02-01 02:50:00,476.94166666666666,0.0,0.4335,514.0583333333333,0.0,516.2176984126984,21,528.3683333333333,17.680000000000007,5.076190476190461,8335.89013227811,7900.0,9577.311116302384,51.42666666666668,0.0,0.0,0.0,9623.595116302384,229.0476725,0.0,229.0476725
2025-02-01,18,2025-02-01 03:00:00,483.39955000000003,0.0,0.4357,521.0511333333333,0.0,519.0698984126982,21,546.9202333333332,25.826061904761826,0.8036936507936725,8358.240595047067,7950.0,9623.595116302384,63.520683333333125,0.0,0.0,0.0,9680.763731302384,238.29314566333323,0.0,238.29314566333323
2025-02-01,19,2025-02-01 03:10:00,486.6019166666667,0.0,0.4374,519.49595,0.0,515.2079992063493,21,516.4058500000001,9.249001587301656,8.735702380952338,8356.858360496804,7925.0,9680.763731302384,29.80393333333342,0.0,0.0,0.0,9707.587271302384,225.87591879000004,0.0,225.87591879000004
