date,interval,emergency_kwh
2025-02-01,无,0.0
2025-02-02,无,0.0
2025-02-03,无,0.0
2025-02-04,无,0.0
2025-02-05,06:10-06:20,20.927042857142965
2025-02-06,08:00-08:10,13.05684761904763
2025-02-07,无,0.0
2025-02-08,无,0.0
2025-02-09,无,0.0
2025-02-10,无,0.0
2025-02-11,20:40-20:50,5.5446833333335235
2025-02-11,21:20-21:40,26.859010166666575
2025-02-12,无,0.0
2025-02-13,无,0.0
2025-02-14,无,0.0
2025-02-15,无,0.0
2025-02-16,06:30-06:40,3.660716666666758
2025-02-17,无,0.0
2025-02-18,无,0.0
2025-02-19,06:20-06:30,39.18791666666664
2025-02-20,06:00-06:20,37.26169523809483
2025-02-21,无,0.0
2025-02-22,无,0.0
2025-02-23,06:00-06:10,4.804857142857259
2025-02-24,06:00-06:20,43.80228809523794
2025-02-25,06:20-06:30,22.63107142857143
2025-02-26,无,0.0
2025-02-27,无,0.0
2025-02-28,无,0.0
2025-03-01,无,0.0
2025-03-02,20:10-21:00,2419.8260645238092
2025-03-03,10:00-10:40,330.1275108333358
2025-03-03,13:40-15:00,817.5856884909024
2025-03-03,15:20-15:40,146.2771190476194
2025-03-03,15:50-16:40,304.73950000000025
2025-03-03,20:40-20:50,97.96188267575815
2025-03-03,21:00-21:30,42.65421666666739
2025-03-04,无,0.0
2025-03-05,无,0.0
2025-03-06,无,0.0
2025-03-07,无,0.0
2025-03-08,无,0.0
2025-03-09,无,0.0
2025-03-10,无,0.0
2025-03-11,无,0.0
2025-03-12,无,0.0
2025-03-13,10:20-11:00,318.3736316672732
2025-03-13,13:00-13:40,140.2864833333333
2025-03-13,14:00-15:00,429.67441944976764
2025-03-13,20:40-20:50,81.24108809523614
2025-03-14,无,0.0
2025-03-15,无,0.0
2025-03-16,无,0.0
2025-03-17,无,0.0
2025-03-18,无,0.0
2025-03-19,无,0.0
2025-03-20,无,0.0
2025-03-21,无,0.0
2025-03-22,无,0.0
2025-03-23,20:40-20:50,30.73320207142831
2025-03-24,15:00-15:10,40.77197739286733
2025-03-24,15:20-15:30,17.45291666666651
2025-03-25,21:10-21:30,20.156961904763463
2025-03-26,无,0.0
2025-03-27,无,0.0
2025-03-28,无,0.0
2025-03-29,无,0.0
2025-03-30,无,0.0
2025-03-31,20:40-21:00,40.919916738091615
2025-04-01,14:30-14:50,105.86871176201771
2025-04-01,15:20-15:30,18.971726190476147
2025-04-01,20:40-20:50,158.98809904750988
2025-04-02,09:10-10:20,883.1529193965508
2025-04-03,无,0.0
2025-04-04,无,0.0
2025-04-05,无,0.0
2025-04-06,无,0.0
2025-04-07,无,0.0
2025-04-08,无,0.0
2025-04-09,20:40-21:00,508.3647572619026
2025-04-10,无,0.0
2025-04-11,无,0.0
2025-04-12,无,0.0
2025-04-13,无,0.0
2025-04-14,20:40-20:50,4.533123809521953
2025-04-15,无,0.0
2025-04-16,无,0.0
2025-04-17,无,0.0
2025-04-18,无,0.0
2025-04-19,无,0.0
2025-04-20,无,0.0
2025-04-21,无,0.0
2025-04-22,无,0.0
2025-04-23,无,0.0
2025-04-24,无,0.0
2025-04-25,无,0.0
2025-04-26,无,0.0
2025-04-27,16:10-17:40,515.8828782228853
2025-04-27,20:40-20:50,99.76435973566925
2025-04-28,14:20-15:10,314.6687666666669
2025-04-28,15:20-16:20,280.0052142857139
2025-04-28,17:20-17:50,51.25017380952363
2025-04-28,18:50-19:10,1005.5337538800502
2025-04-28,20:20-21:00,2005.337923786617
2025-04-29,18:00-18:10,21.748199999999883
2025-04-29,18:50-19:00,99.04496361397253
2025-04-29,20:40-20:50,115.3642153384061
2025-04-30,21:00-21:10,8.27621666666621
2025-05-01,17:30-18:00,165.0893973945188
2025-05-01,18:10-18:50,140.7698884353493
2025-05-01,19:00-21:30,1186.2409070272756
2025-05-01,21:50-23:50,613.0726863333335
2025-05-02,18:00-18:30,487.46729288808
2025-05-02,19:00-20:00,212.45957142857213
2025-05-02,20:20-21:20,776.8097952071569
2025-05-02,21:30-22:40,301.38925000000023
2025-05-02,23:00-23:20,28.15747666666663
2025-05-02,23:40-24:00,58.20526633333333
2025-05-03,00:00-00:10,1.5888333333332412
2025-05-03,20:40-22:30,1125.1954788809512
2025-05-03,23:20-23:30,30.339284166666552
2025-05-04,19:10-22:50,1304.1745869047618
2025-05-04,23:20-23:50,59.47386549999974
2025-05-05,06:10-06:50,132.76129141596857
2025-05-05,07:00-08:30,708.5864166666656
2025-05-05,09:00-09:30,61.400759523809235
2025-05-05,18:10-19:00,232.0968007920946
2025-05-05,19:10-20:30,281.1012119047624
2025-05-05,20:40-20:50,455.3264992079016
2025-05-05,21:00-21:30,105.62499999999974
2025-05-05,22:00-22:50,72.16941316666673
2025-05-05,23:00-23:50,173.03024999999928
2025-05-06,18:40-19:00,75.73987245521072
2025-05-06,19:10-19:30,61.47784285714374
2025-05-06,19:50-20:10,29.095695238095118
2025-05-06,20:40-21:00,425.0297730447908
2025-05-06,21:10-23:30,622.8604650000009
2025-05-06,23:50-24:00,0.08458866666687825
2025-05-07,18:00-18:20,134.09236904761917
2025-05-07,18:40-19:00,126.63600546180564
2025-05-07,19:20-19:50,49.93853333333243
2025-05-07,20:10-20:50,716.2943518477183
2025-05-07,21:20-22:10,134.99732416666703
2025-05-07,22:20-23:20,144.93066333333348
2025-05-08,20:00-20:20,82.43748333333326
2025-05-09,16:50-17:00,2.3545833333333235
2025-05-10,无,0.0
2025-05-11,19:20-19:30,27.56166666666661
2025-05-12,无,0.0
2025-05-13,无,0.0
2025-05-14,无,0.0
2025-05-15,无,0.0
2025-05-16,无,0.0
2025-05-17,无,0.0
2025-05-18,无,0.0
2025-05-19,无,0.0
2025-05-20,无,0.0
2025-05-21,无,0.0
2025-05-22,无,0.0
2025-05-23,无,0.0
2025-05-24,无,0.0
2025-05-25,20:40-20:50,12.048766666666552
2025-05-26,14:50-15:00,47.94791666666674
2025-05-26,17:10-17:30,33.07309047619083
2025-05-27,无,0.0
2025-05-28,无,0.0
2025-05-29,19:10-19:20,17.817433333333383
2025-05-30,无,0.0
2025-05-31,无,0.0
2025-06-01,02:30-03:30,147.57914516023428
2025-06-01,11:00-11:40,323.32923195150977
2025-06-01,13:00-13:10,10.199749999999767
2025-06-01,13:20-22:40,10763.823941592542
2025-06-01,23:00-24:00,667.6388083333338
2025-06-02,08:00-09:30,728.7132694726166
2025-06-02,15:20-18:00,2549.402264178789
2025-06-02,19:00-24:00,5060.5919481648725
2025-06-03,01:10-01:20,68.32389999999998
2025-06-03,01:40-02:00,152.90766666666696
2025-06-03,02:20-02:40,42.5716666666666
2025-06-03,02:50-03:20,34.46676666666656
