date,grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,planned_cost,emergency_cost,total_cost,soc_start_kwh,soc_end_kwh
2025-02-01,45168.077383162934,18628.93871902797,14718.80608110313,0.0,6879.768811904764,23779.128409174005,0.0,23779.128409174005,2263.2065799206325,2675.0224480423294
2025-02-02,91159.09660747724,21557.922153468542,17626.43497142857,0.0,8871.33147543727,57664.889520842175,0.0,57664.889520842175,2675.0224480423294,2492.2246401322795
2025-02-03,89777.72919481166,22565.25755820105,18310.477892857143,0.0,5306.033029467757,56608.51227211915,0.0,56608.51227211915,2492.2246401322795,2455.981006005292
2025-02-04,90505.62313890591,23720.71299840794,19278.074493305663,0.0,4868.120683803636,57085.183550047346,0.0,57085.183550047346,2455.981006005292,2384.539934232804
2025-02-05,89362.69177092807,23439.739120779275,19186.359031450265,20.927042857142965,4381.811741122872,56228.62064898079,98.02226874285765,56326.64291772365,2384.539934232804,2162.128441322751
2025-02-06,90475.50137046668,22360.973390491115,18077.536448154948,13.05684761904763,5934.064059082893,57235.068611272494,75.84069939523816,57310.90931066773,2162.128441322751,2200.8528837037047
2025-02-07,43442.610422875296,18576.212795711115,15320.74178524029,0.0,8381.4597457378,22726.846543395623,0.0,22726.846543395623,2200.8528837037047,1896.397971798939
2025-02-08,39356.57752265015,18100.748379307537,14709.541348691488,0.0,4388.207775367435,20679.25431782832,0.0,20679.25431782832,1896.397971798939,1843.1366812962922
2025-02-09,85372.73505279107,23811.357507703204,19587.710245858645,0.0,1593.6718242798447,53488.8471597694,0.0,53488.8471597694,1843.1366812962922,1509.2359428306902
2025-02-10,87005.94252162364,20965.334685755457,16974.589572009532,0.0,8688.559824544378,54511.15889738132,0.0,54511.15889738132,1509.2359428306902,1517.3820800000021
2025-02-11,85032.15883476776,22109.696102444246,17906.28507514651,32.4036935000001,5640.554367636687,53068.160924264375,164.52760306925092,53232.68852733362,1517.3820800000021,1520.2362664814814
2025-02-12,84546.03159469749,22002.16689142278,17804.07697388578,0.0,5081.205543827155,52749.71156453347,0.0,52749.71156453347,1520.2362664814814,1539.8787200000008
