date,strategy,initial_soc_kwh,final_soc_kwh,residual_count,q0_cost_face,settlement_cost,retained_cost,down_cost,up_cost,emergency_cost,total_cost,down_kwh,up_kwh,calibration_count,calibration_seconds,day_seconds,cal_0_update_slot,cal_0_method,cal_0_accepted_search,cal_0_evaluations,cal_0_selected_score,cal_0_nit,cal_0_success,cal_0_termination,cal_1_update_slot,cal_1_method,cal_1_accepted_search,cal_1_evaluations,cal_1_selected_score,cal_1_nit,cal_1_success,cal_1_termination,cal_2_update_slot,cal_2_method,cal_2_accepted_search,cal_2_evaluations,cal_2_selected_score,cal_2_nit,cal_2_success,cal_2_termination
2025-02-01,M612,10680.30134044151,10800.0,21,25319.182866961415,24336.84952554522,23354.516184129032,982.3333414161913,0.0,0.0,24336.84952554522,3593.5187910918357,0.0,3,0.9345085000095423,1.0894976999989012,0,differential_evolution_staged_direct_search,True,17,-6316.533793934417,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-5060.324322029667,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-6619.378776624397,8,False,maxiter_budget
2025-02-02,M612,10800.0,10800.0,21,59315.509486259405,57591.241576316956,55813.97492128369,1750.767282487856,26.499372545409756,0.0,57591.241576316956,5078.675966778942,15.207237981928643,3,0.050171499999123625,0.19449270000040997,0,differential_evolution_staged_direct_search,True,12,-6677.809824751048,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-3955.6946315123155,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-6550.760024426479,8,False,maxiter_budget
2025-02-03,M612,10800.0,10800.0,21,60508.69941515245,58244.22884546108,55979.75827576972,2264.470569691366,0.0,0.0,58244.22884546108,6331.9289167163315,0.0,3,0.06163879999076016,0.20622970000840724,0,differential_evolution_staged_direct_search,True,17,-6677.148890276068,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-4367.819592213865,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-6547.748302213554,8,False,maxiter_budget
2025-02-04,M612,10800.0,10800.0,21,62974.99001782278,60504.4899943108,58033.98997079883,2470.50002351198,0.0,0.0,60504.4899943108,6810.523464282756,0.0,3,0.060539899990544654,0.20541049999883398,0,differential_evolution_staged_direct_search,True,12,-6676.701311187705,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-3684.1047695044504,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-6540.356101695118,8,False,maxiter_budget
2025-02-05,M612,10800.0,10772.130767962963,21,58403.145439068394,57452.1171988754,56102.98873770544,1150.0783506814732,199.0501104884774,0.0,57452.1171988754,3144.576324832004,151.62640581925018,3,0.045027300002402626,0.20886619998782407,0,differential_evolution_staged_direct_search,True,17,-6675.042288326005,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-3606.943381714271,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,122,-6540.436359302885,5,True,population_collapse_convergence
2025-02-06,M612,10772.130767962963,10800.0,21,62703.6225402424,59426.63606773119,56149.64959521998,3276.9864725112147,0.0,29.57191160458339,59456.20797933577,9382.205080586133,0.0,3,0.05589679999684449,0.3070590999996057,0,differential_evolution_staged_direct_search,True,17,-6677.13269455232,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-4260.049826701978,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,142,-6538.372310305351,6,True,population_collapse_convergence
2025-02-07,M612,10800.0,10634.505828518517,21,24888.245739683753,23637.069478087906,22385.89321649206,1251.1762615958478,0.0,0.0,23637.069478087906,4786.347223558261,0.0,3,0.08761139999842271,0.26996279999730177,0,differential_evolution_staged_direct_search,True,47,-6673.417870275054,8,False,maxiter_budget,36,differential_evolution_staged_direct_search,True,92,-3972.4640804541345,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-6597.444556634529,8,False,maxiter_budget
2025-02-08,M612,10634.505828518517,10391.313735,21,19641.08686199587,19806.369312060204,19641.086860705662,6.451051138355979e-07,165.2824507094392,523.7903000419543,20330.159612102158,2.9537779937527375e-06,152.28524892191766,3,0.07081669999752194,0.2777269000071101,0,differential_evolution_staged_direct_search,True,12,-5142.543400434851,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-4979.428698688643,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-6554.36263834975,8,False,maxiter_budget
2025-02-09,M612,10391.313735,10362.078079444444,21,56933.63051231213,55735.45425890471,54537.27800549731,1198.1762534074123,0.0,0.0,55735.45425890471,3335.941632135149,0.0,3,0.05689289998554159,0.23386609999579377,0,differential_evolution_staged_direct_search,True,12,-6681.044067666078,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-4578.29332272504,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,142,-6503.589664298356,6,True,population_collapse_convergence
2025-02-10,M612,10362.078079444444,10352.072949814816,21,54233.96239208978,52315.8271899152,50397.69198774063,1918.1352021745724,0.0,0.0,52315.8271899152,5263.609520065467,0.0,3,0.07070179999573156,0.25164679999579675,0,differential_evolution_staged_direct_search,True,22,-6681.044067666078,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-3916.431999399554,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-6505.185311949953,8,False,maxiter_budget
