date,strategy,initial_soc_kwh,final_soc_kwh,residual_count,q0_cost_face,settlement_cost,retained_cost,down_cost,up_cost,emergency_cost,total_cost,down_kwh,up_kwh,calibration_count,calibration_seconds,day_seconds,cal_0_update_slot,cal_0_method,cal_0_accepted_search,cal_0_evaluations,cal_0_selected_score,cal_0_nit,cal_0_success,cal_0_termination,cal_1_update_slot,cal_1_method,cal_1_accepted_search,cal_1_evaluations,cal_1_selected_score,cal_1_nit,cal_1_success,cal_1_termination,cal_2_update_slot,cal_2_method,cal_2_accepted_search,cal_2_evaluations,cal_2_selected_score,cal_2_nit,cal_2_success,cal_2_termination,cal_3_update_slot,cal_3_method,cal_3_accepted_search,cal_3_evaluations,cal_3_selected_score,cal_3_nit,cal_3_success,cal_3_termination
2025-02-01,M61218-F,2148.5983254415123,2508.7144976370614,21,25122.92052040696,24049.06740140116,22975.21428239536,1073.8531190057984,0.0,0.0,24049.06740140116,3743.2321528676816,0.0,4,1.186901899993245,1.3566328000015346,0,differential_evolution_staged_direct_search,True,17,-4211.022529289439,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-3373.549548019606,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,142,-766.3509496042482,6,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-02,M61218-F,2508.7144976370614,2386.042000614452,21,58996.49395638889,57164.8817746984,55280.27084791708,1858.111554235903,26.49937254540976,0.0,57164.8817746984,5424.981429293778,15.207237981928644,4,1.0815826000034576,1.4549076999974204,0,differential_evolution_staged_direct_search,True,12,-4454.21153591025,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-2614.708605300896,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,122,-737.3967239432602,5,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-03,M61218-F,2386.042000614452,2357.765906169967,21,60248.32133885875,57918.00847206557,55587.695605272405,2330.312866793168,0.0,0.0,57918.00847206557,6503.303564180396,0.0,4,0.8960470000092755,1.0329850999987684,0,differential_evolution_staged_direct_search,True,17,-4454.21153591025,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-2901.8243854323587,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-713.732448571899,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-04,M61218-F,2357.765906169967,2281.741728577403,21,62728.12791467355,60264.43218457397,57800.736454474376,2463.695730099587,0.0,0.0,60264.43218457397,6780.459139900431,0.0,4,1.1035564000048907,1.260803199998918,0,differential_evolution_staged_direct_search,True,12,-4454.086776265291,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-2421.2016757037336,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-698.1375056364333,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-05,M61218-F,2281.741728577403,2066.230695984804,21,58192.62289280841,57231.86877514085,55752.79509875224,1219.9138970280858,259.1597793605294,0.0,57231.86877514085,3281.038569457054,201.7804891504441,4,1.0850577000019257,1.2389617000008002,0,differential_evolution_staged_direct_search,True,17,-4453.80261841074,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-2374.661598356809,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-700.2342982427687,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-06,M61218-F,2066.230695984804,2102.877093392206,21,62584.616661055705,59352.22731023753,56119.83795941937,3232.389350818165,0.0,29.57191160458339,59381.79922184211,9219.139429358342,0.0,4,0.9158001999967382,1.0525101000021095,0,differential_evolution_staged_direct_search,True,17,-4453.80261841074,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-2818.8675262643405,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,142,-708.112584166973,6,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-07,M61218-F,2102.877093392206,1723.1138730980572,21,24763.220489042265,23447.54896621925,22131.87744339624,1315.6715228230146,0.0,0.0,23447.54896621925,4857.680625370243,0.0,4,0.685548800000106,0.8225722999995924,0,differential_evolution_staged_direct_search,True,17,-4453.80261841074,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-2648.3093869694226,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,102,-751.1829990907484,4,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-08,M61218-F,1723.1138730980572,1690.4881969188943,21,19441.67764374813,19832.338224185594,19441.67764374813,0.0,390.66058043746256,0.0,19832.338224185594,0.0,275.1807886410158,4,0.6173818999959622,0.8422495000049821,0,differential_evolution_staged_direct_search,True,47,-3503.670209940818,8,False,maxiter_budget,36,differential_evolution_staged_direct_search,True,42,-3410.60683607982,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,102,-793.2050663243206,4,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-09,M61218-F,1690.4881969188943,1440.891927651503,21,56837.23087688298,55699.29031974984,54561.349762616686,1137.9405571331465,0.0,0.0,55699.29031974984,3204.737718658645,0.0,4,1.0391508000029717,1.221119000001636,0,differential_evolution_staged_direct_search,True,12,-4453.483613600071,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-3052.19554848336,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,122,-647.2302412346944,5,True,population_collapse_convergence,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
2025-02-10,M61218-F,1440.891927651503,1428.8315859848185,21,54245.058037519935,52297.663344969886,50350.26865241985,1947.3946925500409,0.0,0.0,52297.663344969886,5292.052071866383,0.0,4,0.9326233000028878,1.0764114999983576,0,differential_evolution_staged_direct_search,True,22,-4453.253474467541,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-2576.7188499413605,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-669.8841477303665,8,False,maxiter_budget,108,purchase_reoptimisation_only_no_recalibration,False,0,,,,
