date,strategy,initial_soc_kwh,final_soc_kwh,residual_count,q0_cost_face,settlement_cost,retained_cost,down_cost,up_cost,emergency_cost,total_cost,down_kwh,up_kwh,calibration_count,calibration_seconds,day_seconds,cal_0_update_slot,cal_0_method,cal_0_accepted_search,cal_0_evaluations,cal_0_selected_score,cal_0_nit,cal_0_success,cal_0_termination,cal_1_update_slot,cal_1_method,cal_1_accepted_search,cal_1_evaluations,cal_1_selected_score,cal_1_nit,cal_1_success,cal_1_termination,cal_2_update_slot,cal_2_method,cal_2_accepted_search,cal_2_evaluations,cal_2_selected_score,cal_2_nit,cal_2_success,cal_2_termination
2025-02-01,M612,2082.843715256331,2470.840314444449,21,20575.8576974152,19643.859148236646,18702.703969934744,936.5768637402264,4.578314561678269,0.0,19643.859148236646,3743.2322913207154,11.900925859467975,3,4.3959086000104435,4.775989800007665,0,differential_evolution_staged_direct_search,True,17,-2952.0315577515435,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-2366.8452569737137,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-532.6770608645033,8,False,maxiter_budget
2025-02-02,M612,2470.840314444449,2440.6601978767676,21,65800.31296176183,63860.18727581298,61857.5266945153,1971.393133623266,31.267447674413585,0.0,63860.18727581298,5028.4020639651535,16.161062301134166,3,5.314150400008657,6.145323099990492,0,differential_evolution_staged_direct_search,True,12,-4291.062392661179,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,32,-2680.4119081269096,2,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-715.1736688077212,8,False,maxiter_budget
2025-02-03,M612,2440.6601978767676,2341.1346409259245,21,68427.0993108818,65597.48061937102,62767.86192786024,2829.6186915107783,0.0,0.0,65597.48061937102,6480.532628814524,0.0,3,4.679056799999671,5.104824699999881,0,differential_evolution_staged_direct_search,True,17,-4640.855257071309,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-3019.8100727803694,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,142,-744.6647556837962,6,True,population_collapse_convergence
2025-02-04,M612,2341.1346409259245,2294.8443824074093,21,71351.51393373315,68389.02216534998,65426.53039696682,2962.4917683831673,0.0,0.0,68389.02216534998,6920.677617654517,0.0,3,5.316467099983129,6.1454295000003185,0,differential_evolution_staged_direct_search,True,47,-3911.9805598177536,8,False,maxiter_budget,36,differential_evolution_staged_direct_search,True,92,-2272.5760166341984,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,182,-602.0710168218809,8,True,maxiter_budget
2025-02-05,M612,2294.8443824074093,2069.5100974074085,21,65984.90101938165,64872.77021392454,63189.36888916501,1397.7660651083247,285.63525965120454,0.0,64872.77021392454,3233.345498754001,193.79430876701062,3,3.1461304999975255,3.557743199999095,0,differential_evolution_staged_direct_search,True,17,-4425.014236282579,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-2274.194108015495,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,162,-694.5103423504859,7,True,population_collapse_convergence
2025-02-06,M612,2069.5100974074085,2119.459499598221,21,71490.9206721645,67639.11500322097,63787.30933427746,3851.8056689435152,0.0,35.66855689105815,67674.78356011203,9080.825711268693,0.0,3,4.525840300004347,5.335765700001502,0,differential_evolution_staged_direct_search,True,17,-4396.225854154419,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-2764.290607784463,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-691.0735528195006,8,False,maxiter_budget
2025-02-07,M612,2119.459499598221,1681.5197257765703,21,20032.035968357988,19204.2827164876,18376.52946461721,827.7532518703872,0.0,0.0,19204.2827164876,3937.4539948149854,0.0,3,3.2323173999902792,3.898769199993694,0,differential_evolution_staged_direct_search,True,17,-2917.222722320204,2,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,92,-1915.0245232153375,8,False,maxiter_budget,72,differential_evolution_staged_direct_search,True,102,-500.1582293656412,4,True,population_collapse_convergence
2025-02-08,M612,1681.5197257765703,1669.7528181481493,21,15838.460088596068,15977.55327998,15838.460085634331,1.4808682988132205e-06,139.09319286480087,270.75490551377493,16248.308185493775,8.69564473759965e-06,152.28524526137036,3,2.4570604000182357,2.9608970999979647,0,differential_evolution_staged_direct_search,True,12,-2379.4355364759963,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-2352.0456347208524,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-530.9492753812514,8,False,maxiter_budget
2025-02-09,M612,1669.7528181481493,1556.5200540405272,21,63979.7320074875,62586.36421700574,61192.99642652397,1393.367790481765,0.0,0.0,62586.36421700574,3143.615991995742,0.0,3,2.810108100005891,3.033378599997377,0,differential_evolution_staged_direct_search,True,12,-4324.874398785854,1,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,42,-3094.9046061558006,3,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,182,-697.9052934329837,8,False,maxiter_budget
2025-02-10,M612,1556.5200540405272,1566.21959047332,21,59180.07963388081,56960.55977250869,54741.03991113658,2219.5198613721145,0.0,0.0,56960.55977250869,5350.537215791404,0.0,3,1.90770509999129,2.2693914999981644,0,differential_evolution_staged_direct_search,True,22,-4447.822905335784,3,True,population_collapse_convergence,36,differential_evolution_staged_direct_search,True,52,-2589.851528253389,4,True,population_collapse_convergence,72,differential_evolution_staged_direct_search,True,122,-755.2032102505744,5,True,population_collapse_convergence
