date,interval,emergency_kwh
2025-02-01,无,0.0
2025-02-02,无,0.0
2025-02-03,无,0.0
2025-02-04,无,0.0
2025-02-05,无,0.0
2025-02-06,08:00-08:10,1.2461595238095242
2025-02-07,无,0.0
2025-02-08,无,0.0
2025-02-09,无,0.0
2025-02-10,无,0.0
2025-02-11,无,0.0
2025-02-12,无,0.0
2025-02-13,无,0.0
2025-02-14,无,0.0
2025-02-15,无,0.0
2025-02-16,10:30-11:00,373.3186748095235
2025-02-17,无,0.0
2025-02-18,无,0.0
2025-02-19,06:20-06:30,31.110297619047856
2025-02-19,10:00-10:40,185.4430952618996
2025-02-19,15:20-15:50,86.4942127718964
2025-02-19,16:00-16:10,3.8966285714285505
2025-02-19,20:40-22:00,489.25216381144605
2025-02-19,22:30-23:10,30.35312433333363
2025-02-19,23:30-24:00,153.21035897619043
2025-02-20,06:00-06:10,7.17904761904731
2025-02-21,无,0.0
2025-02-22,无,0.0
2025-02-23,无,0.0
2025-02-24,21:40-22:10,25.14395192856989
2025-02-25,无,0.0
2025-02-26,16:00-16:30,123.97616926976279
2025-02-26,20:40-21:00,124.11674016292477
2025-02-26,21:30-21:50,36.81686466255214
2025-02-27,09:50-10:20,212.4858971428622
2025-02-28,无,0.0
2025-03-01,无,0.0
2025-03-02,13:00-14:00,984.7627666666665
2025-03-02,14:50-15:00,314.36
2025-03-02,15:20-15:30,5.545654761904871
2025-03-02,15:50-16:10,41.810961570949075
2025-03-02,16:30-16:50,53.51831190476196
2025-03-02,17:00-17:50,115.26608571428574
2025-03-02,18:50-19:10,399.4312522946713
2025-03-02,19:20-19:40,799.3262095238099
2025-03-02,19:50-21:40,2089.0830986190485
2025-03-03,09:40-10:40,820.2883798809468
2025-03-03,13:40-13:50,49.464300000000094
2025-03-03,14:50-15:00,378.875
2025-03-03,15:20-17:20,443.1557560703843
2025-03-03,17:30-17:40,2.0295452380951247
2025-03-03,19:20-19:40,473.05500199804567
2025-03-03,19:50-21:10,2127.702747619047
2025-03-03,21:20-22:00,73.0980253809525
2025-03-04,16:10-16:30,24.41180476190516
2025-03-04,20:50-21:10,23.947783521883753
2025-03-05,无,0.0
2025-03-06,无,0.0
2025-03-07,无,0.0
2025-03-08,无,0.0
2025-03-09,无,0.0
2025-03-10,09:50-10:20,91.15785973715901
2025-03-10,20:10-20:50,1005.2556073683697
2025-03-11,20:40-21:20,52.23466011904725
2025-03-12,20:40-21:00,154.07837403380643
2025-03-13,10:00-11:00,711.6258151904834
2025-03-13,13:10-13:40,66.11991269047712
2025-03-13,20:00-21:00,1381.0446909047614
2025-03-14,无,0.0
2025-03-15,无,0.0
2025-03-16,无,0.0
2025-03-17,无,0.0
2025-03-18,09:00-10:00,483.4417289761883
2025-03-19,无,0.0
2025-03-20,20:40-20:50,189.0466577506478
2025-03-20,21:20-22:00,75.60611595238126
2025-03-21,无,0.0
2025-03-22,无,0.0
2025-03-23,无,0.0
2025-03-24,无,0.0
2025-03-25,10:10-10:40,76.31755509523089
2025-03-25,15:00-15:10,6.262799999999629
2025-03-25,16:00-16:40,80.59876190476223
2025-03-25,20:20-21:20,935.4687989523794
2025-03-25,21:40-22:10,13.314038595238026
2025-03-26,无,0.0
2025-03-27,21:30-22:00,118.16214620428391
2025-03-28,无,0.0
2025-03-29,无,0.0
2025-03-30,无,0.0
2025-03-31,20:40-21:00,255.54739659523722
2025-03-31,21:40-22:00,42.68224714285395
2025-04-01,14:50-15:00,92.33749999999998
2025-04-01,15:20-15:30,4.280892857142703
2025-04-01,15:50-16:00,16.227651309524276
2025-04-01,16:10-16:30,32.20127857142825
2025-04-01,17:00-17:50,98.45558809523834
2025-04-01,19:20-19:40,762.5653523809517
2025-04-01,19:50-21:00,2029.9824547619046
2025-04-01,21:40-21:50,22.576984857143295
2025-04-02,08:50-10:20,1296.6352754523818
2025-04-02,14:50-15:00,47.08749999999998
2025-04-02,19:50-20:50,1734.4480036666678
2025-04-02,21:50-22:00,0.8788719047621498
2025-04-03,无,0.0
2025-04-04,无,0.0
2025-04-05,无,0.0
2025-04-06,无,0.0
2025-04-07,无,0.0
2025-04-08,20:40-20:50,208.75654316666606
2025-04-08,21:00-21:30,25.812247619047774
2025-04-08,23:40-24:00,60.994485738094816
2025-04-09,14:50-15:10,181.32128571428586
2025-04-09,15:20-16:30,294.7138047619046
2025-04-09,19:20-19:40,320.27498780951845
2025-04-09,19:50-21:00,2042.2656333333327
2025-04-10,20:40-21:00,58.99841066666795
2025-04-10,21:30-22:00,94.56742021428573
2025-04-11,无,0.0
2025-04-12,无,0.0
2025-04-13,无,0.0
2025-04-14,无,0.0
2025-04-15,无,0.0
2025-04-16,15:00-15:50,199.90554047619116
2025-04-16,20:30-21:20,361.8225809127081
2025-04-16,21:30-21:50,51.49560678571095
2025-04-17,无,0.0
2025-04-18,无,0.0
2025-04-19,无,0.0
2025-04-20,无,0.0
2025-04-21,无,0.0
2025-04-22,无,0.0
2025-04-23,无,0.0
2025-04-24,21:40-21:50,32.50039657377981
2025-04-25,无,0.0
2025-04-26,无,0.0
2025-04-27,16:20-16:30,2.9643355458308633
2025-04-27,20:20-20:50,712.8238736922674
2025-04-28,08:50-09:50,634.0283037619009
2025-04-28,14:50-16:20,770.7946175404757
2025-04-28,17:20-19:10,2170.1635393095203
2025-04-28,19:20-19:40,956.0157833333332
2025-04-28,19:50-21:00,2257.7642467857218
2025-04-28,21:50-22:10,36.02816778571464
2025-04-29,20:30-20:50,353.1174365476213
2025-04-30,无,0.0
2025-05-01,08:20-09:10,689.7000792619035
2025-05-01,20:00-22:10,2160.1817822824805
2025-05-01,22:30-23:40,481.81080126190534
2025-05-02,无,0.0
2025-05-03,无,0.0
2025-05-04,20:40-22:00,580.9857294118164
2025-05-05,09:10-09:30,30.072930242381403
2025-05-05,16:20-16:50,144.80135000000018
2025-05-05,20:00-21:30,1425.6445337338084
2025-05-05,21:40-21:50,24.019630000000166
2025-05-06,09:30-09:50,67.59445788213756
2025-05-07,20:20-20:50,755.5627789240978
2025-05-07,21:20-21:30,16.40956138095237
2025-05-07,21:40-22:00,32.355912023809694
2025-05-08,15:00-15:10,14.1070475014684
2025-05-08,15:30-15:50,84.12680238095277
2025-05-08,20:00-20:20,67.28972380952371
2025-05-08,20:30-20:50,314.77730054761923
2025-05-08,21:40-21:50,34.54274576190471
2025-05-09,无,0.0
2025-05-10,无,0.0
2025-05-11,无,0.0
2025-05-12,无,0.0
2025-05-13,无,0.0
2025-05-14,无,0.0
2025-05-15,无,0.0
2025-05-16,无,0.0
2025-05-17,无,0.0
2025-05-18,无,0.0
2025-05-19,无,0.0
