date,residual_count,initial_soc_kwh,plan_proxy_objective,planned_cost,delta_00_06_kwh,delta_06_12_kwh,delta_12_18_kwh,delta_18_24_kwh,lambda_06_12,lambda_12_18,lambda_18_24,zero_scenario_score,selected_scenario_score,zero_scenario_full_objective,selected_scenario_full_objective,scenario_improvement,search_evaluations,calibration_seconds,calibration_method,accepted_search,solver_message,actual_emergency_cost,final_soc_kwh,day_seconds
2025-01-02,0,6000.0,70941.89584376483,71012.97361598053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-538.3999999999639,-538.3999999999639,70474.57361598057,70474.57361598057,0.0,1,0.015279900006134994,zero_parameter_warmup,False,complete 21-day residual window not yet available,9742.260166039516,1365.1683916666666,0.28912629999103956
2025-01-03,0,1365.1683916666666,73682.86776432191,57642.25717075377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-529.9999999999791,-529.9999999999791,57112.25717075379,57112.25717075379,0.0,1,0.2056297000090126,zero_parameter_warmup,False,complete 21-day residual window not yet available,0.0,7928.118779814818,0.9427303999982541
2025-01-04,0,7928.118779814818,24630.510484894625,20564.59042102546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-476.26666666665335,-476.26666666665335,20088.323754358807,20088.323754358807,0.0,1,0.12372160000086296,zero_parameter_warmup,False,complete 21-day residual window not yet available,3564.10495385608,1200.0,0.6146211000013864
2025-01-05,0,1200.0,26421.309837916382,30816.396563085385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-466.5333333332972,-466.5333333332972,30349.86322975209,30349.86322975209,0.0,1,0.15212650000466965,zero_parameter_warmup,False,complete 21-day residual window not yet available,244445.9896481392,1200.0,0.32479339999554213
2025-01-06,0,1200.0,66203.99893895352,73614.1131106291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-479.306666666647,-479.306666666647,73134.80644396246,73134.80644396246,0.0,1,0.05856560000393074,zero_parameter_warmup,False,complete 21-day residual window not yet available,6525.171700464847,1315.5818699999998,0.7415272999933222
2025-01-07,0,1315.5818699999998,66534.26655583171,72626.82845079698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-492.35555555553265,-492.35555555553265,72134.47289524144,72134.47289524144,0.0,1,0.24673869999242015,zero_parameter_warmup,False,complete 21-day residual window not yet available,15087.526714962574,1453.073751851853,0.6153389000101015
2025-01-08,0,1453.073751851853,72962.586041612,72513.12176687349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-538.3999999999726,-538.3999999999726,71974.72176687351,71974.72176687351,0.0,1,0.1156771999958437,zero_parameter_warmup,False,complete 21-day residual window not yet available,2869.377254172796,1539.2498677777792,0.5274887999985367
2025-01-09,1,1539.2498677777792,73732.86010723175,74580.9593993777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-681.9934515655557,-681.9934515655557,73898.96594781213,73898.96594781213,0.0,1,0.09647340000083204,zero_parameter_warmup,False,complete 21-day residual window not yet available,669.6593918511917,1714.080101851853,0.36754380000638776
2025-01-10,2,1714.080101851853,23495.24561944323,23530.46399410918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-178.90679543043336,-178.90679543043336,23351.557198678747,23351.557198678747,0.0,1,0.05182799999602139,zero_parameter_warmup,False,complete 21-day residual window not yet available,1572.8192697742859,1585.1024699051225,0.5219938999944134
2025-01-11,3,1585.1024699051225,23455.680249186953,24194.042626174094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.32738563793595,-80.32738563793595,24113.71524053616,24113.71524053616,0.0,1,0.22310960000322666,zero_parameter_warmup,False,complete 21-day residual window not yet available,598.0500992685659,1736.872635010583,0.64996360000805
