date,interval,emergency_kwh
2025-02-01,无,0.0
2025-02-02,无,0.0
2025-02-03,无,0.0
2025-02-04,无,0.0
2025-02-05,无,0.0
2025-02-06,08:00-08:10,13.05684761904763
2025-02-07,无,0.0
2025-02-08,无,0.0
2025-02-09,无,0.0
2025-02-10,无,0.0
2025-02-11,06:40-06:50,5.541600000000017
2025-02-12,无,0.0
2025-02-13,无,0.0
2025-02-14,无,0.0
2025-02-15,无,0.0
2025-02-16,无,0.0
2025-02-17,无,0.0
2025-02-18,无,0.0
2025-02-19,06:20-06:30,39.18791666666664
2025-02-20,06:10-06:20,1.2005833333331566
2025-02-21,无,0.0
2025-02-22,无,0.0
2025-02-23,06:00-06:10,4.804857142857259
2025-02-24,06:00-06:20,43.80228809523794
2025-02-25,无,0.0
2025-02-26,无,0.0
2025-02-27,无,0.0
2025-02-28,无,0.0
2025-03-01,无,0.0
2025-03-02,17:50-18:00,4.389569021775603
2025-03-02,19:40-19:50,595.0799590734615
2025-03-02,20:10-20:20,649.923502833333
2025-03-02,20:30-21:00,1189.6660238095233
2025-03-03,10:00-10:40,374.0751481464051
2025-03-03,13:40-15:00,864.8117339921826
2025-03-03,15:20-15:40,146.2771190476194
2025-03-03,15:50-16:40,304.73950000000025
2025-03-03,21:00-21:30,36.11669726617315
2025-03-04,无,0.0
2025-03-05,无,0.0
2025-03-06,无,0.0
2025-03-07,无,0.0
2025-03-08,无,0.0
2025-03-09,无,0.0
2025-03-10,无,0.0
2025-03-11,无,0.0
2025-03-12,无,0.0
2025-03-13,10:30-11:00,218.75591288095094
2025-03-13,13:00-13:40,140.2864833333333
2025-03-13,14:00-14:10,9.022893615276374
2025-03-13,14:20-15:00,318.08029380391264
2025-03-13,20:40-20:50,29.472799999998642
2025-03-14,无,0.0
2025-03-15,无,0.0
2025-03-16,无,0.0
2025-03-17,无,0.0
2025-03-18,无,0.0
2025-03-19,无,0.0
2025-03-20,无,0.0
2025-03-21,无,0.0
2025-03-22,无,0.0
2025-03-23,无,0.0
2025-03-24,无,0.0
2025-03-25,无,0.0
2025-03-26,无,0.0
2025-03-27,无,0.0
2025-03-28,无,0.0
2025-03-29,无,0.0
2025-03-30,无,0.0
2025-03-31,20:40-21:00,23.442989309519135
2025-04-01,14:30-14:50,81.2574197719247
2025-04-01,15:10-15:30,46.51662604762018
2025-04-01,20:40-20:50,155.37837934711808
2025-04-02,08:50-10:20,1320.0484523809505
2025-04-03,无,0.0
2025-04-04,无,0.0
2025-04-05,无,0.0
2025-04-06,无,0.0
2025-04-07,无,0.0
2025-04-08,无,0.0
2025-04-09,14:10-15:10,406.32892975407555
2025-04-09,15:20-16:00,183.65925238095224
2025-04-09,16:20-16:30,6.809702380952103
2025-04-10,无,0.0
2025-04-11,无,0.0
2025-04-12,无,0.0
2025-04-13,无,0.0
2025-04-14,20:40-20:50,10.210957142857978
2025-04-15,无,0.0
2025-04-16,无,0.0
2025-04-17,无,0.0
2025-04-18,无,0.0
2025-04-19,无,0.0
2025-04-20,无,0.0
2025-04-21,无,0.0
2025-04-22,无,0.0
2025-04-23,无,0.0
2025-04-24,无,0.0
2025-04-25,无,0.0
2025-04-26,无,0.0
2025-04-27,17:10-17:40,93.07865529752296
2025-04-27,20:40-20:50,521.5284213276943
2025-04-28,14:20-15:30,357.86305822508257
2025-04-28,15:40-16:20,225.5566928571423
2025-04-28,17:20-17:50,51.25017380952431
2025-04-28,18:00-18:20,1280.5863333333332
2025-04-28,18:30-18:40,704.2857833333333
2025-04-28,18:50-19:00,295.8911431809551
2025-04-28,20:40-21:00,219.33566402253587
2025-04-29,18:00-18:10,21.748199999999883
2025-04-29,18:20-18:30,93.0158022392572
2025-04-29,20:40-20:50,102.56251833216811
2025-04-30,无,0.0
2025-05-01,17:40-18:00,106.48523068110664
2025-05-01,19:10-21:30,1385.6149621760364
2025-05-01,21:50-22:10,146.98831966666677
2025-05-01,22:30-23:50,455.4711123333333
2025-05-02,17:00-18:00,283.797480303043
2025-05-02,20:40-21:20,1027.588153030289
2025-05-02,21:30-22:10,306.07667619047413
2025-05-02,23:50-24:00,237.43880683333325
2025-05-03,00:00-00:10,1.5888333333332412
2025-05-03,20:40-22:10,1104.5366455476196
2025-05-03,23:50-24:00,46.670640333332244
2025-05-04,00:00-00:10,25.66551666666669
2025-05-04,18:40-18:50,5.99694999999997
2025-05-04,20:30-22:50,1296.0828190476163
2025-05-04,23:20-23:50,59.47386549999974
2025-05-05,00:10-00:30,19.8832333333336
2025-05-05,07:30-08:30,434.9027193568783
2025-05-05,09:00-09:30,61.40075952381005
2025-05-05,19:20-20:30,230.9886676291618
2025-05-05,20:40-20:50,737.5358442755957
2025-05-05,21:00-21:30,105.62499999999974
2025-05-05,22:00-22:50,72.16941316666673
2025-05-05,23:00-23:50,173.03024999999928
2025-05-06,20:40-21:00,591.3431835952426
2025-05-06,21:10-22:10,377.5229650000003
2025-05-06,23:00-23:30,241.65992016666684
2025-05-06,23:50-24:00,0.08458866666687825
2025-05-07,17:20-18:00,219.2031024623151
2025-05-07,20:30-20:50,807.7581572281624
2025-05-07,21:20-22:10,134.99732416666703
2025-05-07,22:20-23:00,96.08453000000027
2025-05-08,无,0.0
2025-05-09,无,0.0
2025-05-10,16:10-16:20,27.05767023961605
2025-05-10,16:40-16:50,0.2636773824733947
2025-05-11,19:20-19:30,27.56166666666661
2025-05-12,无,0.0
2025-05-13,无,0.0
2025-05-14,无,0.0
2025-05-15,无,0.0
2025-05-16,无,0.0
2025-05-17,16:50-17:00,52.85607142857151
2025-05-18,无,0.0
2025-05-19,20:20-20:30,67.00333333333333
2025-05-20,无,0.0
2025-05-21,无,0.0
2025-05-22,20:20-20:30,2.5699999999999363
2025-05-23,17:50-18:00,19.892500000000155
2025-05-24,无,0.0
2025-05-25,20:40-20:50,12.048766666666552
2025-05-26,14:50-15:00,47.94791666666674
2025-05-27,无,0.0
2025-05-28,无,0.0
2025-05-29,19:10-19:20,17.817433333333383
2025-05-30,无,0.0
2025-05-31,无,0.0
2025-06-01,10:10-11:10,743.6451339047603
2025-06-01,11:20-11:30,69.93083333333345
2025-06-01,12:40-13:10,86.55149999999958
2025-06-01,13:20-15:00,953.7679166666671
2025-06-01,15:10-22:00,9152.662027547613
2025-06-01,22:40-24:00,917.0732633333334
2025-06-02,00:00-00:10,122.73166666666668
2025-06-02,00:30-00:40,54.53889844419009
2025-06-02,01:00-01:10,87.68588333333321
2025-06-02,01:20-02:10,195.67593333333343
2025-06-02,02:30-02:40,69.01986666666676
2025-06-02,03:20-03:40,14.682980952381058
2025-06-02,04:00-04:20,32.27602380952396
