date,grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,planned_cost,emergency_cost,total_cost,soc_start_kwh,soc_end_kwh
2025-01-02,91348.70448614292,19382.482897752405,19871.159594679448,1724.0374313333357,676.1793477366226,71012.97361598053,9742.260166039516,80755.23378202005,6000.0,1365.1683916666666
2025-01-03,97195.11628966656,16403.365647325107,7380.070824999999,0.0,42666.88010067478,57642.25717075377,0.0,57642.25717075377,1365.1683916666666,7928.118779814818
2025-01-04,42889.00689038862,13029.885488871494,16609.514147819245,986.4142752410029,2689.4474579107086,20564.59042102546,3564.10495385608,24128.69537488154,7928.118779814818,1200.0
2025-01-05,49970.4120382223,12557.15344479679,10171.2942902854,43451.1574162891,0.0,30816.396563085385,244445.9896481392,275262.3862112246,1200.0,1200.0
2025-01-06,96359.25751230927,24692.910425355247,19897.233761537747,1188.4666388333362,2119.5663873250965,73614.11311062911,6525.171700464847,80139.28481109395,1200.0,1315.5818699999998
2025-01-07,95356.5687427012,23568.0037465268,18966.340341020037,2498.1971378055564,686.2015250000005,72626.82845079697,15087.526714962574,87714.35516575955,1315.5818699999998,1453.073751851853
2025-01-08,95836.61187464932,24598.917394546526,19847.564585249347,677.3579598095267,2236.6157084949964,72513.12176687349,2869.377254172796,75382.49902104629,1453.073751851853,1539.2498677777792
2025-01-09,97968.41419190151,26799.732860331278,21550.436406201676,162.86419047619063,1790.42581158143,74580.9593993777,669.6593918511916,75250.61879122889,1539.2498677777792,1714.080101851853
2025-01-10,51407.10486791944,21499.87267743092,17530.976737471105,325.45753666666667,2272.9997479596286,23530.463994109177,1572.8192697742859,25103.283263883462,1714.080101851853,1585.1024699051225
2025-01-11,52179.75338066349,22346.596684082546,17964.150165511946,181.27808238095093,3112.698327807172,24194.042626174094,598.0500992685659,24792.09272544266,1585.1024699051225,1736.872635010583
2025-01-12,98288.14111053846,23878.724211792185,19308.956801894525,127.19586571428533,2979.6811663550816,75624.61994114178,684.85143341857,76309.47137456034,1736.872635010583,1773.3279790740742
2025-01-13,97701.8101579282,23844.197686472857,19710.17927467635,221.77226190475992,5515.607041369785,74018.52404093805,1277.3089170283229,75295.83295796637,1773.3279790740742,1332.9067028148158
2025-01-14,97890.73220258647,24933.176212193393,20203.837376076648,246.1900469047622,4127.270480041154,73685.9484801841,1199.6759802441663,74885.62446042827,1332.9067028148158,1324.0570981481492
2025-01-15,97266.64837969527,25550.367165549676,20580.945220437934,692.0032683380939,2918.8867695882777,73355.99133802806,4212.767101521436,77568.75843954949,1324.0570981481492,1451.6706355451518
2025-01-16,98006.96923097277,26531.509807235514,21243.95723011807,527.0542649571423,4172.319468812465,73516.06933341859,3439.522413924546,76955.59174734313,1451.6706355451518,1725.6325397037037
2025-01-17,51357.36320960618,22290.019021407854,18020.477591278453,88.46282000000069,4487.171132810109,23776.13894707217,294.23013750167024,24070.36908457384,1725.6325397037037,1763.8967797724877
2025-01-18,50925.99009330648,21740.372610150698,17425.273519760158,208.86525857142686,3577.247244820698,23859.869040140522,800.0560564423748,24659.925096582894,1763.8967797724877,1968.8171069523814
2025-01-19,95868.06366817254,25283.52572808996,20623.890284010013,354.8874113571468,2880.1761687830726,72318.75792946549,2334.6110191325274,74653.368948598,1968.8171069523814,1808.556613333332
2025-01-20,96733.90345967238,26352.238093727265,21018.325884919075,472.39015190476346,3805.3048527689584,72545.359859786,2991.109600950487,75536.46946073648,1808.556613333332,2171.875470000003
2025-01-21,96370.99344633402,23393.502104195224,18753.645095098134,60.130533333333574,8315.362287236923,71041.05597702105,332.3821394988104,71373.43811651986,2171.875470000003,2388.6439247777776
2025-01-22,94969.78785282896,24427.823070857597,20347.422372261317,156.49480781905135,2147.117595385065,71371.27408221515,1058.7972676556078,72430.07134987076,2388.6439247777776,1765.4376082592605
2025-01-23,95700.9207140557,25777.03801081129,20680.967944405118,666.7658050904727,1705.6908527399983,72632.6722980393,3979.049355595585,76611.72165363489,1765.4376082592605,1985.9185464281811
2025-01-24,49050.597669001065,21366.425090648594,17130.36268087739,132.86910238095078,5117.991211610815,22304.603101156004,414.3103611333262,22718.913462289333,1985.9185464281811,2181.964815925923
2025-01-25,48689.27193393649,20802.64955748065,16917.481914425993,10.371497619046295,6374.900321834214,21873.487596941424,70.14762414641962,21943.635221087847,2181.964815925923,2107.147290518521
2025-01-26,93838.20635127329,24845.862604576418,20254.118620297377,139.76716470476293,1687.2394983656745,70142.83856818364,792.5095697810434,70935.34813796468,2107.147290518521,1963.8473898624352
2025-01-27,93949.55432870924,21205.244633945134,17420.860799986032,84.94129047618992,6055.195001892998,69350.1903191122,471.57210934761605,69821.76242845981,1963.8473898624352,1692.0555604285719
2025-01-28,93064.27932895525,24042.46885194003,19534.467527642846,492.3068166000007,2068.1854545914066,68295.78466908656,2766.9158732007345,71062.70054228729,1692.0555604285719,1625.3136075714403
2025-01-29,94730.77982942716,21983.809938912393,17126.28746904762,0.0,8488.056309562391,68717.27834569589,0.0,68717.27834569589,1625.3136075714403,2381.5342536507924
2025-01-30,92699.01576564735,24249.612467830477,20135.742846656976,0.0,4842.56336114051,67704.33156768171,0.0,67704.33156768171,2381.5342536507924,1833.1378673015854
2025-01-31,46057.91341519488,23055.239163744227,18346.861030442346,0.0,2585.2122318930005,20742.192062334536,0.0,20742.192062334536,1833.1378673015854,2197.4519697354485
2025-02-01,45465.896162878096,19699.085341213024,15560.75290690636,0.0,6949.387795238098,19425.256852445564,0.0,19425.256852445564,2197.4519697354485,2636.903324708997
2025-02-02,91463.37917886916,22656.820366371026,18475.03136204625,0.0,8925.31222454439,64219.45069187172,0.0,64219.45069187172,2636.903324708997,2500.229029947094
2025-02-03,89637.99288599954,21863.4241236973,17764.756561742437,0.0,5322.408824044681,63966.75974478416,0.0,63966.75974478416,2500.229029947094,2438.6923393386246
2025-02-04,90633.86750984976,24235.822666451473,19667.961130587595,0.0,4871.142023985885,64505.67347964643,0.0,64505.67347964643,2438.6923393386246,2397.6425940476183
2025-02-05,89206.86217018041,22496.268466402114,18428.477061904763,0.0,4390.643782349727,63702.93956099251,0.0,63702.93956099251,2397.6425940476183,2168.1985894708996
2025-02-06,90863.14726215127,23978.968494074208,19378.45310909524,13.05684761904763,6004.631508124683,64869.01207761106,91.4762744190477,64960.48835203011,2168.1985894708996,2217.6556684763154
2025-02-07,43740.607322078395,20058.123000088908,16595.23475708165,0.0,8472.039412404467,18451.110149973352,0.0,18451.110149973352,2217.6556684763154,1830.816638465607
2025-02-08,39941.986127071985,20566.3158307913,16629.07874122667,0.0,4427.586320840689,16880.369673057085,0.0,16880.369673057085,1830.816638465607,1863.746729259256
2025-02-09,85295.79982019703,23545.204635456328,19244.49393986248,0.0,1439.6731579365166,59884.19598349309,0.0,59884.19598349309,1863.746729259256,1671.659856878309
2025-02-10,86530.54197973167,19855.32878586154,16073.444612214513,0.0,8422.02022275132,59488.5037349256,0.0,59488.5037349256,1671.659856878309,1682.072861693121
2025-02-11,84874.03054914957,22078.535430017713,17948.34281040958,5.541600000000017,5528.782396208108,58401.47798099255,28.397929200000082,58429.87591019255,1682.072861693121,1610.1516260317444
2025-02-12,84753.91817720546,23561.164561092486,19089.99382224681,0.0,5016.011305026451,57626.62548059587,0.0,57626.62548059587,1610.1516260317444,1604.0954840740708
2025-02-13,84035.20349078641,21035.732064089796,16900.99352550797,0.0,8570.985935537923,57066.2538151826,0.0,57066.2538151826,1604.0954840740708,1757.3726467460353
2025-02-14,36919.42068040608,20243.851970454692,16393.313682758777,0.0,3267.0805760435023,15622.598931793062,0.0,15622.598931793062,1757.3726467460353,1762.0464393121692
2025-02-15,36407.237175578615,19639.485122082107,16231.475019196032,0.0,3719.1359726925357,15831.69945112006,0.0,15831.69945112006,1762.0464393121692,1402.610805634919
2025-02-16,81507.54283203589,23279.88600953475,18725.979234318384,0.0,1576.2569568195215,55381.04387144787,0.0,55381.04387144787,1402.610805634919,1547.8646205291047
2025-02-17,80934.43688073123,21733.030834250196,17530.737375623612,0.0,5548.280255437979,54459.27851216314,0.0,54459.27851216314,1547.8646205291047,1628.9952873280433
2025-02-18,80249.95680066232,21597.670001734547,17285.797921119272,0.0,3846.696936713704,53725.880681172566,0.0,53725.880681172566,1628.9952873280433,1860.4561543121715
2025-02-19,79203.08805157187,22544.252052367847,18738.119341037007,39.18791666666664,2556.815873574369,52732.79455864586,196.09633499999984,52928.890893645854,1860.4561543121715,1330.150400291005
2025-02-20,79666.89422040308,23281.05938612581,18558.09141190476,1.2005833333331566,3951.993096182028,53618.853239031385,6.735872791665675,53625.58911182305,1330.150400291005,1663.0022790211706
2025-02-21,36068.532464983415,20356.19049150438,16474.888232047124,0.0,6626.9681721928255,15355.090440459859,0.0,15355.090440459859,1663.0022790211706,1678.1423524338647
2025-02-22,35635.91487433932,19036.47921601998,15275.039205767422,0.0,4029.7119807534336,15343.337651991005,0.0,15343.337651991005,1678.1423524338647,1838.7078626658263
2025-02-23,78658.0134288787,24159.861977568227,19762.47270215808,4.804857142857259,2733.5753272780707,52080.71943173898,22.695742714286258,52103.415174453265,1838.7078626658263,1624.280640079364
2025-02-24,77795.43280036427,21110.77989248627,16939.428731628162,43.80228809523794,5464.850310934742,51503.65910582917,217.3102404654755,51720.96934629464,1624.280640079364,1802.3950637301562
2025-02-25,77559.04208625869,20077.142856210095,16467.329443173032,0.0,8127.905439888297,50615.30414763618,0.0,50615.30414763618,1802.3950637301562,1574.7909196825403
2025-02-26,77727.63396976337,22951.406304345703,18201.159078615263,0.0,4162.5387106995895,50972.172999706425,0.0,50972.172999706425,1574.7909196825403,2007.5465062433866
2025-02-27,75918.03561462065,23740.171534477333,19382.002984259972,0.0,4603.282864403292,48568.0000758516,0.0,48568.0000758516,2007.5465062433866,1838.1420158730161
2025-02-28,35001.657457321984,19258.18891407995,15647.467828833818,0.0,8098.342822075855,14622.039919919178,0.0,14622.039919919178,1838.1420158730161,1784.436673174066
2025-03-01,34885.76418655603,17828.59158839063,14365.189740929254,0.0,7763.596405761318,14652.945739823595,0.0,14652.945739823595,1784.436673174066,1868.847168359795
2025-03-02,75348.41571195102,21211.041220279694,17496.306841950372,2439.0590547380934,1714.4333216931263,49326.72588695216,15184.01201201377,64510.737898965934,1868.847168359795,1518.443331111111
2025-03-03,76085.30074812517,23738.53091537769,19243.395003955935,1726.0201984523806,1299.038401822459,49685.95855724475,8714.337557667055,58400.296114911805,1518.443331111111,1501.5711505555555
2025-03-04,77664.3648556945,21696.693950915345,17299.265222146194,0.0,4067.478193592007,50887.746582499014,0.0,50887.746582499014,1501.5711505555555,1807.1899039947073
2025-03-05,78716.75400227816,20845.929653468556,16952.317185150765,0.0,8692.669517293705,50461.65578176252,0.0,50461.65578176252,1807.1899039947073,1732.6186086155556
2025-03-06,78134.37274429553,19863.603240405762,16043.21948679219,0.0,8373.334857348615,50726.276884423976,0.0,50726.276884423976,1732.6186086155556,1784.0620952116453
2025-03-07,34134.37397457051,16529.285609758954,13238.970176803106,0.0,9921.773008281327,14237.986243941381,0.0,14237.986243941381,1784.0620952116453,1950.4522808801435
2025-03-08,32262.79147166265,17856.834183673924,14401.74272509181,0.0,9744.560496413871,13634.617436642513,0.0,13634.617436642513,1950.4522808801435,2019.6666849735495
2025-03-09,75064.08036366774,22925.887023505766,18656.76605513491,0.0,7461.434345296888,47590.467010490174,0.0,47590.467010490174,2019.6666849735495,1923.224944867728
2025-03-10,73323.37314412932,22264.73891930594,18135.231038756858,0.0,1151.7938135802453,47921.06026617491,0.0,47921.06026617491,1923.224944867728,1811.233262513231
2025-03-11,73437.67320657005,21930.42542672625,17532.917521743508,0.0,5101.246501587307,46889.81835367039,0.0,46889.81835367039,1811.233262513231,2067.596677962962
2025-03-12,72385.2298096298,20644.342613508463,17073.24701548947,0.0,6378.599528277472,45692.148077173195,0.0,45692.148077173195,2067.596677962962,1677.230568465605
2025-03-13,71765.6765430056,22616.409896655958,18378.43871474371,715.6183836334719,697.7057280601454,46030.603327473116,3612.2621808636413,49642.865508336756,1677.230568465605,1611.5120146296306
2025-03-14,31188.610797325113,17323.35836628304,13702.240616165454,0.0,11538.067063874192,12768.630430053421,0.0,12768.630430053421,1611.5120146296306,1977.8227485449759
2025-03-15,31458.937184043716,17833.35722688777,15015.578898517191,0.0,7717.033705673138,13119.975928320511,0.0,13119.975928320511,1977.8227485449759,1343.867698835982
2025-03-16,72304.7144194468,22207.726207945838,17398.1935668647,0.0,4144.134845032324,45337.03819143857,0.0,45337.03819143857,1343.867698835982,1999.4951005820126
2025-03-17,71748.40419539703,19481.81807235484,15649.409239274093,0.0,10057.863928982953,43957.24121710798,0.0,43957.24121710798,1999.4951005820126,2144.8988776190454
2025-03-18,69730.09491876954,22213.55165397744,18314.677930769343,0.0,4705.262828894771,43240.43382930733,0.0,43240.43382930733,2144.8988776190454,1787.453220899474
2025-03-19,70500.67880482183,22236.665138910364,17553.30433596978,0.0,6351.847551881241,43137.501476139376,0.0,43137.501476139376,1787.453220899474,2296.780361507935
2025-03-20,69507.18756661472,19955.293660314834,16345.206744640725,0.0,3688.1388342739483,44071.65780624828,0.0,44071.65780624828,2296.780361507935,2095.2038284126993
2025-03-21,30807.36665985918,18942.18485331372,15717.144272231733,0.0,15548.86156211053,12644.199768222934,0.0,12644.199768222934,2095.2038284126993,1679.6765605820128
2025-03-22,31503.82088480558,17019.96167141402,13137.3807267025,0.0,11740.040206760725,13006.061776121574,0.0,13006.061776121574,1679.6765605820128,2400.552368518517
