date,slot,interval_start,load_kwh,pv_kwh,price,forecast_load_kwh,forecast_pv_kwh,planning_net_kwh,residual_count,grid_kwh,plan_charge_kwh,plan_discharge_kwh,plan_soc_kwh,reserve_kwh,soc_start_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_end_kwh,planned_cost,emergency_cost,total_cost
2025-02-01,0,2025-02-01 00:00:00,422.0303666666667,0.0,0.4276,549.2044214285714,0.0,545.7084441043085,21,595.2820761904761,2.199577437641719,4.413850793650816,9837.774036007811,9125.0,9840.698694973547,173.25170952380944,0.0,0.0,0.0,9996.625233544975,254.54261577904757,0.0,254.54261577904757
2025-02-01,1,2025-02-01 00:10:00,415.4073166666667,0.0,0.4248,554.7007976190476,0.0,551.8471532879819,21,607.5467500000001,2.220979365079372,0.7606297052154137,9838.927773319476,9125.0,9996.625233544975,192.1394333333334,0.0,0.0,0.0,10169.550723544975,258.08585940000006,0.0,258.08585940000006
2025-02-01,2,2025-02-01 00:20:00,410.7166666666667,0.0,0.4245,565.1219047619048,0.0,566.1066099773244,21,603.4016666666665,1.73746031746028,5.203594104308476,9834.709716378184,9150.0,10169.550723544975,192.68499999999983,0.0,0.0,0.0,10342.967223544974,256.14400749999993,0.0,256.14400749999993
2025-02-01,3,2025-02-01 00:30:00,430.29479999999995,0.0,0.4269,563.0484380952381,0.0,563.290121995465,21,598.1296809523809,2.744549546485251,6.379919841269877,9830.091011146385,9125.0,10342.967223544974,167.83488095238096,0.0,0.0,0.0,10494.018616402118,255.3415607985714,0.0,255.3415607985714
2025-02-01,4,2025-02-01 00:40:00,424.4105833333333,0.0,0.4272,568.2702190476191,0.0,567.7414340136054,21,622.2011761904763,3.462681519274394,1.5095611111111058,9831.530134390276,9125.0,10494.018616402118,197.790592857143,0.0,0.0,0.0,10672.030149973547,265.8043424685715,0.0,265.8043424685715
2025-02-01,5,2025-02-01 00:50:00,406.0516666666667,0.0,0.4271,583.4466666666667,0.0,583.3325056689342,21,652.2988095238095,2.8338662131519317,0.7314058956916153,9833.267940764677,9150.0,10672.030149973547,142.1887222516145,0.0,0.0,104.05842060552831,10800.0,278.596821547619,0.0,278.596821547619
2025-02-01,6,2025-02-01 01:00:00,436.7501833333333,0.0,0.4285,589.7838095238095,0.0,587.8679639455781,21,670.1015285714286,5.36755259089873,0.0,9838.098738096485,9200.0,10800.0,0.0,0.0,0.0,233.3513452380953,10800.0,287.1385049928572,0.0,287.1385049928572
2025-02-01,7,2025-02-01 01:10:00,451.7976833333333,0.0,0.4311,589.3473547619049,0.0,587.4545887755103,21,638.8304357142857,0.5340315192743706,1.9064062358276574,9836.461137312914,9175.0,10800.0,0.0,0.0,0.0,187.03275238095245,10800.0,275.39980083642854,0.0,275.39980083642854
2025-02-01,8,2025-02-01 01:20:00,446.08,0.0,0.4302,590.03,0.0,590.3616780045352,21,648.607619047619,3.490566893424021,3.4533106575963757,9835.765635675221,9200.0,10800.0,0.0,0.0,0.0,202.527619047619,10800.0,279.0309977142857,0.0,279.0309977142857
2025-02-01,9,2025-02-01 01:30:00,471.7663333333333,0.0,0.4279,596.1523928571429,0.0,596.7401566893425,21,652.3082261904764,5.1210390473538885,2.0120400226757003,9838.138970792645,9225.0,10800.0,0.0,0.0,0.0,180.54189285714307,10800.0,279.12268998690485,0.0,279.12268998690485
2025-02-01,10,2025-02-01 01:40:00,448.02596666666665,0.0,0.4312,597.1119238095238,0.0,596.025904648526,21,655.0933833333332,5.061962018140569,0.6866233560090655,9841.931821768962,9200.0,10800.0,0.0,0.0,0.0,207.0674166666666,10800.0,282.47626689333333,0.0,282.47626689333333
2025-02-01,11,2025-02-01 01:50:00,397.40333333333336,0.0,0.4333,593.150238095238,0.0,589.7438548752832,21,644.3882556127652,5.182075064862163,3.7347645488764027,9842.445950939695,9200.0,10800.0,0.0,0.0,0.0,246.98492227943183,10800.0,279.21343115701114,0.0,279.21343115701114
2025-02-01,12,2025-02-01 02:00:00,434.0906333333333,0.0,0.4311,596.2881357142858,0.0,591.4319275510204,21,622.4630642857144,0.6921818594104306,12.116459750566893,9829.606181556981,9225.0,10800.0,0.0,0.0,0.0,188.37243095238108,10800.0,268.34382701357146,0.0,268.34382701357146
2025-02-01,13,2025-02-01 02:10:00,490.5609166666666,0.0,0.4293,607.0321857142857,0.0,603.3612363945579,21,652.0609761904763,5.998146712018157,6.084712131519229,9828.243722340554,9250.0,10800.0,0.0,0.0,0.0,161.50005952380963,10800.0,279.9297770785715,0.0,279.9297770785715
2025-02-01,14,2025-02-01 02:20:00,503.22,0.0,0.4324,615.6459523809524,0.0,613.912471655329,21,675.559761904762,6.060351473922911,0.7673356009070285,9832.845443554967,9225.0,10800.0,0.0,0.0,0.0,172.33976190476199,10800.0,292.1120410476191,0.0,292.1120410476191
2025-02-01,15,2025-02-01 02:30:00,474.0728166666667,0.0,0.4367,613.0903738095238,0.0,610.7186540816326,21,660.3507357142856,3.498567120181384,3.3530292517006965,9832.268565905684,9225.0,10800.0,0.0,0.0,0.0,186.27791904761892,10800.0,288.3751662864285,0.0,288.3751662864285
2025-02-01,16,2025-02-01 02:40:00,461.38439999999997,0.0,0.4348,620.4478166666667,0.0,620.1738407029479,21,672.5206642857144,5.44906689342405,5.365867006802714,9831.210651657762,9275.0,10800.0,0.0,0.0,0.0,211.1362642857144,10800.0,292.41198483142864,0.0,292.41198483142864
2025-02-01,17,2025-02-01 02:50:00,476.94166666666666,0.0,0.4335,632.6238095238095,0.0,635.3323015873017,21,689.2185714285713,7.419195011337825,2.7728911564625953,9834.80693699412,9300.0,10800.0,0.0,0.0,0.0,212.27690476190463,10800.0,298.77625071428565,0.0,298.77625071428565
2025-02-01,18,2025-02-01 03:00:00,483.39955000000003,0.0,0.4357,624.6917761904762,0.0,623.980089569161,21,667.4460833333333,3.890370521541946,3.6383409288207456,9834.265669431483,9300.0,10800.0,0.0,0.0,0.0,184.04653333333323,10800.0,290.8062585083333,0.0,290.8062585083333
2025-02-01,19,2025-02-01 03:10:00,486.6019166666667,0.0,0.4374,625.6131119047619,0.0,623.0645473922903,21,671.1477547619046,3.0719052154194872,2.7997268707483403,9833.919576491196,9300.0,10800.0,0.0,0.0,0.0,184.5458380952379,10800.0,293.56002793285705,0.0,293.56002793285705
