date,slot,interval_start,load_kwh,pv_kwh,price,forecast_load_kwh,fc_in_effect_kwh,forecast_net_kwh,risk_net_kwh,residual_count,q0_kwh,qA_kwh,down_kwh,up_kwh,plan_ref_soc_kwh,reserve_kwh,stage_signal_kwh,ldr_delta_kwh,ldr_lambda,soc_start_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_end_kwh,retained_cost,down_cost,up_cost,emergency_cost,total_cost,stage,calibration_used
2025-01-01,0,2025-01-01 00:00:00,588.2882666666667,0.0,0.4276,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,6000.0,0.0,588.2882666666667,0.0,0.0,5346.34637037037,0.0,0.0,0.0,0.0,0.0,1,False
2025-01-01,1,2025-01-01 00:10:00,601.5881166666667,0.0,0.4248,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,5346.34637037037,0.0,601.5881166666667,0.0,0.0,4677.9151296296295,0.0,0.0,0.0,0.0,0.0,1,False
2025-01-01,2,2025-01-01 00:20:00,621.0933333333334,0.0,0.4245,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,4677.9151296296295,0.0,621.0933333333334,0.0,0.0,3987.811425925926,0.0,0.0,0.0,0.0,0.0,1,False
2025-01-01,3,2025-01-01 00:30:00,585.1051833333333,0.0,0.4269,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,3987.811425925926,0.0,585.1051833333333,0.0,0.0,3337.694555555556,0.0,0.0,0.0,0.0,0.0,1,False
2025-01-01,4,2025-01-01 00:40:00,583.7604166666666,0.0,0.4272,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,3337.694555555556,0.0,583.7604166666666,0.0,0.0,2689.0718703703706,0.0,0.0,0.0,0.0,0.0,1,False
2025-01-01,5,2025-01-01 00:50:00,631.1683333333334,0.0,0.4271,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,2689.0718703703706,0.0,631.1683333333334,0.0,0.0,1987.7737222222222,0.0,0.0,0.0,0.0,0.0,1,False
2025-01-01,6,2025-01-01 01:00:00,650.0534166666666,0.0,0.4285,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,1987.7737222222222,0.0,650.0534166666666,0.0,0.0,1265.4921481481483,0.0,0.0,0.0,0.0,0.0,1,False
2025-01-01,7,2025-01-01 01:10:00,652.8062666666666,0.0,0.4311,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,1265.4921481481483,0.0,58.942933333333485,593.8633333333331,0.0,1200.0,0.0,0.0,0.0,1280.0724149999994,1280.0724149999994,1,False
2025-01-01,8,2025-01-01 01:20:00,636.2133333333334,0.0,0.4302,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,1200.0,0.0,0.0,636.2133333333334,0.0,1200.0,0.0,0.0,0.0,1368.4948800000002,1368.4948800000002,1,False
2025-01-01,9,2025-01-01 01:30:00,588.8356,0.0,0.4279,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,1200.0,0.0,0.0,588.8356,0.0,1200.0,0.0,0.0,0.0,1259.8137662,1259.8137662,1,False
2025-01-01,10,2025-01-01 01:40:00,615.7768833333333,0.0,0.4312,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,1200.0,0.0,0.0,615.7768833333333,0.0,1200.0,0.0,0.0,0.0,1327.6149604666668,1327.6149604666668,1,False
2025-01-01,11,2025-01-01 01:50:00,677.455,0.0,0.4333,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,1200.0,0.0,0.0,677.455,0.0,1200.0,0.0,0.0,0.0,1467.7062575000002,1467.7062575000002,1,False
2025-01-01,12,2025-01-01 02:00:00,635.1118333333333,0.0,0.4311,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,1200.0,0.0,0.0,635.1118333333333,0.0,1200.0,0.0,0.0,0.0,1368.98355675,1368.98355675,1,False
2025-01-01,13,2025-01-01 02:10:00,640.8249166666667,0.0,0.4293,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,1200.0,0.0,0.0,640.8249166666667,0.0,1200.0,0.0,0.0,0.0,1375.5306836250002,1375.5306836250002,1,False
2025-01-01,14,2025-01-01 02:20:00,705.77,0.0,0.4324,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,1200.0,0.0,0.0,705.77,0.0,1200.0,0.0,0.0,0.0,1525.87474,1525.87474,1,False
