date,same_plan_initial_soc_kwh,settlement_cost,ldr_emergency_cost,beta1_emergency_cost,beta0_emergency_cost,ldr_total_cost,beta1_total_cost,beta0_total_cost
2025-02-01,2148.5983254415123,25122.92052040696,0.0,0.0,0.0,25122.92052040696,25122.92052040696,25122.92052040696
2025-02-02,2675.0626755555586,58916.993423196676,0.0,80.83289250000006,0.0,58916.993423196676,58997.82631569668,58916.993423196676
2025-02-03,2492.2249205555586,60197.56590312689,0.0,185.6338913182203,0.0,60197.56590312689,60383.19979444511,60197.56590312689
2025-02-04,2455.9810112962955,62681.18109442318,0.0,0.0,0.0,62681.18109442318,62681.18109442318,62681.18109442318
2025-02-05,2384.5401855555538,58143.48523037286,0.0,373.61135632267565,0.0,58143.48523037286,58517.09658669554,58143.48523037286
2025-02-06,2162.128652962963,62538.77743762014,0.0,4.282932500000498,0.0,62538.77743762014,62543.06037012014,62538.77743762014
2025-02-07,2200.8528837037047,24716.38806127337,0.0,0.0,0.0,24716.38806127337,24716.38806127337,24716.38806127337
2025-02-08,1896.414048518516,19359.16750467295,923.7728159332634,1573.4209361686237,923.7728159332634,20282.940320606212,20932.588440841573,20282.940320606212
2025-02-09,1649.1427701851856,56857.035336288434,0.0,256.2580036858565,0.0,56857.035336288434,57113.29333997429,56857.035336288434
2025-02-10,1509.2359772222212,54212.321237775555,0.0,222.64922719999942,0.0,54212.321237775555,54434.97046497555,54212.321237775555
2025-02-11,1517.3820800000024,54106.16007220863,283.9349582909421,1465.7386739889373,283.9349582909421,54390.09503049957,55571.89874619757,54390.09503049957
2025-02-12,1520.2362664814812,54446.26507903356,0.0,75.03466499999968,0.0,54446.26507903356,54521.29974403356,54446.26507903356
2025-02-13,1539.8787200000002,50456.938687559894,101.50603793917895,400.38953032413883,101.50603793917895,50558.444725499074,50857.32821788403,50558.444725499074
2025-02-14,1659.9019477777783,19413.684048331575,0.0,1546.350351622911,0.0,19413.684048331575,20960.034399954486,19413.684048331575
2025-02-15,1651.3830856454836,19992.6444847155,0.0,287.09107642529534,0.0,19992.6444847155,20279.735561140795,19992.6444847155
2025-02-16,1440.7669738617744,54599.89391237524,0.0,685.0497414229941,0.0,54599.89391237524,55284.94365379824,54599.89391237524
2025-02-17,1554.8864131481523,53799.501751222655,0.0,626.4687078503972,0.0,53799.501751222655,54425.970459073054,53799.501751222655
2025-02-18,1620.6794309259321,48078.41068382689,7.567044988885594,1104.141242080821,7.567044988885594,48085.97772881578,49182.55192590771,48085.97772881578
