date,q0_kwh,qA_kwh,down_kwh,up_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,retained_cost,down_cost,up_cost,emergency_cost,total_cost,soc_start_kwh,soc_end_kwh
2025-01-01,0.0,0.0,0.0,0.0,0.0,4320.0,87715.17001666667,0.0,0.0,0.0,0.0,355796.33697628335,355796.33697628335,6000.0,1200.0
2025-01-02,82335.87465581212,95493.39697066197,0.0,13157.522314849852,23239.38167212663,18751.47639292257,12298.443685568063,10418.6961103593,51011.32056371021,0.0,10347.141609662714,52649.89609993503,114008.35827330795,1200.0,1280.469735
2025-01-03,79278.30944480198,86540.89323337848,0.0,7262.583788576491,18945.282737873014,9754.726300343806,0.0,31845.395429182594,49045.62918878109,0.0,5933.179481665816,0.0,54978.8086704469,1280.469735,7492.639420925928
2025-01-04,70935.0550305006,80788.77018501727,0.0,9853.715154516665,11114.470708396679,9382.918103134643,0.0,34291.61521308857,45030.30108272918,0.0,9090.936746449172,0.0,54121.237829178346,7492.639420925928,7070.198499444443
2025-01-05,71821.54424998829,85858.59154094182,0.0,14037.047290953526,17072.19046711428,19111.652927862564,12998.445127482242,9860.788829172348,45514.62198990837,0.0,11416.877528263989,54832.989626582326,111764.4891447547,7070.198499444443,1200.0
2025-01-06,79374.48212774882,93917.31273252223,0.0,14542.830604773406,22865.036459129158,18510.783059894617,11582.51290489181,10513.091138179503,49043.462724663645,0.0,12144.387383931326,49869.78337619785,111057.63348479282,1200.0,1210.9960800000001
2025-01-07,77436.47765421293,93449.6976588086,0.0,16013.220004595669,23220.335371145364,18818.368122627744,11751.022893046707,8231.852353337687,47595.27982648765,0.0,13862.604174189233,51154.371437755646,112612.25543843253,1210.9960800000001,1200.0
2025-01-08,101791.44914182024,114439.91455858113,0.0,12648.4654167609,24248.91105069867,19303.043686732584,654.5417865250279,20622.587664473413,65438.86249159309,0.0,9894.5897092839,2050.27224440152,77383.72444527851,1200.0,1576.1936270370377
2025-01-09,96137.70712551636,97887.65765264852,324.8803993068052,2074.830926438961,24771.132832713178,19933.178041331008,332.9895472685079,2291.1362918681843,61099.042593873746,79.90775372409958,2585.7690082633217,1297.3435441998354,65062.062900061006,1576.1936270370377,1722.2375750000008
2025-01-10,55983.020685213334,50071.40883530946,5911.611849903869,0.0,20778.460828123607,16996.75757584679,683.2186519909604,1482.257518356944,26182.869505495197,1797.3559294485312,0.0,3425.9068674823866,31406.132302426115,1722.2375750000008,1537.5661249259258
2025-01-11,50210.920166190954,50641.43386500815,724.6949242355538,1155.208623052749,21143.380167064588,16971.345525275123,84.59190404260761,1688.104510594627,26258.447550733075,164.11052110851395,967.2853831694465,312.36879261000604,27702.212247621042,1537.5661249259258,1709.5576916450361
2025-01-12,99682.2625207667,98495.37700449048,3709.482369822579,2522.5968535463608,24002.161414901784,19520.973048495278,24.543376067039116,3172.843614151021,61167.508171574504,1373.9319580319002,3271.1028362516613,106.36067791166423,65918.90364376974,1709.5576916450361,1621.5329111729957
2025-01-13,99025.61942254272,95040.5107196611,3985.108702881618,0.0,24087.737485310932,19884.279690624215,188.13480336059274,2751.2307616683065,60612.092516636345,1531.3277168867369,0.0,1033.8052536110322,63177.225487134114,1621.5329111729957,1206.852547259261
2025-01-14,97719.00850034872,96638.99593740026,1080.0125629484583,0.0,25269.42531983665,20422.798419767696,349.00513673779756,2861.0612407357767,61489.11656167058,475.51385328637764,0.0,1274.3333607321938,63238.963775689146,1206.852547259261,1257.337090925926
2025-01-15,94061.43466372228,96930.69046885196,2.0057734256856747,2871.2615785553603,25551.597081227545,20481.303730427644,730.9484458883962,2521.0026306071195,59631.37686606391,0.8624825730448401,2800.418528654928,3385.00251587673,65817.66039316861,1257.337090925926,1496.770319111111
2025-01-16,94375.81013551337,95240.526743111,0.0,864.7166075976253,25217.069618135585,20288.385124822278,268.6355261381023,1506.3263259357905,60066.07314501376,0.0,984.1886633271681,1371.4656933168735,62421.727501657806,1496.770319111111,1649.4828367417194
2025-01-17,51076.97341613741,48586.583701598065,2490.3897145393457,0.0,20035.245859767958,16379.528473702414,45.57038791935331,2287.3232367852042,25640.669545047254,745.2653257976165,0.0,177.40830356607557,26563.343174410948,1649.4828367417194,1481.7280286413084
2025-01-18,54777.683688749166,49122.24566682831,5655.438021920858,0.0,19993.489674995057,16030.021459989835,162.2178765712624,2078.486311727685,25929.6760896674,1554.401306104579,0.0,678.4729436459987,28162.550339417976,1481.7280286413084,1664.7337805925945
2025-01-19,93691.83903720696,96229.64586069935,0.0,2537.8068234924003,25724.31433649175,20711.525463091642,77.14913502384115,2610.8666556564235,59505.90387747886,0.0,2520.2147420898364,260.9500995276487,62287.068719096336,1664.7337805925945,1803.8106133333347
2025-01-20,95027.00250559875,94664.15362376787,481.2041284616559,118.35524663077751,25166.959038744448,20194.631433316335,576.0566072736899,2200.8060756134473,60273.9440271698,223.1577572553962,165.3889370872778,2730.667427845632,63393.1581493581,1803.8106133333347,2015.5943778518526
2025-01-21,95496.92521430996,91758.78316256683,3738.142051743123,0.0,24375.580107988393,19589.032467918558,20.272242081669347,3516.60308124534,57926.22104645083,1453.5614568129515,0.0,77.42204658178471,59457.20454984557,2015.5943778518526,2188.0248440207893
2025-01-22,98257.67278775215,95859.43018976292,2413.6590106626354,15.416412673411969,24461.70890266669,20415.759163345392,143.74468490409447,3058.460768679049,61026.82408214586,980.5197754563667,26.863869904054027,812.213873496654,62846.421601002934,2188.0248440207893,1519.3860082592594
2025-01-23,95686.39116269008,96605.21693593552,88.57247936759109,1007.3982526130196,25558.920499012136,20265.170468533164,42.98407849551856,1788.5253839520622,60749.03556152303,30.253031751202258,1294.4727757787123,149.68231728349053,62223.44368633644,1519.3860082592594,2005.558381222224
2025-01-24,45823.391897886846,45387.766210811955,435.6256870748902,0.0,20393.666528942973,16585.69420388062,180.03863463158723,1930.4193703811898,23890.441993406297,175.86073664574792,0.0,510.7469264702009,24577.049656522246,2005.558381222224,1931.3091418479812
2025-01-25,45718.39268391517,45384.66557142419,1956.9805054606875,1623.2533929697129,19937.610921945576,16135.645209817741,179.9927513594625,3323.117143989157,23207.39761115853,486.3617870383912,1141.345530150462,656.2412094373298,25491.346137784712,1931.3091418479812,1946.6642940237334
2025-01-26,101434.55076605169,94947.82027882546,6490.098256702325,3.367769476099056,24363.46179905218,19886.283623886957,165.74388564110683,2937.3959559680093,60062.40816235299,2413.97005588883,5.86850670057641,749.2488108685865,63231.49553581098,1946.6642940237334,1777.909219962965
2025-01-27,91368.23505729226,90506.79978208194,979.9626625042835,118.52738729397754,22976.066394530073,18687.882020769357,230.30761337015252,2254.006238358052,57315.3561013613,266.4902813141273,136.83810624383852,1105.5894739932728,58824.273962912535,1777.909219962965,1692.0556186296283
2025-01-28,96933.43172410422,92894.15169782183,4068.7476890901767,29.46766280778934,24964.481383023474,20288.05160428235,668.0062968324636,1905.3288492464928,58226.65249374728,1420.3014211289658,51.348875825713314,3364.871938582204,63063.17472928416,1692.0556186296283,1617.8093030370364
2025-01-29,90419.04523589736,88776.95712325186,1967.2471001071053,325.1589874616119,23896.014560003692,18688.638622684877,70.73449460355943,2255.1146305366055,55378.70307021755,639.6724780884431,253.3803803345495,369.3049027482096,56641.06083138875,1617.8093030370364,2359.068381834943
2025-01-30,89955.00344388654,90808.34867476339,0.0,853.3452308768475,23297.403237889503,19311.32812350861,0.0,3079.6907770491657,57000.82036370695,0.0,888.15756930716,0.0,57888.97793301411,2359.068381834943,1869.700047592592
2025-01-31,45256.44902589431,45030.9269570436,836.0964017506016,610.5743328998842,19976.291411345555,16185.42315796003,0.0,2475.7356536580714,23091.93403095572,280.3969064124607,426.97463295325474,0.0,23799.305570321434,1869.700047592592,1864.5588089591208
2025-02-01,47326.11956594838,43391.30086789451,3934.81869805387,0.0,18980.438170595382,14941.133942206432,0.0,4973.8207061722305,22898.138692717574,1180.276358283989,0.0,0.0,24078.415051001564,1864.5588089591208,2345.693226710042
2025-02-02,93179.22738865743,87597.11116017411,5592.396048108069,10.27981962475451,22711.818972527264,18451.667494665144,0.0,4980.681732311989,55174.10146761189,1950.158328140066,17.91309968711597,0.0,57142.172895439064,2345.693226710042,2284.477530134421
2025-02-03,95130.83953023207,88444.96804492439,6685.8714853076835,0.0,23493.408712046956,19100.894123712347,0.0,3835.5369565897768,55364.60600450023,2466.131575623985,0.0,0.0,57830.737580124216,2284.477530134421,2205.3296779629636
2025-02-04,98122.17342172233,91118.42597049545,7003.74745122689,0.0,23309.24569685648,18935.99459095375,0.0,5550.310914592711,57562.34343940946,2619.324496173519,0.0,0.0,60181.66793558298,2205.3296779629636,2143.6568151851843
2025-02-05,92112.42451651476,88722.31170490061,3406.3883512375346,16.275539623380382,23265.26788212312,19000.740381019725,0.0,3709.3572204638785,55652.94671079013,1302.8403853098812,28.360941570721486,0.0,56984.14803767073,2143.6568151851843,1970.4641524074082
2025-02-06,98124.5032683481,88743.93267456218,9380.570593785922,0.0,23014.17278837095,18624.1759504138,5.096551549355809,4087.975171487718,55892.2671754936,3369.062946696046,0.0,29.603319674433212,59290.93344186408,1970.4641524074082,1989.69082814815
2025-02-07,47120.7767844467,42052.801425620884,5067.975358825817,0.0,18168.683509367664,15047.934579475726,28.215550000001315,7154.588379062283,22015.368868072543,1400.9773278781934,0.0,172.48165715000803,23588.82785310074,1989.69082814815,1621.5786760504643
2025-02-08,37185.84154671185,37130.68331313682,55.158234541351874,9.663241978136905e-07,18428.02727731203,14901.894409901495,206.2743503491804,2233.6620794087994,19430.820087644308,29.625487772160092,1.0000005961074976e-06,1260.9551036845396,20721.40068010101,1621.5786760504643,1649.1427701851856
2025-02-09,90058.27853579479,86632.64128908428,3425.637246710507,0.0,22785.123991458102,18678.086230081062,0.0,2970.1875610405737,54314.177948571596,1271.428693858419,0.0,0.0,55585.606642430015,1649.1427701851856,1402.325217962964
2025-02-10,86614.27076569009,81225.20703013481,5389.063735555272,0.0,24114.645892490942,19592.33944708433,0.0,2376.2630013948688,50228.055454891284,2017.7380182847266,0.0,0.0,52245.79347317601,1402.325217962964,1336.2404688888885
2025-02-11,86345.943672697,81189.14674818098,5156.796924516007,0.0,24200.55590522994,19436.854065402924,186.9572996650714,1391.805074685707,50129.02084422119,2031.953029854836,0.0,1082.5605029730411,53243.534377049065,1336.2404688888885,1520.2362664814812
2025-02-12,86721.35041017138,81023.31124958718,5698.039160584207,0.0,24211.86020892682,19717.207927564057,126.61132025445393,1388.534155145527,50128.54640937784,2158.8593348278623,0.0,793.1704597623911,53080.57620396809,1520.2362664814812,1402.9016461111107
2025-02-13,81739.93846218895,78281.62499447302,3458.313467715927,0.0,23582.409108004365,18956.544239316863,75.8857013565752,2402.166810475431,48007.86765087551,1257.3415275385844,0.0,348.1076240010143,49613.31680241511,1402.9016461111107,1564.2429107407409
2025-02-14,37019.117077809526,36814.971670449464,260.575597053362,56.43018969329942,17945.940056294046,14457.78528818391,0.0,3525.0150856726596,19352.067893979594,53.587371534023895,62.3690003355363,0.0,19468.024265849155,1564.2429107407409,1651.3830856454836
2025-02-15,37613.87875765172,36276.41488953168,1337.4638681200345,0.0,17398.041339532447,14451.446652935556,175.6851144875502,4225.414217422342,19040.861352841523,475.89156593699016,0.0,805.1242079141334,20321.877126692645,1651.3830856454836,1252.4573435185184
2025-02-16,87405.75787697366,80219.9916343646,7185.766242609045,0.0,24098.957821576285,19369.82155614346,640.993600546175,754.4698694779578,49262.33119944737,2713.881512931139,0.0,3923.0007385215213,55899.21345090003,1252.4573435185184,1419.4954316666672
2025-02-17,86963.48832276592,76699.55022661926,10263.938096146645,0.0,22563.16043654502,18200.164688268127,313.58190531034194,1466.2732169860506,46786.57441078294,3538.889810284671,0.0,2104.84132228171,52430.30554334932,1419.4954316666672,1503.9346153703705
2025-02-18,77603.05619445631,76881.32233012821,721.7338674519892,3.1238924975696136e-06,22329.59928838568,18019.680473092405,271.68523711583856,751.7009686174465,47468.7347764137,332.7983370321509,3.5818551377133184e-06,1890.788519249997,49692.32163627771,1503.9346153703705,1578.7067825925926
2025-02-19,77870.67715826302,78149.06878124518,360.46156917069226,638.8531921528531,23640.263746921766,19459.48007783996,75.83324123291902,1164.7909700629598,48072.382928471576,144.61368875443202,497.14212438024293,335.6796183253413,49049.81835993159,1578.7067825925926,1233.2996238888918
2025-02-20,81273.34082421994,77413.68164854679,3859.6591756731436,0.0,23081.836502794722,18505.617596705684,82.86095577344292,1927.1899648978651,47278.77687054519,1333.34835585041,0.0,380.6441771412786,48992.76940353688,1233.2996238888918,1445.1551467311529
2025-02-21,35293.842227829235,35039.582607851145,254.2596199780897,0.0,17527.884419131635,14218.052612926975,0.0,6169.488768313154,18186.361261105216,136.56284189023197,0.0,0.0,18322.92410299545,1445.1551467311529,1422.4148873640986
2025-02-22,35713.042114443386,35156.45085653889,556.5912588708188,9.663231636010067e-07,17381.193321721217,13870.894805375858,0.0,3801.3894568602,18479.772234486023,225.25167627954505,9.999995258525018e-07,0.0,18705.02391176557,1422.4148873640986,1653.3835376066838
2025-02-23,79946.20749399431,77153.04395412732,2967.4976110192274,174.3340711522469,23608.52325951565,19358.320449887025,36.76476588028186,1407.752227045656,46983.25578015781,1092.9782571376468,124.13157766768491,234.31801040661284,48434.683625369755,1653.3835376066838,1391.8095268518518
2025-02-24,76910.5841102999,74798.4667436355,2112.1173688218046,2.1573975459432404e-06,22029.897709491266,17671.103644022598,46.37015137028061,2283.0092128704387,46001.105752363845,829.3976633831562,2.7830428342667803e-06,214.48406303409166,47044.98748156414,1391.8095268518518,1584.1578609244332
2025-02-25,80012.43004477986,72822.49633597102,7189.933708808827,0.0,21502.17541708571,17685.060355709553,50.2891899594141,3234.3472312209474,44308.698465656045,2511.2580163547805,0.0,236.14782917210357,47056.10431118293,1584.1578609244332,1286.0486744020775
2025-02-26,73924.08862029781,75948.30787369912,0.0,2024.2192534013143,23536.51124860867,18316.588300590596,0.0,1913.5368923477117,45117.085952067086,0.0,1669.0064183503755,0.0,46786.092370417464,1286.0486744020775,2117.144019715889
2025-02-27,74062.92573608342,73074.700952398,988.2247836854183,0.0,22952.155652247995,18843.5619998958,41.24932140534097,2050.7724214511363,44961.0711965961,305.3444374774382,0.0,197.5802237597885,45463.99585783333,2117.144019715889,1836.7929957437511
2025-02-28,34283.68455154945,33879.73055631993,403.9539952295145,0.0,16462.1210810948,13589.872396022833,50.832302221205225,7765.720623469172,17701.41855717046,202.51265931811218,0.0,250.8828276127584,18154.81404410133,1836.7929957437511,1552.8437509259263
2025-03-01,39878.91648431281,38552.43644524631,1326.4800390664918,0.0,15948.374019483868,12911.358059241136,16.209833333334437,11872.864385003584,19882.98760754153,444.8333600852523,0.0,74.3917567333385,20402.21272436012,1552.8437509259263,1560.4269693045858
2025-03-02,84025.63849816551,80452.15216049438,4124.002308560119,550.5159708889977,22411.0296250137,18180.87087917525,0.0,3863.686347989272,49322.28791660796,1322.6633852062903,678.8907773070962,0.0,51323.84207912134,1560.4269693045858,1529.3859882888594
2025-03-03,86065.39634834189,79034.37913856475,7390.955973970093,359.93876419294236,22859.012431857573,18446.833823264602,0.0,2605.0538966384415,48661.63040928321,2412.96199127797,439.6898501406115,0.0,51514.28225070179,1529.3859882888594,1606.0151511111117
2025-03-04,77165.2608900736,75543.3441473822,1945.7434050319687,323.8266623405783,21725.13277784604,17726.32592549615,0.0,2345.079361698977,46294.81377641172,649.7549311732944,342.0339968489258,0.0,47286.60270443394,1606.0151511111117,1462.7169561768217
2025-03-05,81174.95935748797,73067.90809071939,8107.0512667685825,0.0,21701.770034785768,17504.134369068943,96.56899999999871,2836.36940833589,44603.60844202754,2671.2512357886385,0.0,673.665343999991,47948.52502181617,1462.7169561768217,1545.2717996296296
