date,strategy,initial_soc_kwh,final_soc_kwh,residual_count,q0_cost_face,settlement_cost,retained_cost,down_cost,up_cost,emergency_cost,total_cost,down_kwh,up_kwh,calibration_count,calibration_seconds,day_seconds,cal_0_update_slot,cal_0_method,cal_0_accepted_search,cal_0_evaluations,cal_0_selected_score,cal_1_update_slot,cal_1_method,cal_1_accepted_search,cal_1_evaluations,cal_1_selected_score,cal_2_update_slot,cal_2_method,cal_2_accepted_search,cal_2_evaluations,cal_2_selected_score
2025-01-01,M612,6000.0,1200.0,0,0.0,0.0,0.0,0.0,0.0,355796.33697628335,355796.33697628335,0.0,0.0,1,0.0,0.034855800004152115,0,zero_plan_cold_start,False,0,,,,,,,,,,,
2025-01-02,M612,1200.0,1280.469735,0,51011.320563710215,61358.46217337293,51011.32056371021,0.0,10347.141609662714,52649.89609993504,114008.35827330797,0.0,13157.522314849852,3,0.024624600002425723,0.16314499999862164,0,zero_parameter_warmup,False,2,-4455.6,0.0,zero_parameter_warmup,False,2.0,-2734.239489173863,0.0,zero_parameter_warmup,False,2.0,-495.06666666665
2025-01-03,M612,1280.469735,7492.639420925928,0,49045.62918878108,54978.8086704469,49045.62918878108,0.0,5933.179481665815,0.0,54978.8086704469,0.0,7262.58378857649,3,0.022825599990028422,0.1491727999964496,0,zero_parameter_warmup,False,2,-4455.6,0.0,zero_parameter_warmup,False,2.0,-2970.4505505623592,0.0,zero_parameter_warmup,False,2.0,-495.0666666666498
2025-01-04,M612,7492.639420925928,7070.198499444443,0,45030.30108272918,54121.23782917835,45030.30108272918,0.0,9090.936746449172,0.0,54121.23782917835,0.0,9853.715154516665,3,0.027080300002126023,0.15550290000101086,0,zero_parameter_warmup,False,2,-4455.6,0.0,zero_parameter_warmup,False,2.0,-2599.099999999996,0.0,zero_parameter_warmup,False,2.0,-495.066666666654
2025-01-05,M612,7070.198499444443,1200.0,0,45514.62198990837,56931.499518172364,45514.62198990838,0.0,11416.877528263987,54832.989626582326,111764.48914475468,0.0,14037.047290953526,3,0.0258929999981774,0.1535887999998522,0,zero_parameter_warmup,False,2,-4455.6,0.0,zero_parameter_warmup,False,2.0,-2601.359867943326,0.0,zero_parameter_warmup,False,2.0,-495.0666666666606
2025-01-06,M612,1200.0,1210.9960800000001,0,49043.462724663645,61187.85010859498,49043.462724663645,0.0,12144.387383931324,49869.78337619785,111057.63348479284,0.0,14542.830604773406,3,0.02644650000729598,0.1742314000002807,0,zero_parameter_warmup,False,2,-4455.6,0.0,zero_parameter_warmup,False,2.0,-2599.099999999999,0.0,zero_parameter_warmup,False,2.0,-495.0666666666576
2025-01-07,M612,1210.9960800000001,1200.0,0,47595.27982648765,61457.88400067689,47595.27982648765,0.0,13862.604174189233,51154.371437755646,112612.25543843253,0.0,16013.220004595669,3,0.02431540000543464,0.17817210000066552,0,zero_parameter_warmup,False,2,-4455.6,0.0,zero_parameter_warmup,False,2.0,-2599.3980457408165,0.0,zero_parameter_warmup,False,2.0,-495.06666666666047
2025-01-08,M612,1200.0,1576.1936270370377,0,65438.8624915931,75333.45220087699,65438.86249159309,0.0,9894.5897092839,2050.27224440152,77383.72444527851,0.0,12648.4654167609,3,0.028737100001308136,0.16928480000206036,0,zero_parameter_warmup,False,2,-4455.6,0.0,zero_parameter_warmup,False,2.0,-2770.082613558123,0.0,zero_parameter_warmup,False,2.0,-495.06666666666246
2025-01-09,M612,1576.1936270370377,1722.2375750000008,1,61258.85810132195,63764.71935586117,61099.042593873746,79.90775372409959,2585.7690082633217,1297.3435441998356,65062.062900061006,324.8803993068052,2074.830926438961,3,0.02571449999959441,0.15523530000064056,0,zero_parameter_warmup,False,2,-4455.6,0.0,zero_parameter_warmup,False,2.0,-2608.4982762764794,0.0,zero_parameter_warmup,False,2.0,-732.1784177616878
2025-01-10,M612,1722.2375750000008,1537.5661249259258,2,29777.58136439226,27980.225434943728,26182.869505495197,1797.3559294485312,0.0,3425.9068674823866,31406.132302426115,5911.611849903869,0.0,3,0.03298770000401419,0.18414459999621613,0,zero_parameter_warmup,False,2,-4417.1942370083325,0.0,zero_parameter_warmup,False,2.0,-2277.6139071822085,0.0,zero_parameter_warmup,False,2.0,-290.0520973486325
2025-01-11,M612,1537.5661249259258,1709.5576916450361,3,26586.668592950104,27389.843455011036,26258.447550733075,164.11052110851395,967.2853831694465,312.3687926100061,27702.212247621042,724.6949242355538,1155.208623052749,3,0.019569799995224457,0.14093980000325246,0,zero_parameter_warmup,False,2,-4417.960337372222,0.0,zero_parameter_warmup,False,2.0,-2674.5532840177075,0.0,zero_parameter_warmup,False,2.0,-347.2768964190727
2025-01-12,M612,1709.5576916450361,1621.5329111729957,4,63915.3720876383,65812.54296585807,61167.508171574504,1373.9319580319002,3271.1028362516613,106.36067791166423,65918.90364376974,3709.482369822579,2522.5968535463608,3,0.024301500008732546,0.13741899999877205,0,zero_parameter_warmup,False,2,-4439.4807839975,0.0,zero_parameter_warmup,False,2.0,-1769.3034249699692,0.0,zero_parameter_warmup,False,2.0,-48.57016389787188
2025-01-13,M612,1621.5329111729957,1206.852547259261,5,63674.747950409816,62143.42023352307,60612.092516636345,1531.3277168867369,0.0,1033.8052536110322,63177.22548713411,3985.108702881618,0.0,3,0.030000999991898425,0.1936243000018294,0,zero_parameter_warmup,False,2,-4428.559961073462,0.0,zero_parameter_warmup,False,2.0,-1926.5484948182348,0.0,zero_parameter_warmup,False,2.0,31.579321992193513
2025-01-14,M612,1206.852547259261,1257.337090925926,6,62440.14426824334,61964.630414956955,61489.11656167058,475.51385328637764,0.0,1274.3333607321938,63238.963775689146,1080.0125629484583,0.0,3,0.029031099991698284,0.1874457000012626,0,zero_parameter_warmup,False,2,-4437.4688044951945,0.0,zero_parameter_warmup,False,2.0,-2315.0921718607246,0.0,zero_parameter_warmup,False,2.0,-95.07904568158824
2025-01-15,M612,1257.337090925926,1496.770319111111,7,59633.10183121,62432.65787729188,59631.37686606391,0.8624825730448401,2800.418528654928,3385.0025158767294,65817.66039316861,2.0057734256856747,2871.2615785553603,3,0.02556390000245301,0.17733099999895785,0,zero_parameter_warmup,False,2,-4417.475183673938,0.0,zero_parameter_warmup,False,2.0,-1994.9985469680448,0.0,zero_parameter_warmup,False,2.0,-108.278858041426
2025-01-16,M612,1496.770319111111,1649.4828367417194,8,60066.07314501377,61050.26180834093,60066.07314501376,0.0,984.188663327168,1371.4656933168735,62421.727501657806,0.0,864.7166075976253,3,0.026315800001611933,0.1802778000055696,0,zero_parameter_warmup,False,2,-4411.920082235925,0.0,zero_parameter_warmup,False,2.0,-1915.4319671766184,0.0,zero_parameter_warmup,False,2.0,-362.6193727761611
2025-01-17,M612,1649.4828367417194,1481.7280286413084,9,27131.200196642487,26385.934870844874,25640.669545047258,745.2653257976166,0.0,177.40830356607557,26563.34317441095,2490.3897145393457,0.0,3,0.021845099996426143,0.18534350000118138,0,zero_parameter_warmup,False,2,-4409.297796875175,0.0,zero_parameter_warmup,False,2.0,-2421.2241954184674,0.0,zero_parameter_warmup,False,2.0,-99.5776483588751
2025-01-18,M612,1481.7280286413084,1664.7337805925945,10,29038.478701876556,27484.077395771976,25929.676089667395,1554.401306104579,0.0,678.4729436459986,28162.550339417976,5655.438021920858,0.0,3,0.0227497000087169,0.15777479999815114,0,zero_parameter_warmup,False,2,-4417.469812183833,0.0,zero_parameter_warmup,False,2.0,-2729.0638926496677,0.0,zero_parameter_warmup,False,2.0,-189.10200896023463
