date,strategy,initial_soc_kwh,final_soc_kwh,residual_count,q0_cost_face,settlement_cost,retained_cost,down_cost,up_cost,emergency_cost,total_cost,down_kwh,up_kwh,calibration_count,calibration_seconds,day_seconds,cal_0_update_slot,cal_0_method,cal_0_accepted_search,cal_0_evaluations,cal_0_selected_score,cal_0_nit,cal_0_success,cal_0_termination
2025-02-01,M0,2082.843715256331,2636.9435522222284,21,20575.8576974152,20575.8576974152,20575.8576974152,0.0,0.0,0.0,20575.8576974152,0.0,0.0,1,0.5700863000092795,0.7661823999951594,0,differential_evolution_bounded_direct_search,True,316,-463.2614312453908,,,
2025-02-02,M0,2636.9435522222284,2500.2293103703732,21,65724.19047942624,65724.19047942622,65724.19047942622,0.0,0.0,0.0,65724.19047942622,0.0,0.0,1,1.6683040000061737,2.067190899993875,0,differential_evolution_bounded_direct_search,True,316,-145.97081335756945,,,
2025-02-03,M0,2500.2293103703732,2438.6923446296287,21,68395.3953054547,68395.39530545469,68395.39530545469,0.0,0.0,0.0,68395.39530545469,0.0,0.0,1,0.9393915999971796,1.2848006999993231,0,differential_evolution_bounded_direct_search,True,316,-213.0552060106649,,,
2025-02-04,M0,2438.6923446296287,2397.6428453703684,21,71300.04682515701,71300.046825157,71300.046825157,0.0,0.0,0.0,71300.046825157,0.0,0.0,1,0.8480441000137944,1.063278999994509,0,differential_evolution_bounded_direct_search,True,316,6.435996877948918,,,
2025-02-05,M0,2397.6428453703684,2168.1988011111116,21,65936.1402817829,65936.1402817829,65936.1402817829,0.0,0.0,0.0,65936.1402817829,0.0,0.0,1,1.3677344000025187,1.7279082000022754,0,differential_evolution_bounded_direct_search,True,316,-126.5774546649809,,,
2025-02-06,M0,2168.1988011111116,2217.6556661433806,21,71453.31435474998,71453.31435474998,71453.31435474998,0.0,0.0,0.0,71453.31435474998,0.0,0.0,1,0.40979829999560025,1.0023045000125421,0,differential_evolution_bounded_direct_search,True,316,-262.0711980662743,,,
2025-02-07,M0,2217.6556661433806,1830.8327813323729,21,19990.891774575553,19990.891774575553,19990.891774575553,0.0,0.0,0.0,19990.891774575553,0.0,0.0,1,0.719757099999697,1.1555063999985578,0,differential_evolution_bounded_direct_search,True,316,-429.2984749668032,,,
2025-02-08,M0,1830.8327813323729,1669.7528181481493,21,15789.289806270986,15789.289806270985,15789.289806270985,0.0,0.0,749.989282754243,16539.27908902523,0.0,0.0,1,0.6985772999905748,0.8755896999937249,0,differential_evolution_bounded_direct_search,True,316,-537.638780603366,,,
2025-02-09,M0,1669.7528181481493,1671.639790740744,21,63979.7320074875,63979.7320074875,63979.7320074875,0.0,0.0,0.0,63979.7320074875,0.0,0.0,1,0.7415841000038199,0.9019229999976233,0,differential_evolution_bounded_direct_search,True,316,-294.4630910596215,,,
2025-02-10,M0,1671.639790740744,1682.048684444446,21,59124.080277517074,59124.080277517074,59124.080277517074,0.0,0.0,0.0,59124.080277517074,0.0,0.0,1,0.6167137999873376,0.8637874999985797,0,differential_evolution_bounded_direct_search,True,316,-223.75839913860926,,,
2025-02-11,M0,1682.048684444446,1610.1613985185152,21,59399.605283269746,59399.605283269746,59399.605283269746,0.0,0.0,28.397929200000082,59428.003212469746,0.0,0.0,1,1.1781137000070885,1.3423892999999225,0,differential_evolution_bounded_direct_search,True,316,-44.304182425343505,,,
2025-02-12,M0,1610.1613985185152,1604.1103301851815,21,59531.64223037195,59531.642230371945,59531.642230371945,0.0,0.0,0.0,59531.642230371945,0.0,0.0,1,0.8452218000020366,1.1215372000006028,0,differential_evolution_bounded_direct_search,True,316,-144.61209787691593,,,
2025-02-13,M0,1604.1103301851815,1757.3918538888913,21,54967.63499952918,54967.63499952919,54967.63499952919,0.0,0.0,0.0,54967.63499952919,0.0,0.0,1,0.7911077000026125,1.0233502000046428,0,differential_evolution_bounded_direct_search,True,316,-87.97433525131162,,,
2025-02-14,M0,1757.3918538888913,1633.4418900899277,21,15661.260974760347,15661.26097476035,15661.26097476035,0.0,0.0,0.0,15661.26097476035,0.0,0.0,1,1.2331133999978192,1.4826999999932013,0,differential_evolution_bounded_direct_search,True,316,-532.7962865755899,,,
2025-02-15,M0,1633.4418900899277,1402.645588703703,21,16636.235546895205,16636.2355468952,16636.2355468952,0.0,0.0,0.0,16636.2355468952,0.0,0.0,1,1.1227399000053992,1.432918399994378,0,differential_evolution_bounded_direct_search,True,316,-509.21074150658336,,,
2025-02-16,M0,1402.645588703703,1565.854064444446,21,60167.41231257866,60167.41231257867,60167.41231257867,0.0,0.0,0.0,60167.41231257867,0.0,0.0,1,1.3519821999943815,1.6136466000025393,0,differential_evolution_bounded_direct_search,True,316,14.807299689699112,,,
2025-02-17,M0,1565.854064444446,1628.996448703707,21,58970.18451383365,58970.18451383365,58970.18451383365,0.0,0.0,0.0,58970.18451383365,0.0,0.0,1,0.8392346000036923,1.0471902999997837,0,differential_evolution_bounded_direct_search,True,316,-109.19810566258249,,,
2025-02-18,M0,1628.996448703707,1847.8442863031385,21,51711.47814708752,51711.478147087524,51711.478147087524,0.0,0.0,8.247024939359784,51719.72517202688,0.0,0.0,1,0.779824400000507,1.0654772999987472,0,differential_evolution_bounded_direct_search,True,316,-114.06980166273718,,,
2025-02-19,M0,1847.8442863031385,1322.9690864418567,21,51802.58402787412,51802.58402787412,51802.58402787412,0.0,0.0,257.07090747482215,52059.654935348946,0.0,0.0,1,1.2004226999997627,1.48297779999848,0,differential_evolution_bounded_direct_search,True,316,-87.05485998079746,,,
2025-02-20,M0,1322.9690864418567,1560.518774355322,21,54841.45252190388,54841.45252190388,54841.45252190388,0.0,0.0,70.74243460736064,54912.19495651124,0.0,0.0,1,1.3597597000043606,1.6587894999975106,0,differential_evolution_bounded_direct_search,True,316,-112.95186196602013,,,
2025-02-21,M0,1560.518774355322,1667.7142393767938,21,15134.511837445676,15134.511837445674,15134.511837445674,0.0,0.0,0.0,15134.511837445674,0.0,0.0,1,0.7164143999980297,1.1065794000023743,0,differential_evolution_bounded_direct_search,True,316,-411.9208279137934,,,
2025-02-22,M0,1667.7142393767938,1822.676192981562,21,15478.1122464236,15478.1122464236,15478.1122464236,0.0,0.0,0.0,15478.1122464236,0.0,0.0,1,0.5872455999924568,0.8860836999956518,0,differential_evolution_bounded_direct_search,True,316,-502.77623971498025,,,
2025-02-23,M0,1822.676192981562,1624.2778233333336,21,53065.53115130798,53065.53115130798,53065.53115130798,0.0,0.0,2039.930576563144,55105.46172787112,0.0,0.0,1,1.5969515000033425,1.8516282999917166,0,differential_evolution_bounded_direct_search,True,316,11.793307736997825,,,
2025-02-24,M0,1624.2778233333336,1822.8564774954602,21,51160.84172737445,51160.84172737444,51160.84172737444,0.0,0.0,229.48319632081524,51390.324923695254,0.0,0.0,1,0.4760192999965511,0.5953318999963813,0,differential_evolution_bounded_direct_search,True,316,-70.13034674654874,,,
2025-02-25,M0,1822.8564774954602,1574.7668201851857,21,52194.52677906312,52194.52677906312,52194.52677906312,0.0,0.0,21.847079979802217,52216.37385904292,0.0,0.0,1,0.5506236000073841,0.6948008999897866,0,differential_evolution_bounded_direct_search,True,316,-162.97537567407974,,,
2025-02-26,M0,1574.7668201851857,1810.9368687037036,21,48005.1131897985,48005.1131897985,48005.1131897985,0.0,0.0,2659.681498276597,50664.7946880751,0.0,0.0,1,1.5140320000064094,1.730021299998043,0,differential_evolution_bounded_direct_search,True,316,-39.156017665223914,,,
2025-02-27,M0,1810.9368687037036,1838.199008148148,21,47768.96618046636,47768.96618046637,47768.96618046637,0.0,0.0,0.0,47768.96618046637,0.0,0.0,1,1.3612952999974368,1.6408684000052745,0,differential_evolution_bounded_direct_search,True,316,-200.39189514479327,,,
2025-02-28,M0,1838.199008148148,1784.4865144633857,21,14629.866309247418,14629.866309247416,14629.866309247416,0.0,0.0,0.0,14629.866309247416,0.0,0.0,1,0.9854111999884481,1.161800999994739,0,differential_evolution_bounded_direct_search,True,316,-496.65125753112886,,,
2025-03-01,M0,1784.4865144633857,1868.9539170370363,21,16478.782541366927,16478.782541366927,16478.782541366927,0.0,0.0,0.0,16478.782541366927,0.0,0.0,1,0.711856900001294,0.8811890999932075,0,differential_evolution_bounded_direct_search,True,281,-492.5966890600933,,,
2025-03-02,M0,1868.9539170370363,1712.3449338444173,21,56153.0901751722,56153.0901751722,56153.0901751722,0.0,0.0,0.0,56153.0901751722,0.0,0.0,1,1.0844499999948312,1.3094324999983655,0,differential_evolution_bounded_direct_search,True,316,-491.16751125983205,,,
2025-03-03,M0,1712.3449338444173,1501.5711505555557,21,57835.11991908217,57835.11991908218,57835.11991908218,0.0,0.0,1119.925059357444,58955.044978439626,0.0,0.0,1,0.3582190000015544,0.5197788000077708,0,differential_evolution_bounded_direct_search,True,316,-418.1924599294825,,,
2025-03-04,M0,1501.5711505555557,1807.53600407407,21,50570.25657095639,50570.25657095639,50570.25657095639,0.0,0.0,0.0,50570.25657095639,0.0,0.0,1,0.390340500001912,0.4925751999981003,0,differential_evolution_bounded_direct_search,True,316,-561.0447040131916,,,
2025-03-05,M0,1807.53600407407,1733.0397458908985,21,52094.90410599604,52094.90410599604,52094.90410599604,0.0,0.0,0.0,52094.90410599604,0.0,0.0,1,0.42559120000805706,0.51292320000357,0,differential_evolution_bounded_direct_search,True,316,-545.6193531023816,,,
2025-03-06,M0,1733.0397458908985,1784.5482424074103,21,48875.31812099657,48875.31812099657,48875.31812099657,0.0,0.0,0.0,48875.31812099657,0.0,0.0,1,0.4432749999978114,0.5287151999946218,0,differential_evolution_bounded_direct_search,True,316,-519.7273029177352,,,
2025-03-07,M0,1784.5482424074103,1951.0259052189595,21,14969.523909910407,14969.523909910407,14969.523909910407,0.0,0.0,0.0,14969.523909910407,0.0,0.0,1,0.502939800004242,0.8114285999909043,0,differential_evolution_bounded_direct_search,True,316,-469.650126203789,,,
2025-03-08,M0,1951.0259052189595,2020.2982881481535,21,13541.656958241638,13541.656958241636,13541.656958241636,0.0,0.0,0.0,13541.656958241636,0.0,0.0,1,1.3217679000081262,1.5622650000004796,0,differential_evolution_bounded_direct_search,True,316,-465.7670934914136,,,
2025-03-09,M0,2020.2982881481535,1923.621720000002,21,48816.45375533799,48816.45375533799,48816.45375533799,0.0,0.0,0.0,48816.45375533799,0.0,0.0,1,1.8142272000113735,2.3679909000056796,0,differential_evolution_bounded_direct_search,True,316,-394.2792185398116,,,
2025-03-10,M0,1923.621720000002,1811.6489979629655,21,47891.981315228826,47891.981315228826,47891.981315228826,0.0,0.0,1367.3229563093219,49259.304271538145,0.0,0.0,1,1.5135558000038145,2.123316299999715,0,differential_evolution_bounded_direct_search,True,316,-429.86382999895443,,,
2025-03-11,M0,1811.6489979629655,1777.601655740741,21,41843.06740126401,41843.06740126401,41843.06740126401,0.0,0.0,17660.539911259893,59503.607312523905,0.0,0.0,1,1.1311550999962492,1.528152599988971,0,differential_evolution_bounded_direct_search,True,316,-503.55506800832165,,,
2025-03-12,M0,1777.601655740741,1697.1640792592618,21,47803.26036879515,47803.26036879515,47803.26036879515,0.0,0.0,0.0,47803.26036879515,0.0,0.0,1,1.1242174999933923,1.3674044999934267,0,differential_evolution_bounded_direct_search,True,316,184.83703200154386,,,
