date,grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,planned_cost,emergency_cost,total_cost,soc_start_kwh,soc_end_kwh
2025-02-01,82859.69052934462,8058.847890593779,6443.083711904762,0.0,46865.75041732227,53578.18109031318,0.0,53578.18109031318,8481.289084047618,8575.270283465608
2025-02-02,82171.908707785,15183.337710552614,18181.28904285714,0.0,6813.582090089524,53112.59764933184,0.0,53112.59764933184,8575.270283465608,2038.8419531216973
2025-02-03,87859.72331237714,23029.091869471606,18867.578367176764,0.0,3481.2933100823016,55170.771407554756,0.0,55170.771407554756,2038.8419531216973,1801.0486721164054
2025-02-04,87485.05578983859,24624.287706486666,20122.11532911134,14.383557142857057,1802.4030196061126,54838.95048589745,57.929776392856795,54896.8802622903,1801.0486721164054,1605.0016867195836
2025-02-05,86839.29058967641,24574.580650065294,19909.81247917194,0.0,1426.0954354497287,54381.379948344984,0.0,54381.379948344984,1605.0016867195836,1600.1104060317487
2025-02-06,86853.03028357017,23860.82344895993,19389.9053030147,21.052866666666546,2132.107787624936,54372.85839248111,122.28557603333262,54495.143968514436,1600.1104060317487,1530.5122845238097
2025-02-07,86480.84027154042,16560.547746737215,7553.554059523809,0.0,45668.166917660354,54037.09234731934,0.0,54037.09234731934,1530.5122845238097,8042.167412671957
2025-02-08,78218.92514945034,8391.707664814818,6810.784826190476,0.0,45060.83959415933,50289.60436188652,0.0,50289.60436188652,8042.167412671957,8027.165615238096
2025-02-09,77795.46751272112,16958.001938569047,19667.518948217115,0.0,949.5685557025224,50004.182860827335,0.0,50004.182860827335,8027.165615238096,1436.5685285978852
2025-02-10,85267.1340534281,20994.9058216737,17218.785391293783,32.851152142857536,7197.22719185772,53183.38317643928,82.77918785940702,53266.16236429869,1436.5685285978852,1200.0
2025-02-11,84486.31349238084,22537.19215106221,18091.28198369372,100.89738733333539,4920.703579012346,52545.75249702031,625.0759042170147,53170.828401237326,1200.0,1382.04850962963
2025-02-12,83377.7770196303,22594.203301272115,18348.91439483994,15.0726547619048,3880.8246346266897,51832.211774836214,70.50634615952399,51902.718120995734,1382.04850962963,1329.14881984127
2025-02-13,82511.14148938237,20661.749316522455,16574.414018645097,0.0,7094.327174838336,51238.957751172784,0.0,51238.957751172784,1329.14881984127,1508.7076284391526
2025-02-14,80500.69866539721,16266.287272692534,7085.92037857143,0.0,41518.52995460945,49856.167165451705,0.0,49856.167165451705,1508.7076284391526,8275.12130878307
2025-02-15,72685.98174014722,8650.836809876542,7373.870078571426,0.0,42128.92390884211,46347.67166013371,0.0,46347.67166013371,8275.12130878307,7867.685461481484
