,周一,周二,周三,周四,周五,周六,周日
1,0.4572615384615384,0.4551076923076922,0.44932264150943385,0.4638923076923075,0.35645384615384607,0.3517307692307691,0.45819423076923094
2,0.45260769230769227,0.45668076923076933,0.45157924528301896,0.4502134615384614,0.34836153846153844,0.35422115384615377,0.45954999999999974
3,0.44983269230769224,0.4575942307692308,0.4543735849056605,0.44368653846153855,0.36152115384615385,0.3578673076923075,0.44612307692307684
4,0.45184807692307705,0.4543615384615386,0.4545094339622641,0.45506923076923067,0.36246730769230767,0.358623076923077,0.451146153846154
5,0.45447884615384626,0.44980384615384617,0.4526716981132074,0.4616076923076922,0.35592499999999994,0.36134999999999984,0.4543730769230768
6,0.4546942307692307,0.4447961538461539,0.45533773584905657,0.4596903846153845,0.3568923076923076,0.36296730769230773,0.4546865384615383
7,0.4538173076923075,0.4450096153846154,0.46179811320754693,0.4564096153846154,0.36310769230769213,0.3636365384615386,0.4552442307692309
8,0.4553346153846152,0.4552557692307691,0.463954716981132,0.459123076923077,0.3596403846153845,0.366951923076923,0.45685384615384617
9,0.4559134615384615,0.4568519230769229,0.45899622641509424,0.4555019230769232,0.35824038461538465,0.36898269230769226,0.4560480769230768
10,0.4562884615384615,0.4514884615384615,0.45406792452830197,0.44802884615384614,0.3640211538461538,0.3670557692307692,0.45411923076923066
11,0.4608634615384616,0.4584749999999999,0.4589735849056604,0.45200192307692316,0.36936538461538465,0.362675,0.4558269230769231
12,0.46500961538461527,0.46354423076923074,0.4605660377358489,0.45549038461538466,0.36999807692307696,0.3610807692307692,0.45658076923076923
13,0.46269615384615387,0.4581076923076924,0.4599924528301887,0.45625769230769225,0.3643346153846154,0.3610038461538464,0.4547307692307691
14,0.4544269230769231,0.4495711538461537,0.4696188679245284,0.4637442307692308,0.3555653846153846,0.35798653846153855,0.45372307692307684
15,0.46172500000000005,0.4507942307692309,0.4679150943396226,0.46771730769230757,0.3581865384615384,0.36357692307692313,0.4559076923076925
16,0.47395192307692297,0.45936923076923075,0.4556283018867924,0.4645538461538461,0.36798653846153856,0.3730249999999999,0.4618826923076924
17,0.4597038461538461,0.46167307692307674,0.4570792452830188,0.46084423076923087,0.3667788461538461,0.36885,0.4682923076923077
18,0.45281538461538473,0.46466346153846155,0.466733962264151,0.45741153846153854,0.36618076923076937,0.36389423076923066,0.4623057692307691
19,0.46312307692307714,0.4668211538461537,0.4736924528301887,0.4556307692307693,0.36974615384615367,0.3668788461538461,0.4534423076923077
20,0.4668942307692308,0.4595346153846155,0.47156415094339627,0.4581884615384617,0.369,0.3726730769230769,0.4634173076923077
21,0.4683846153846153,0.45970961538461536,0.4621849056603773,0.46412115384615393,0.3697846153846153,0.36919423076923064,0.46569615384615387
22,0.4681,0.46508461538461543,0.4552698113207548,0.4691576923076924,0.37073653846153837,0.3628211538461539,0.45794999999999997
23,0.46046538461538467,0.45791538461538445,0.46048113207547176,0.46844615384615396,0.36484230769230774,0.3705153846153847,0.46373269230769226
24,0.4599346153846154,0.4597557692307691,0.4643849056603773,0.4642942307692308,0.36574807692307687,0.37220961538461544,0.46526153846153845
25,0.46706346153846146,0.46906153846153836,0.46338113207547166,0.4639769230769231,0.37409615384615386,0.36537499999999995,0.46133269230769225
26,0.4678999999999999,0.46192115384615395,0.46576603773584907,0.4723326923076921,0.3757326923076923,0.3672230769230769,0.4694596153846153
27,0.4657096153846156,0.45670000000000005,0.4652301886792452,0.4733250000000002,0.3702596153846155,0.36689230769230774,0.47334807692307695
28,0.46497115384615373,0.4623000000000002,0.46356603773584903,0.467353846153846,0.3663903846153846,0.3616788461538461,0.46783076923076916
29,0.4661692307692306,0.4687538461538462,0.4693566037735848,0.46972884615384614,0.3735788461538462,0.3620269230769232,0.46479615384615386
30,0.46712307692307686,0.47232500000000005,0.47092641509433975,0.469221153846154,0.3824999999999999,0.3682788461538461,0.46475961538461547
31,0.46538461538461523,0.47054807692307676,0.46365849056603764,0.46290576923076937,0.3799442307692307,0.37107500000000004,0.46254423076923074
32,0.46254807692307703,0.46525192307692315,0.45831132075471703,0.4629692307692307,0.36332499999999995,0.363503846153846,0.45640384615384605
33,0.4724865384615384,0.4745711538461538,0.4745358490566038,0.47867692307692306,0.3663076923076924,0.3738423076923078,0.4659730769230768
34,0.45363846153846166,0.45564807692307696,0.4609566037735849,0.4610749999999999,0.3606173076923076,0.3668942307692308,0.45116730769230756
35,0.39351538461538466,0.3914019230769232,0.391577358490566,0.39518269230769243,0.31918653846153844,0.3130903846153847,0.39447692307692317
36,0.6065788461538462,0.6045173076923076,0.6092641509433963,0.6073057692307693,0.48545769230769253,0.4755692307692308,0.6064076923076924
37,0.9661884615384616,0.9670307692307692,0.9816245283018866,0.9718923076923078,0.7605673076923078,0.7576192307692303,0.9626615384615385
38,1.0006096153846153,0.9969019230769233,1.0026849056603777,1.006471153846154,0.7775192307692309,0.7755903846153849,0.9967538461538462
39,0.9403326923076923,0.9296923076923073,0.9326981132075476,0.9408788461538458,0.7297288461538465,0.7233923076923076,0.9328519230769229
40,0.9410769230769233,0.9300692307692308,0.9379584905660376,0.9373903846153844,0.7326384615384612,0.7216115384615385,0.929103846153846
41,0.9245673076923075,0.923819230769231,0.9215490566037736,0.9249403846153847,0.7103365384615384,0.6977288461538461,0.9168961538461542
42,0.9002903846153845,0.9055673076923074,0.8991415094339625,0.9051038461538461,0.7079673076923076,0.6932615384615383,0.8970019230769231
43,0.8785173076923076,0.8801230769230769,0.8817509433962267,0.8824519230769229,0.7228384615384618,0.710201923076923,0.8773019230769233
44,0.8531096153846154,0.8492692307692311,0.8557566037735846,0.8527423076923075,0.697594230769231,0.6986269230769231,0.8564019230769229
45,0.8448903846153849,0.8389250000000001,0.8494867924528304,0.8442038461538464,0.675428846153846,0.6808096153846154,0.8455557692307696
46,0.8111846153846156,0.809203846153846,0.8194471698113204,0.8127250000000001,0.6474788461538465,0.6449999999999998,0.8049576923076921
